german word	german sentence	english translation
tot	Meine Großeltern sind schon lange tot.	My grandparents have been dead for a long time.
total	Der Film ist total langweilig.	The film is totally boring.
die Tour, -en	Wo kann ich eine Stadttour buchen?	Where can I book a city tour?
die Tour, -en (2)	Wir gehen am Wochenende wandern. Ich kenne eine schöne Tour in den Bergen.	We are going hiking this weekend. I know a nice route in the mountains.
der Tourist, -en / die Touristin, -nen	Im Sommer kommen viele Touristen in diese Stadt.	In summer, many tourists come to this city.
tragen, trägt	Ich kann den Koffer nicht tragen, er ist zu schwer.	I can’t carry the suitcase, it’s too heavy.
tragen, hat getragen	Er trägt heute einen blauen Anzug.	He is wearing a blue suit today.
trainieren, trainiert	Wir trainieren einmal pro Woche im Sportverein.	We train once a week at the sports club.
trainieren, hat trainiert	Ich habe seit zwei Jahren nicht mehr trainiert.	I haven’t trained for two years.
das Training, -s	Das Training ist immer dienstags.	The training is always on Tuesdays.
das Training, -s (2)	Ich gehe jede Woche zum Training.	I go to training every week.
der Traum, ¨-e	Ich möchte eine eigene Firma, das ist mein Traum.	I want my own company, that’s my dream.
träumen, träumt	Ich träume von einem großen Haus mit Garten.	I dream of a big house with a garden.
träumen, hat geträumt	Ich habe schlecht geträumt.	I had a bad dream.
traurig	Ich bin sehr traurig. Meine Katze ist weggelaufen.	I am very sad. My cat ran away.
treffen (sich), trifft	Ich treffe in der Stadt einen Kollegen.	I meet a colleague in the city.
treffen (sich), hat getroffen	Wir treffen uns immer freitags.	We meet every Friday.
die Treppe, -n	Ich nehme die Treppe, nicht den Aufzug.	I take the stairs, not the elevator.
die Treppe, -n (2)	Wo ist die Toilette? - Die Treppe hoch und dann links.	Where is the toilet? - Up the stairs and then left.
trinken, trinkt	Möchtest du etwas trinken?	Would you like something to drink?
trinken, hat getrunken	Ich habe schon drei Tassen Kaffee getrunken.	I’ve already drunk three cups of coffee.
trocken	Die Wäsche ist bald trocken.	The laundry will be dry soon.
tschüs	Tschüs, bis morgen!	Bye, see you tomorrow!
das T-Shirt, -s	Haben Sie dieses T-Shirt auch in M?	Do you have this T-shirt in M?
tun, tut	Mein Rücken tut weh.	My back hurts.
tun, hat getan	Es tut mir leid, ich kann leider nicht kommen.	I’m sorry, I can’t come.
tun, hat getan (3)	Was kann ich für Sie tun?	What can I do for you?
die Tür, -en	Mach bitte die Tür zu!	Please close the door!
typisch	Diese Musik ist typisch für dieses Land.	This music is typical for this country.
typisch (2)	Typisch Anna, sie kommt natürlich wieder zu spät.	Typical Anna, she is, of course, late again.

