german word	german sentence	english translation
die Portion, -en	Ich nehme eine kleine Portion Eis.	I’ll have a small portion of ice cream.
die Post (Sg.)	Entschuldigung, wo ist die Post?	Excuse me, where is the post office?
die Post (Sg.) (2)	Ist Post für mich da?	Is there mail for me?
das Poster, -	Das Poster hängt über dem Bett.	The poster is hanging above the bed.
die Postkarte, -n	Schreibst du mir eine Postkarte aus Kanada?	Will you write me a postcard from Canada?
die Postleitzahl, -en	Wie ist Ihre Postleitzahl?	What is your postal code?
das Praktikum, -a	Ich mache ein Praktikum bei Siemens.	I’m doing an internship at Siemens.
praktisch	Mit meinem neuen Handy kann ich auch im Internet surfen und Fotos machen. Das finde ich sehr praktisch.	My new phone lets me surf the internet and take photos. I find it very practical.
die Praxis, -en	Unsere Praxis ist ab acht Uhr geöffnet. Frau Doktor Weiß hat ab neun Uhr Sprechstunde.	Our practice is open from eight o’clock. Dr. Weiß has office hours from nine o’clock.
der Preis, -e	Die Preise sind hier viel höher als bei uns.	The prices are much higher here than at home.
preiswert	Die Jacke ist sehr preiswert. Sie kostet nur 15 Euro.	The jacket is very inexpensive. It costs only 15 euros.
privat	Das ist meine Nummer im Büro und das ist meine private Handynummer.	This is my office number and this is my private cell phone number.
privat(2)	Dieser Strand ist privat. Wir dürfen hier nicht schwimmen gehen.	This beach is private. We are not allowed to swim here.
privat(3)	Hey, du darfst die Mail nicht lesen! Sie ist privat.	Hey, you’re not allowed to read the email! It’s private.
pro	Das Zimmer kostet 100 Euro pro Nacht.	The room costs 100 euros per night.
probieren, probiert, hat probiert	Möchten Sie den Käse probieren?	Would you like to try the cheese?
probieren, probiert, hat probiert(2)	Die Tür geht schwer auf. Probier mal!	The door is hard to open. Try it!
das Problem, -e	Ich habe ein Problem. Können Sie mir bitte helfen?	I have a problem. Can you please help me?
das Produkt, -e	Unsere Produkte haben eine sehr hohe Qualität.	Our products have very high quality.
das Programm, -e	Dieses Programm im Radio interessiert mich nicht.	This program on the radio doesn’t interest me.
das Programm, -e(2)	Was kommt heute im Kino? Hast du das Programm hier?	What’s on at the cinema today? Do you have the program here?
das Projekt, -e	Wir machen ein Projekt über Sehenswürdigkeiten in unserer Stadt.	We are working on a project about landmarks in our city.
der Prospekt, -e	Bitte schicken Sie mir einen Prospekt von Ihrem Hotel.	Please send me a brochure from your hotel.
prüfen, prüft, hat geprüft	Bitte prüfen Sie die Rechnung sofort.	Please check the invoice immediately.
die Prüfung, -en	Ich habe die Prüfung bestanden.	I passed the exam.
der Pullover, -	Ich muss mir einen Pullover kaufen.	I need to buy a sweater.
pünktlich	Der Bus fährt pünktlich um acht Uhr.	The bus departs punctually at eight o’clock.
pünktlich(2)	Herr Müller ist immer pünktlich.	Mr. Müller is always punctual.
putzen, putzt, hat geputzt	Ich muss heute noch das Bad putzen.	I need to clean the bathroom today.
