das Ende, -n	Sie wohnt am Ende der Straße.	She lives at the end of the street.
das Ende, -n(2)	Er bekommt sein Geld am Monatsende.	He gets his money at the end of the month.
eilig	Hast du es eilig?	Are you in a hurry?
einfach	Die Prüfung ist ganz einfach.	The exam is quite simple.
einfach(2)	Ich verstehe das nicht. Kannst du es bitte einfacher sagen?	I don’t understand that. Can you please say it more simply?
einfach(3)	Hin und zurück? – Nein, bitte nur eine einfache Fahrt nach Berlin.	Round trip? – No, just a one-way trip to Berlin, please.
der Eingang, ¨-e	Der Eingang ist um die Ecke.	The entrance is around the corner.
einig-	In diesem Text sind einige Fehler.	There are some mistakes in this text.
einig-(2)	Das dauert noch einige Zeit, bis das Essen fertig ist.	It will take some time until the food is ready.
einkaufen	Ich muss noch für morgen einkaufen.	I still need to shop for tomorrow.
kauft ein		
hat eingekauft		
enden, endet	Die Straße endet hier.	The street ends here.
enden, hat geendet	Der Kurs endet in einer Woche.	The course ends in a week.
endlich	Wann kommst du endlich? Der Film fängt gleich an.	When are you finally coming? The movie is about to start.
endlich(2)	Endlich bist du da!	You’re finally here!
eng	Diese Hose ist zu eng. Gibt es sie auch eine Nummer größer?	This pair of pants is too tight. Is there a larger size?
entschuldigen (sich)	Entschuldigen Sie bitte!	Excuse me, please!
entschuldigen (sich)	Ich möchte mich bei dir entschuldigen.	I want to apologize to you.
entschuldigt		
hat entschuldigt		
die Entschuldigung, -en	Oh, Entschuldigung! – Macht nichts. Kein Problem.	Oh, excuse me! - That’s okay. No problem.
das Erdgeschoss, -e	Ich wohne im Erdgeschoss.	I live on the ground floor.
die Erfahrung, -en	Ich habe zehn Jahre Erfahrung in diesem Beruf.	I have ten years of experience in this profession.
erinnern (sich),	Erinnerst du dich an José? - Nein, ich erinnere mich nicht an ihn, tut mir leid.	Do you remember José? - No, I don’t remember him, I’m sorry.
erinnert		
hat erinnert		
erkältet sein	Lisa ist erkältet. Sie kann heute nicht zur Schule gehen.	Lisa has a cold. She can’t go to school today.
ist erkältet		
war erkältet		
ist erkältet gewesen		
erklären, erklärt	Ich verstehe das nicht. Kannst du mir das erklären?	I don’t understand that. Can you explain it to me?
erlauben, erlaubt	Meine Kinder dürfen diesen Film sehen. Ich habe es ihnen erlaubt.	My children are allowed to watch this movie. I have permitted it.
hat erlaubt		
erlaubt sein, ist erlaubt	Parken ist hier nicht erlaubt.	Parking is not allowed here.
war erlaubt		
ist erlaubt gewesen		
die Erlaubnis (Sg.)	Haben Sie eine Arbeitserlaubnis?	Do you have a work permit?
die Ermäßigung, -en	Für Schüler, Studenten und Rentner gibt es eine Ermäßigung.	There is a discount for students, pupils, and retirees.
erreichen	Wenn wir uns beeilen, erreichen wir noch den Zug um acht Uhr.	If we hurry, we’ll still catch the train at eight o’clock.
erreichen(2)	Bis 18 Uhr können Sie mich im Büro erreichen.	You can reach me at the office until 6 PM.
erreicht		
hat erreicht		
erst	Wir können erst morgen kommen.	We can only come tomorrow.
erst(2)	Dina ist keine 18, sie ist erst 16 Jahre alt.	Dina is not 18, she is only 16 years old.
der Erwachsene, -n	Erwachsene zahlen zehn Euro, für Kinder ist der Eintritt frei.	Adults pay ten euros, for children the entrance is free.
der Erwachsene, -n(2)	Dieser Film ist nur für Erwachsene.	This film is only for adults.
erzählen, erzählt	Wir müssen euch etwas erzählen!	We have to tell you something!
erzählen, hat erzählt(2)	Erzählst du mir eine Geschichte?	Will you tell me a story?
essen, isst	Was gibt es zu essen?	What is there to eat?
essen, hat gegessen(2)	Das Essen in der Cafeteria ist meistens ganz gut.	The food in the cafeteria is usually quite good.
essen, hat gegessen(3)	Darf ich Sie zum Essen einladen?	May I invite you to a meal?
etwas	Ich muss dir etwas erzählen!	I need to tell you something!
etwas(2)	Haben Sie etwas zum Schreiben?	Do you have something to write with?
etwas(3)	Ich habe leider nur Tee. Etwas anderes kann ich dir leider nicht anbieten.	I only have tea. Unfortunately, I can’t offer you anything else.
