german word	german sentence	english translation
deutlich	Sprechen Sie bitte deutlich!	Please speak clearly!
deutlich(2)	Können Sie das bitte deutlicher schreiben? Ich kann das nicht lesen.	Could you write that more clearly, please? I can’t read it.
dick	Ich bin zu dick. Ich muss weniger essen.	I’m too fat. I need to eat less.
das Ding, -e	Gib mir bitte mal das Ding da drüben!	Please hand me that thing over there!
das Ding(2)	Was macht man mit diesem Ding? - Damit kann man Flaschen öffnen.	What do you do with this thing? - You can open bottles with it.
direkt	Wir wohnen direkt über dem Café.	We live directly above the café.
direkt(2)	Gibt es keinen direkten Zug nach Hamburg? - Nein, Sie müssen immer umsteigen.	Is there no direct train to Hamburg? - No, you always have to change.
direkt(3)	Ich möchte nicht direkt nach der Schule studieren.	 I don’t want to study right after school.
direkt(4)	Ich möchte erst reisen.	 I want to travel first.
direkt(5)	Wir liefern Ihnen das Sofa direkt ins Haus.	We will deliver the sofa directly to your house.
die Disco, -s / die Disko, -s	Wir gehen heute Abend in die Disco/Disko.	We’re going to the disco tonight.
diskutieren	Ich möchte das mit meinen Kollegen diskutieren.	I’d like to discuss this with my colleagues.
hat diskutiert		
doch	Hast du keinen Hunger? - Doch, ich bin sehr hungrig.	Aren’t you hungry? - Yes, I’m very hungry.
doch(2)	Kannst du morgen nicht kommen? - Doch.	Can’t you come tomorrow? - Yes, I can.
doch(3)	Geh doch mal wieder ins Kino!	Why don’t you go to the cinema again!
doch(4)	Das macht doch nichts!	That doesn’t matter!
das Doppelzimmer, -	Möchten Sie ein Doppelzimmer oder ein Einzelzimmer?	Would you like a double room or a single room?
das Dorf, ¨-er	Unser Dorf liegt direkt an der Autobahn.	Our village is right on the highway.
das Dorf(2)	Meine Familie lebt in einem Dorf.	My family lives in a village.
dort, -her, -hin	Wir treffen uns vor dem Kino. - Gut, ich bin in fünf Minuten dort.	We’ll meet in front of the cinema. - Okay, I’ll be there in five minutes.
dort(2)	Dort ist unser Haus.	There is our house.
dort(3)	Deine Tasche kannst du dorthin stellen.	You can put your bag over there.
dort(4)	Kommst du mit in die Stadt? - Nein, ich komme gerade dorther/von dort.	Are you coming to town? - No, I’m coming from there.
draußen	Das Wetter ist so schön. Wollen wir draußen sitzen?	The weather is so nice. Do you want to sit outside?
draußen(2)	Hunde müssen draußen bleiben.	Dogs must stay outside.
dringend	Bitte kommen Sie schnell. Es ist dringend.	Please come quickly. It’s urgent.
drinnen	Wollen Sie drinnen oder draußen sitzen?	Would you like to sit inside or outside?
drinnen(2)	Hier drinnen ist es sehr warm.	It’s very warm in here.
drüben	Da drüben ist die Haltestelle.	The bus stop is over there.
drücken, drückt	An dieser Tür musst du drücken, nicht ziehen, dann geht sie auf.	On this door, you have to push, not pull, and it will open.
drücken(2)	Drücken Sie „Bestätigen“!	Press “Confirm”!
drücken(3)	Meine Schuhe drücken.	My shoes are pressing (hurting).
drucken, druckt	Wähle einfach „Datei drucken“!	Just choose “Print file”!
hat gedruckt		
der Drucker, -	Mein Drucker ist kaputt.	My printer is broken.
dumm	Ich finde den Film dumm.	I find the film dumb.
dumm(2)	Entschuldigung, das war dumm von mir.	Sorry, that was dumb of me.
dumm(3)	Das ist mir zu dumm.	This is too dumb for me.
dunkel	Um sechs Uhr ist es schon dunkel.	It’s already dark at six o’clock.
dunkel(2)	Meine Schwester hat dunkle Haare.	My sister has dark hair.
dunkel(3)	Ich will eine dunkelblaue Bluse kaufen.	I want to buy a dark blue blouse.
dünn	Das Buch ist sehr dünn. Es hat nur 40 Seiten.	The book is very thin. It only has 40 pages.
dünn(2)	Mein Bruder ist 1,80 Meter groß und 62 Kilo schwer, er ist zu dünn.	My brother is 1.80 meters tall and weighs 62 kilos; he is too thin.
durch	Am besten gehen Sie durch die Tengstraße.	It’s best if you go through Tengstraße.
durch(2)	Wir fahren mit dem Fahrrad durch den Wald.	We’re riding through the forest on the bike.
dürfen, darf	Sie dürfen hier nicht parken.	You are not allowed to park here.
dürfen(2)	Dürfen wir heute länger fernsehen?	May we watch TV longer today?
dürfen(3)	Darf ich Sie zu einem Kaffee einladen?	May I invite you to a coffee?
der Durst (Sing.)	Hast du etwas zu trinken? Ich habe großen Durst.	Do you have something to drink? I’m very thirsty.
die Dusche, -n	Unsere Wohnung hat nur eine Dusche.	Our apartment only has a shower.
duschen (sich), duscht	Ich bade nicht so gern, ich dusche lieber.	I don’t like to bathe, I prefer to shower.
duschen (sich)(2)	Möchten Sie sich duschen? Das Badezimmer ist dort hinten links.	Would you like to take a shower? The bathroom is over there on the left.
hat geduscht		
