die Anmeldung	Eine Anmeldung für diesen Kurs ist nicht mehr möglich.	Registration for this course is no longer possible.
die Anrede	Schreiben Sie auch eine Anrede und einen Gruß.	Also, write a salutation and a closing.
anrufen(1)	Kann man Sie anrufen?	Can one call you?
anrufen(2)	Peter ruft kurz seine Freundin an.	Peter quickly calls his girlfriend.
der Anruf, -e	Sie bekommt viele Anrufe auf ihrem Handy.	She receives many calls on her cell phone.
der Anrufbeantworter	Wir sind im Moment nicht da. Sprechen Sie bitte auf den Anrufbeantworter.	We are not available at the moment. Please leave a message on the answering machine.
die Ansage, -n	Hören Sie die Ansagen.	Listen to the announcements.
der Anschluss(1)	In Mannheim haben Sie Anschluss nach Saarbrücken.	In Mannheim, you have a connection to Saarbrücken.
der Anschluss(2)	Ist das die Anmeldung für einen Telefonanschluss?	Is this the registration for a telephone connection?
an sein	Heute Nacht war das Licht an.	The light was on last night.
antworten	Er antwortet nicht.	He does not answer.
die Antwort, -en	Er gibt leider keine Antwort.	Unfortunately, he gives no answer.
die Anzeige, -n	Ich habe Ihre Anzeige in der Zeitung gelesen.	I read your advertisement in the newspaper.
(sich) anziehen	Ich muss mich noch anziehen.	I still need to get dressed.
das Apartment, -s	Wir haben ein Apartment gemietet.	We rented an apartment.
der Apfel, -Ä	Ein Pfund Äpfel bitte.	A pound of apples, please.
der Appetit	Guten Appetit!	Enjoy your meal!
arbeiten	Wo arbeiten Sie?	Where do you work?
die Arbeit, -en	Mein Bruder sucht Arbeit.	My brother is looking for work.
arbeitslos	Es gibt bei uns viele Leute, die schon lange arbeitslos sind.	There are many people here who have been unemployed for a long time.
der Arbeitsplatz, -ä, e	An meinem Arbeitsplatz fehlt ein Drucker.	A printer is missing at my workplace.
der Arm, -e	Mein Arm tut weh.	My arm hurts.
der Arzt, -Ä, e	Morgen habe ich einen Termin bei meiner Ärztin.	I have an appointment with my doctor tomorrow.
auch	Ich bin auch Spanier.	I am also Spanish.
auf(1)	Die Kinder spielen auf der Straße.	The children are playing on the street.
auf(2)	Auf Wiedersehen.	Goodbye.
auf sein	Du brauchst den Schlüssel nicht. Die Wohnung ist auf.	You don't need the key. The apartment is unlocked.
aufstehen(1)	Ich muss immer um vier Uhr aufstehen.	I always have to get up at four o'clock.
aufstehen(2)	Soll ich aufstehen?	Should I get up?
der Aufzug, -ü, e	In diesem Haus gibt es keinen Aufzug.	There is no elevator in this building.
das Auge, -n	Er hat blaue Augen.	He has blue eyes.
aus	Er kommt aus Brasilien.	He comes from Brazil.
der Ausflug	Morgen machen wir einen Ausflug nach Heidelberg.	Tomorrow we are going on a trip to Heidelberg.
ausfüllen	Füllen Sie bitte dieses Formular aus.	Please fill out this form.
der Ausgang	Wo ist der Ausgang?	Where is the exit?
die Auskunft, -ü, e	Können Sie mir eine Auskunft geben?	Can you give me information?
das Ausland	Fahren Sie ins Ausland?	Are you going abroad?
der Ausländer, -	Sind Sie Ausländerin?	Are you a foreigner?
ausländisch	Leider habe ich nur ausländisches Geld.	Unfortunately, I only have foreign money.
ausmachen	Mach bitte das Licht aus!	Please turn off the light.
die Aussage, -n	Ist die Aussage richtig oder falsch?	Is the statement correct or incorrect?
aussehen	Das sieht schön aus.	That looks nice.
aus sein(1)	Das Licht ist aus.	The light is off.
aus sein(2)	Die Schule ist aus.	The school is over.
aussteigen	Wo muss ich aussteigen?	Where do I need to get off?
der Ausweis	Hier ist mein Ausweis.	Here is my ID.
(sich) ausziehen	Zieh die Schuhe aus, bitte!	Take off your shoes, please!
das Auto, -s	Er kommt mit dem Auto.	He comes by car.
die Autobahn, -en	Wo geht‘s hier bitte zur Autobahn?	Where is the motorway, please?
der Automat	Die Fahrkarten gibt es nur am Automaten.	Tickets are only available at the vending machine.
automatisch	Du musst nichts machen. Das geht automatisch.	You don't have to do anything. It happens automatically.

