der/die Bekannte	Ein Bekannter von mir heißt Klaus.	A friend of mine is named Klaus.
bekommen(1)	Haben Sie meinen Brief bekommen?	Did you receive my letter?
bekommen(2)	Was bekommen Sie?	What do you get?
bekommen(3)	Dieses Medikament bekommen Sie in der Apotheke.	You can get this medication at the pharmacy.
benutzen	Die Aufzüge bitte nicht benutzen!	Please do not use the elevators.
der Beruf, -e	Was sind Sie von Beruf?	What is your profession?
der Beruf, -e	Was ist Ihr Beruf?	What is your job?
besetzt(1)	Die Nummer ist immer besetzt.	The number is always busy.
besetzt(2)	Der Platz ist besetzt.	The seat is occupied.
besichtigen	Ich möchte gern den Dom besichtigen.	I would like to visit the cathedral.
besser(1)	Es geht mir schon besser.	I’m already feeling better.
best-(1)	Am besten treffen wir uns morgen.	It’s best if we meet tomorrow.
bestellen(1)	Wir möchten bestellen, bitte.	We would like to order, please.
bestellen(2)	Dieses Buch haben wir nicht – sollen wir es für Sie bestellen?	We don't have this book – should we order it for you?
besuchen	Darf ich dich besuchen?	May I visit you?
das Bett, -en	Wir brauchen noch ein Kinderbett.	We need an extra crib.
bezahlen	Wo muss ich bezahlen?	Where do I need to pay?
das Bier	Noch ein Bier bitte.	Another beer, please.
das Bild, -er	Hast du ein Bild von deinem Sohn?	Do you have a picture of your son?
billig(1)	Die Jacke kostet nur 10 Euro!	The jacket costs only 10 euros!
billig(2)	Die ist aber billig!	It’s really cheap!
die Birne, -n	Ein Kilo Birnen, bitte!	A kilo of pears, please!
bis(1)	Ich fahre nur bis Stuttgart.	I only travel as far as Stuttgart.
bis(2)	Ich warte bis morgen.	I will wait until tomorrow.
bisschen	Ich spreche Englisch, Französisch und ein bisschen Deutsch.	I speak English, French, and a little German.
bitte(1)	Eine Tasse Kaffee, bitte!	A cup of coffee, please!
bitte(2)	Sprechen Sie bitte leise!	Please speak quietly!
die Bitte, -n	Ich habe noch eine Bitte.	I have one more request.
bitten	Darf ich Sie um etwas bitten?	May I ask you for something?
bitter	Der Kaffee schmeckt bitter.	The coffee tastes bitter.
bleiben(1)	Ich bleibe heute zu Hause.	I am staying home today.
bleiben(2)	Wir bleiben nur bis morgen.	We are staying only until tomorrow.
der Bleistift, -e	Hast du einen Bleistift?	Do you have a pencil?
der Blick	Von diesem Hotel hat man einen guten Blick auf den Rhein.	From this hotel, you have a good view of the Rhine.
die Blume, -n	Gefallen dir die Blumen?	Do you like the flowers?
der Bogen	Schreiben Sie Ihre Lösungen bitte auf den Antwortbogen.	Please write your answers on the answer sheet.
böse	Sie ist böse auf mich.	She is angry with me.
brauchen	Brauchst du die Zeitung noch?	Do you still need the newspaper?
breit	Wie breit ist der Schrank?	How wide is the cupboard?
der Brief, -e	Haben Sie einen Brief für mich?	Do you have a letter for me?
die Briefmarke, -n	Kaufst du bitte Briefmarken bei der Post.	Please buy stamps at the post office.
bringen(1)	Bringen Sie mir bitte noch einen Kaffee!	Please bring me another coffee!
bringen(2)	Wir müssen ihn zum Arzt bringen.	We need to take him to the doctor.
das Brot, -e(1) 	Haben Sie auch Weißbrot?	Do you also have white bread?
das Brot, -e(2) 	Nimm noch ein paar Brote für die Fahrt mit.	Take a few loaves of bread for the trip.
das Brötchen	Möchtest du Brötchen zum Frühstück?	Do you want rolls for breakfast?
der Bruder, -ü	Sein Bruder arbeitet auch hier.	His brother also works here.
das Buch, -ü, er(1)	Gute Bücher sind oft sehr teuer.	Good books are often very expensive.
das Buch, -ü, er(2)	In diesem Wörterbuch finden Sie mehr als 20.000 Wörter.	In this dictionary, you’ll find more than 20,000 words.
der Buchstabe, -n	Diesen Buchstaben gibt es in meiner Sprache nicht.	This letter doesn’t exist in my language.
buchstabieren	Bitte buchstabieren Sie Ihren Namen.	Please spell your name.
der Bus, -se	Wann kommt der nächste Bus?	When is the next bus coming?
die Butter	Für mich bitte ein Brötchen mit Butter und Käse.	For me, a roll with butter and cheese, please.
