german word	german sentence	english translation
die Verbindung, -en(2)	Kannst du bitte lauter sprechen? Die Verbindung ist sehr schlecht.	Can you please speak louder? The connection is very poor.
verbrauchen, verbraucht, verbrauchte, hat verbraucht(1)	Wie viel Benzin verbraucht dein Auto?	How much gas does your car consume?
der Verbrecher, -(1)	Die Polizei hat den Verbrecher verhaftet.	The police have arrested the criminal.
die Verbrecherin, -nen(1)	Die Polizei hat die Verbrecherin verhaftet.	The police have arrested the criminal (female).
(sich) verbrennen, verbrennt, verbrannte, hat verbrannt(1)	Ich werde alle Briefe verbrennen.	I will burn all the letters.
(sich) verbrennen, verbrennt, verbrannte, hat verbrannt(2)	Der Herd war noch heiß. Ich habe mich verbrannt.	The stove was still hot. I burned myself.
verbringen, verbringt, verbrachte, hat verbracht(1)	Wie haben Sie Ihren Urlaub verbracht?	How did you spend your vacation?
der Verdacht(1)	Wer hat das Geld aus der Kasse genommen? – Ich weiß es nicht, aber ich habe einen Verdacht.	Who took the money from the cash register? – I don’t know, but I have a suspicion.
der Verdacht(2)	Wen haben Sie in Verdacht?	Who do you suspect?
verdächtig(1)	Die Tür war nicht abgeschlossen. Das ist verdächtig.	The door was not locked. That is suspicious.
verdächtig(2)	Haben Sie etwas Verdächtiges gesehen?	Did you see anything suspicious?
verdienen, verdient, verdiente, hat verdient(1)	In diesem Beruf verdient man gut.	In this profession, one earns well.
verdienen, verdient, verdiente, hat verdient(2)	Er hat den Urlaub wirklich verdient.	He really deserved the vacation.
der Verein, -e(1)	Ich bin schon seit 15 Jahren Mitglied in diesem Verein.	I have been a member of this club for 15 years.
vereinbaren, vereinbart, vereinbarte, hat vereinbart(1)	Können wir einen Termin vereinbaren?	Can we arrange an appointment?
die Vergangenheit(1)	In der Vergangenheit war das anders.	In the past, it was different.
vergeblich(1)	Ich habe vergeblich versucht dich anzurufen.	I tried in vain to call you.
vergessen, vergisst, vergaß, hat vergessen(1)	Ich habe den Termin ganz vergessen.	I completely forgot the appointment.
vergessen, vergisst, vergaß, hat vergessen(2)	Ich habe meinen Pass vergessen.	I forgot my passport.
vergleichen, vergleicht, verglich, hat verglichen(1)	Vergleichen Sie die Angebote.	Compare the offers.
vergleichen, vergleicht, verglich, hat verglichen(2)	Im Vergleich zum Wetter letzte Woche ist es heute warm.	Compared to the weather last week, it is warm today.
sich vergnügen, vergnügt sich, vergnügte sich, hat sich vergnügt(1)	Auf der Party habe ich mich sehr vergnügt.	I had a great time at the party.
das Vergnügen, - (1)	Es ist ein Vergnügen, den Kindern beim Spielen zuzusehen.	It is a pleasure to watch the children play.
das Vergnügen, - (2)	Ich wünsche dir viel Vergnügen bei der Party!	I wish you lots of fun at the party!
vergnügt(1)	Er kam mit einem vergnügten Grinsen herein.	He came in with a pleased grin.
vergrößern, vergrößert, vergrößerte, hat vergrößert(1)	Können Sie das Foto vergrößern?	Can you enlarge the photo?
vergrößern, vergrößert, vergrößerte, hat vergrößert(2)	Wir wollen unser Geschäft vergrößern.	We want to expand our business.
verhaften, verhaftet, verhaftete, hat verhaftet(1)	Die Polizei hat 23 Menschen verhaftet.	The police have arrested 23 people.
sich verhalten, verhält sich, verhielt sich, hat sich verhalten(1)	Der Mann hat sich uns gegenüber merkwürdig verhalten.	The man behaved strangely towards us.
das Verhalten(1)	Ich bewundere dein Verhalten in der schwierigen Situation.	I admire your behavior in the difficult situation.
das Verhältnis, -se(1)	Ich habe ein gutes Verhältnis zu meinen Eltern.	I have a good relationship with my parents.
verheiratet(1)	Mit wem sind Sie verheiratet?	Who are you married to?
verheiratet(2)	Meine Eltern sind seit 30 Jahren verheiratet.	My parents have been married for 30 years.
verhindern, verhindert, verhinderte, hat verhindert(1)	Wir konnten den Unfall nicht verhindern.	We could not prevent the accident.
verkaufen, verkauft, verkaufte, hat verkauft(1)	Ich habe unser altes Auto verkauft.	I sold our old car.
der Verkäufer, -(1)	Die Verkäuferin wird Ihnen gleich helfen.	The saleswoman will help you shortly.
der Verkehr(1)	Morgens ist hier immer viel Verkehr.	There is always a lot of traffic here in the morning.
das Verkehrsmittel, - (1)	Es gibt kaum Parkplätze. Sie sollten mit öffentlichen Verkehrsmitteln fahren.	There is hardly any parking. You should use public transportation.
der Verlag, -e (A: ¨-e)(1)	Von welchem Verlag ist dieses Buch?	Which publisher is this book from?
verlangen, verlangt, verlangte, hat verlangt(1)	Jeden Tag Überstunden? Das können Sie nicht verlangen.	Overtime every day? You can't demand that.
verlangen, verlangt, verlangte, hat verlangt(2)	Wie viel verlangen Sie für das Auto?	How much do you charge for the car?
verlangen, verlangt, verlangte, hat verlangt(3)	Frau Müller, Sie werden am Telefon verlangt.	Mrs. Müller, you are being asked for on the phone.
verlängern, verlängert, verlängerte, hat verlängert(1)	Ich muss meinen Pass verlängern lassen.	I need to extend my passport.
verlängern, verlängert, verlängerte, hat verlängert(2)	Die U-Bahn Linie U4 wird verlängert.	The U-Bahn line U4 will be extended.
verlassen, verlässt, verließ, hat verlassen(1)	Ich habe die Party um 3 Uhr verlassen.	I left the party at 3 o'clock.
verlassen, verlässt, verließ, hat verlassen(2)	Du kannst dich auf mich verlassen. Ich helfe dir auf jeden Fall.	You can count on me. I will help you no matter what.
sich verlaufen, verläuft sich, verlief sich, hat sich verlaufen(1)	Gestern haben wir uns im Wald verlaufen. Wir haben erst eine Stunde später den richtigen Weg gefunden.	Yesterday, we got lost in the forest. We found the right path only an hour later.
(sich) verletzen, verletzt, verletzte, hat verletzt(1)	Ich habe mich an der Hand verletzt.	I injured my hand.
(sich) verletzen, verletzt, verletzte, hat verletzt(2)	Ich habe mir den Arm verletzt.	I injured my arm.
die Verletzung, -en(1)	Keine Angst. Die Verletzung ist nicht so schlimm.	Don’t worry. The injury is not so severe.
(sich) verlieben, verliebt(1)	Ich habe mich verliebt.	I have fallen in love.
(sich) verlieben, verliebt(2)	Ich bin in Francesco verliebt.	I am in love with Francesco.
verlieren, verliert, verlor, hat verloren(1)	Ich habe meine Brieftasche verloren.	I lost my wallet.
verlieren, verliert, verlor, hat verloren(2)	Jennifer hat ihre Stelle verloren.	Jennifer lost her job.
verlieren, verliert, verlor, hat verloren(3)	Sie dürfen den Mut nicht verlieren.	You must not lose courage.
verlieren, verliert, verlor, hat verloren(4)	Unsere Mannschaft hat 3:5 verloren.	Our team lost 3:5.
der Verlierer, -(1)	Sie ist eine gute Verliererin.	She is a good loser.
die Verliererin, -nen(1)	Sie ist eine gute Verliererin.	She is a good loser.
der Verlust, -e(1)	Der Verlust meiner Uhr ärgert mich sehr.	The loss of my watch annoys me greatly.
vermeiden, vermeidet, vermied, hat vermieden(1)	Der Arzt sagt, ich soll Stress vermeiden.	The doctor says I should avoid stress.
vermieten, vermietet, vermietete, hat vermietet(1)	Bei uns im Haus ist ein Zimmer zu vermieten.	There is a room for rent in our house.
vermieten, vermietet, vermietete, hat vermietet(2)	Die Wohnung ist schon vermietet.	The apartment has already been rented.
der Vermieter, -(1)	Unsere Vermieterin ist eine sehr nette, ältere Frau.	Our landlady is a very nice elderly woman.
die Vermieterin, -nen(1)	Unsere Vermieterin ist eine sehr nette, ältere Frau.	Our landlady is a very nice elderly woman.
die Vermietung, -en(1)	Mit der Vermietung von Wohnungen kann man viel Geld verdienen.	You can earn a lot of money from renting out apartments.
vermissen, vermisst(1)	Ich vermisse meine Familie.	I miss my family.
die Vermittlung, -en(1)	Du suchst ein Zimmer? Dann frag bei der Vermittlung am Bahnhof nach.	You’re looking for a room? Then ask the information desk at the station.
die Vermittlung, -en(2)	Rufen Sie die Vermittlung an und fragen Sie nach der Telefonnummer von Herrn Fischer.	Call the information desk and ask for Mr. Fischer's phone number.
vermuten, vermutet, vermutete, hat vermutet(1)	Ich vermute, sie wird heute nicht kommen.	I suspect she won’t come today.
vermuten, vermutet, vermutete, hat vermutet(2)	Vermutlich sagt er die Wahrheit.	Presumably, he is telling the truth.
vernünftig(1)	Seien Sie doch vernünftig!	Please be reasonable!
vernünftig(2)	Das ist ein ganz vernünftiger Vorschlag.	That is a very reasonable suggestion.
verpacken, verpackt, verpackte, hat verpackt(1)	Hast Du die Pakete gut verpackt?	Did you pack the packages well?
verpassen, verpasst, verpasste, hat verpasst(1)	Ich habe den Zug verpasst.	I missed the train.
verpassen, verpasst, verpasste, hat verpasst(2)	Ich habe die 12-Uhr-Nachrichten verpasst.	I missed the 12 o'clock news.
verpflegen, verpflegt, verpflegte, hat verpflegt(1)	Wir werden hier sehr gut mit Essen verpflegt.	We will be very well provided with food here.
verpflichtet(1)	Sie sind verpflichtet, den Unfall zu melden.	You are obliged to report the accident.
verraten, verrät, verriet, hat verraten(1)	Wer hat dir das Geheimnis verraten?	Who told you the secret?
verraten, verrät, verriet, hat verraten(2)	Sein Blick verriet mir, dass er verletzt ist.	His look revealed to me that he is injured.
verreisen, verreist, verreiste, ist verreist(1)	Frau Dr. Müller ist zurzeit verreist.	Dr. Müller is currently traveling.
verrückt(1)	Bist du verrückt geworden?!	Have you gone crazy?!
verrückt(2)	So eine verrückte Idee.	Such a crazy idea.
die Versammlung, -en(1)	Der Minister hielt bei der Versammlung eine Rede.	The minister gave a speech at the meeting.
versäumen, versäumt, versäumte, hat versäumt(1)	Tut mir leid, ich habe die Anmeldefrist versäumt.	Sorry, I missed the registration deadline.
verschieben, verschiebt, verschob, hat verschoben(1)	Leider muss ich den Termin verschieben.	Unfortunately, I have to postpone the appointment.
verschieden(1)	Unsere beiden Kinder sind sehr verschieden.	Our two children are very different.
verschieden(2)	Wir haben dieses Kleid in verschiedenen Farben.	We have this dress in different colors.
verschreiben, verschreibt, verschrieb, hat verschrieben(1)	Die Ärztin hat mir Tabletten verschrieben.	The doctor prescribed me tablets.
verschwinden, verschwindet, verschwand, ist verschwunden(1)	Mein Ausweis ist verschwunden. Hast du ihn vielleicht gesehen?	My ID is missing. Have you perhaps seen it?
versichern, versichert, versicherte, hat versichert(1)	Wollen Sie Ihr Gepäck versichern?	Would you like to insure your luggage?
versichern, versichert, versicherte, hat versichert(2)	Wie sind Sie versichert?	How are you insured?
die Versichertenkarte, -n(1)	Haben Sie Ihre Versichertenkarte dabei?	Do you have your insurance card with you?
die Versicherung, -en(1)	Sie sollten eine Versicherung für Ihr Gepäck abschließen.	You should get insurance for your luggage.
die Versicherung, -en(2)	Sie müssen den Unfall der Versicherung melden.	You need to report the accident to the insurance company.
die Verspätung, -en(1)	Unser Zug hatte 10 Minuten Verspätung.	Our train was 10 minutes late.
versprechen, verspricht, versprach, hat versprochen(1)	Meine Mutter hat mir versprochen, mich abzuholen.	My mother promised to pick me up.
verständlich(1)	Nach acht Stunden Schule haben die Kinder keine Lust mehr, die Hausaufgaben zu machen. Ich finde das verständlich.	After eight hours of school, the children no longer feel like doing homework. I find that understandable.
das Verständnis(1)	Wir bitten um Ihr Verständnis.	We ask for your understanding.
(sich) verstecken, versteckt, versteckte, hat versteckt(1)	Ich habe das Geld hinter dem Regal versteckt.	I hid the money behind the shelf.
(sich) verstecken, versteckt, versteckte, hat versteckt(2)	Die Kinder verstecken sich im Wald.	The children are hiding in the forest.
(sich) verstehen, versteht, verstand, hat verstanden(1)	Ich kann Sie kaum verstehen. Sprechen Sie bitte lauter.	I can barely understand you. Please speak louder.
(sich) verstehen, versteht, verstand, hat verstanden(2)	Den Satz verstehe ich nicht.	I don’t understand the sentence.
(sich) verstehen, versteht, verstand, hat verstanden(3)	Ich verstehe nichts von Computern.	I don’t understand anything about computers.
(sich) verstehen, versteht, verstand, hat verstanden(4)	Unsere beiden Kinder verstehen sich sehr gut.	Our two children get along very well.
versuchen, versucht, versuchte, hat versucht(1)	Haben Sie es schon mal mit diesem Mittel versucht?	Have you ever tried this remedy?
versuchen, versucht, versuchte, hat versucht(2)	Ich habe immer wieder versucht, Sie zu erreichen.	I have tried repeatedly to reach you.
versuchen, versucht, versuchte, hat versucht(3)	Versuchen Sie doch mal meinen Apfelkuchen.	Why don’t you try my apple cake?
der Versuch, -e(1)	In der Forschung werden viele Versuche gemacht.	In research, many experiments are conducted.
der Versuch, -e(2)	Mein Versuch, etwas zu ändern, blieb ohne Erfolg.	My attempt to change something was unsuccessful.
verteilen, verteilt, verteilte, hat verteilt(1)	Kannst du bitte schon mal die Gläser verteilen?	Can you please start distributing the glasses?
der Vertrag, ¨-e(1)	Sie beide müssen den Vertrag unterzeichnen.	You both need to sign the contract.
verwenden, verwendet, verwendete, hat verwendet(1)	Dieses Wort wird oft verwendet.	This word is often used.
verzeihen, verzeiht, verzieh, hat verziehen(1)	Das werde ich ihm nie verzeihen können.	I will never be able to forgive him.
Verzeihung(1)	Verzeihung! Ich habe die falsche Nummer gewählt.	Excuse me! I dialed the wrong number.
verzichten, verzichtet, verzichtete, hat verzichtet(1)	Ich verzichte heute auf den Kaffee.	I am skipping coffee today.
das Video, -s(1)	Ich habe den Film auf Video aufgenommen.	I recorded the movie on video.
das Video, -s(2)	Lass uns ein Video vom Fest machen!	Let’s make a video of the party!
viel/viele(1)	Ich habe schon viel gelernt.	I have already learned a lot.
viel/viele(2)	Ich wünsche Ihnen viel Spaß.	I wish you lots of fun.
viel/viele(3)	Hier regnet es viel.	It rains a lot here.
viel/viele(4)	Das ist mir viel zu teuer.	That is far too expensive for me.
viel/viele(5)	Im Winter sind viele Leute erkältet.	In winter, many people catch colds.
vielleicht(1)	Kommst du mit in die Stadt? - Ich weiß noch nicht. Vielleicht.	Are you coming to the city? - I don’t know yet. Maybe.
vielleicht(2)	Vielleicht bekomme ich den Job.	Maybe I will get the job.
vielleicht(3)	Die Fahrkarte war vielleicht teuer!	The ticket was maybe expensive!
vielleicht(4)	Hast du vielleicht Kleingeld für mich?	Do you perhaps have some change for me?
vertrauen, vertraut, vertraute, hat vertraut(1)	Ich kenne dich gut. Ich vertraue dir.	I know you well. I trust you.
das Vertrauen(1)	Ich habe Vertrauen zu Ihnen.	I have trust in you.
vertreten, vertritt, vertrat, hat vertreten(1)	Wer vertritt Sie, wenn Sie Urlaub machen?	Who represents you when you are on vacation?
der Vertreter, -(1)	Als Herr Dr. Müller in Urlaub war, bin ich zu seiner Vertreterin gegangen.	When Dr. Müller was on vacation, I went to his representative.
die Vertreterin, -nen(1)	Als Herr Dr. Müller in Urlaub war, bin ich zu seiner Vertreterin gegangen.	When Dr. Müller was on vacation, I went to his representative.
die Vertretung, -en(1)	Herr Dr. Meyer macht für mich die Vertretung.	Mr. Dr. Meyer is covering for me.
verurteilen, verurteilt, verurteilte, hat verurteilt(1)	Das Gericht hat den Täter zu einer Geldstrafe verurteilt.	The court sentenced the perpetrator to a fine.
die Verwaltung, -en(1)	Sprechen Sie bitte mit der Verwaltung. Die können Ihnen helfen.	Please speak with the administration. They can help you.
verwandt(1)	Sind Sie mit Frau Meyer verwandt?	Are you related to Mrs. Meyer?
der Verwandte, -n(1)	Zu meinem Geburtstag kommen alle Verwandten.	All relatives are coming to my birthday.
die Verwandte, -n(1)	Zu meinem Geburtstag kommen alle Verwandten.	All relatives are coming to my birthday.
verwechseln, verwechselt, verwechselte, hat verwechselt(1)	Entschuldigen Sie, ich habe Sie mit jemandem verwechselt.	Excuse me, I confused you with someone else.
das Viertel, - (D, A) → CH: Quartier(1)	Wir wohnen in einem schönen Viertel.	We live in a nice neighborhood.
virtuell(1)	Auf dieser Website kann man an einer virtuellen Stadtrundfahrt teilnehmen.	On this website, you can participate in a virtual city tour.
der Virus, Viren(1)	Ich habe mal wieder einen Virus auf meinem Computer.	I have a virus on my computer again.
die Visitenkarte, -n(1)	Darf ich Ihnen meine Visitenkarte geben?	May I give you my business card?
das Visum, Visa(1)	Das Visum ist für drei Monate gültig.	The visa is valid for three months.
das Vitamin, -e(1)	Der Arzt sagt, ich soll viele Vitamine essen.	The doctor says I should eat a lot of vitamins.
voll(1)	Die Flasche ist noch ganz voll.	The bottle is still full.
voll(2)	Vor den Feiertagen sind die Züge immer sehr voll.	Before the holidays, the trains are always very crowded.
voll(3)	Bitte unterschreiben Sie mit Ihrem vollen Namen.	Please sign with your full name.
voll(4)	Ich möchte gerne Vollzeit arbeiten.	I would like to work full-time.
die Vollzeit(1)	Ich möchte gerne Vollzeit arbeiten.	I would like to work full-time.
Volleyball(1)	Im Sommer spiele ich gern Volleyball.	I like to play volleyball in the summer.
völlig(1)	Das halte ich für völlig ausgeschlossen.	I consider that completely out of the question.
von(1)	Ich komme gerade vom Zahnarzt.	I just came from the dentist.
von(2)	Emil ist ein Freund von mir.	Emil is a friend of mine.
von(3)	Haben Sie noch eine Zeitung von heute?	Do you have a newspaper from today?
von(4)	Von jetzt an müssen wir sparen.	From now on, we have to save.
von(5)	Das Büro ist von 13 bis 15 Uhr geschlossen.	The office is closed from 1 to 3 PM.
voneinander(1)	Wir haben lange nichts voneinander gehört.	We haven’t heard from each other for a long time.
vor(1)	Ich bin vor einer Woche zurückgekommen.	I returned a week ago.
vor(2)	Das Auto steht vor der Tür.	The car is in front of the door.
vor(3)	Ich konnte vor Schmerzen nicht schlafen.	I couldn’t sleep because of the pain.
vor allem(1)	Grüßen Sie alle von mir, vor allem Frau Meier.	Say hello to everyone for me, especially Mrs. Meier.
voraus(1)	Gehen Sie schon voraus.	Go ahead.
voraus(2)	Ich danke Ihnen im Voraus für Ihre Mühe.	Thank you in advance for your effort.
die Voraussetzung, -en(1)	Gesunde Ernährung ist die Voraussetzung für ein langes Leben.	Healthy eating is the prerequisite for a long life.
die Voraussetzung, -en(2)	Er will die Arbeit nur unter der Voraussetzung annehmen, dass ihm die Firma eine Wohnung organisiert.	He will only accept the job on the condition that the company arranges an apartment for him.
voraussichtlich(1)	Der Zug hat voraussichtlich 20 Minuten Verspätung.	The train is expected to be 20 minutes late.
vorbei/vorbei-(1)	Die Linie 8 fährt am Krankenhaus vorbei.	Line 8 passes by the hospital.
vorbei/vorbei-(2)	Keine Sorge! Die Schmerzen sind in ein paar Minuten vorbei.	Don’t worry! The pain will be over in a few minutes.
vorbei/vorbei-(3)	Kommst du um 3 Uhr bei mir vorbei?	Will you come by my place at 3 PM?
(sich) vorbereiten, bereitet vor, bereitete vor, hat vorbereitet(1)	Am Sonntag machen wir ein kleines Fest. Ich muss noch viel dafür vorbereiten.	On Sunday we are having a small party. I still have a lot to prepare for it.
(sich) vorbereiten, bereitet vor, bereitete vor, hat vorbereitet(2)	Ich muss mich auf meine Prüfung vorbereiten.	I need to prepare for my exam.
die Vorbereitung, -en(1)	Nächste Woche beginnen wir mit der Vorbereitung für die Prüfung.	Next week we will start preparing for the exam.
vorder-(1)	In den vorderen Reihen sind noch Plätze frei.	There are still seats available in the front rows.
die Vorfahrt(1)	Achtung! Das Auto rechts hat Vorfahrt!	Attention! The car on the right has the right of way!
vorgestern(1)	Er hat mich vorgestern angerufen.	He called me the day before yesterday.
vorhaben, hat vor, hatte vor, hat vorgehabt(1)	Haben Sie morgen Abend schon etwas vor?	Do you have any plans for tomorrow evening?
vorher(1)	Ich komme mit ins Café. Vorher muss ich aber noch zur Bank.	I’ll come to the café. But first, I need to go to the bank.
vorhin(1)	Vorhin hat Heidrun angerufen. Du sollst sie zurückrufen.	Heidrun called earlier. You should call her back.
vorkommen, kommt vor, kam vor, ist vorgekommen(1)	Kein Problem. Das kann vorkommen.	No problem. That can happen.
vorläufig(1)	Ich habe noch keine Wohnung. Ich wohne vorläufig bei einem Freund.	I don’t have an apartment yet. I am temporarily staying with a friend.
vorläufig(2)	Das ist eine vorläufige Entscheidung.	This is a temporary decision.
vorlesen, liest vor, las vor, hat vorgelesen(1)	Ich lese meinen Kindern oft etwas vor.	I often read something to my children.
vorn, vorne(1)	Bitte vorn beim Fahrer einsteigen!	Please get on at the front with the driver.
vorn, vorne(2)	Zwei Kinokarten, bitte. – Wo möchten Sie sitzen, vorne oder hinten?	Two movie tickets, please. – Where would you like to sit, at the front or the back?
vorn, vorne(3)	Das war noch nicht ganz richtig. Bitte noch mal von vorne.	That wasn’t quite right yet. Please start over from the beginning.
der Vorort, -e(1)	Wir wohnen in einem Vorort von Köln.	We live in a suburb of Cologne.
vorschlagen, schlägt vor, schlug vor, hat vorgeschlagen(1)	Ich schlage vor, dass wir eine Pause machen.	I suggest that we take a break.
der Vorschlag, ¨-e(1)	Ich mache dir einen Vorschlag: Du hilfst mir beim Deutschlernen, und ich lade dich zum Essen ein.	I have a suggestion for you: You help me with German learning, and I’ll invite you to dinner.
die Vorschrift, -en(1)	Beachten Sie bitte die Vorschriften für das Benutzen der Bibliothek.	Please observe the rules for using the library.
die Vorsicht(1)	Vorsicht! Der Teller ist heiß.	Caution! The plate is hot.
vorsichtig(1)	Bitte fahr vorsichtig, die Straße ist glatt.	Please drive carefully, the road is slippery.
(sich) vorstellen, stellt vor, stellte vor, hat vorgestellt(1)	So schwierig habe ich mir die Arbeit nicht vorgestellt.	I didn’t imagine the job to be so difficult.
(sich) vorstellen, stellt vor, stellte vor, hat vorgestellt(2)	Darf ich dir meine Frau vorstellen?	May I introduce you to my wife?
(sich) vorstellen, stellt vor, stellte vor, hat vorgestellt(3)	Ich möchte mich vorstellen: Mein Name ist Schuster.	I would like to introduce myself: My name is Schuster.
die Vorstellung, -en(1)	Wann läuft der Film? – Die nächste Vorstellung ist um 15 Uhr.	When does the movie run? – The next screening is at 3 PM.
das Vorstellungsgespräch, -e(1)	Wann hast du dein Vorstellungsgespräch?	When is your job interview?
der Vorteil, -e(1)	Der Vorteil von dieser Wohnung ist, dass sie direkt im Zentrum liegt.	The advantage of this apartment is that it is located right in the center.
der Vortrag, ¨-e(1)	Ihr Vortrag war sehr interessant.	Your lecture was very interesting.
die Vorwahl, -en(1)	Wie ist die Vorwahl von Hamburg?	What is the area code for Hamburg?
vorwärts(1)	Ich kann nicht vorbei. Bitte fahr noch ein Stück vorwärts.	I can’t pass by. Please drive a little further forward.
der Vorwurf, ¨-e(1)	Eva kann nichts dafür. Mach ihr keine Vorwürfe.	Eva is not to blame. Don’t blame her.

