wahnsinnig(2)	Diese Musik gefällt mir wahnsinnig gut.	I really like this music.
wahr(1)	Was ich sage, ist wahr.	What I am saying is true.
wahr(2)	Es ist eine wahre Geschichte.	It is a true story.
wahr(3)	Es ist doch schön hier, nicht wahr?	It is nice here, isn’t it?
die Wahrheit, -en(1)	Sag mir bitte die Wahrheit. Hast du wieder geraucht?	Please tell me the truth. Did you smoke again?
während(1)	Während ich arbeite, höre ich oft Musik.	While I work, I often listen to music.
während(2)	Während der Prüfung dürfen wir unsere Handys nicht benutzen.	During the exam, we are not allowed to use our phones.
wahrscheinlich(1)	Wahrscheinlich mache ich im Herbst noch einen Deutschkurs.	I will probably take another German course in the fall.
der Wald, ¨-er(1)	Hinter unserem Haus fängt der Wald an.	The forest starts behind our house.
der Wald, ¨-er(2)	Ich gehe gern im Wald spazieren.	I like to take walks in the forest.
die Wand, ¨-e(1)	Ich stelle das Regal rechts an die Wand.	I place the shelf on the right against the wall.
die Wand, ¨-e(2)	Die Wände sind hier sehr dünn. Man hört alles.	The walls here are very thin. You can hear everything.
wandern, wandert, wanderte, ist gewandert(1)	Wir gehen oft wandern.	We often go hiking.
die Wanderung, -en(1)	Wir haben in den Ferien eine schöne Wanderung gemacht.	We went on a nice hike during the holidays.
warmen Pullover(1)	Für den Winter brauche ich einen warmen Pullover.	I need a warm sweater for the winter.
die Wärme(1)	Wärme ist gut gegen meine Schmerzen.	Heat is good for my pain.
warnen, warnt, warnte, hat gewarnt(1)	Ich warne Sie. Der Hund ist gefährlich.	I warn you. The dog is dangerous.
warten, wartet, wartete, hat gewartet(1)	Können Sie ein paar Minuten warten?	Can you wait a few minutes?
warten, wartet, wartete, hat gewartet(2)	Ich warte seit einer Stunde auf den Bus.	I have been waiting for the bus for an hour.
warum(1)	Warum besuchst du mich nicht?	Why don’t you visit me?
warum(2)	Ich weiß nicht, warum es hier so kalt ist.	I don’t know why it is so cold here.
was(1)	Was ist das?	What is that?
was(2)	Was möchten Sie?	What would you like?
was(3)	Wissen Sie, was das ist?	Do you know what that is?
was(4)	Hast du schon (et)was gegessen?	Have you eaten something yet?
was für ein-(1)	Ich will mir ein Auto kaufen. – Was denn für eins?	I want to buy a car. – What kind?
(sich) waschen, wäscht, wusch, hat gewaschen(1)	Ich habe die Bluse gerade frisch gewaschen.	I just washed the blouse.
(sich) waschen, wäscht, wusch, hat gewaschen(2)	Wo kann ich mir die Hände waschen?	Where can I wash my hands?
die Wäsche(1)	Ich muss heute noch Wäsche waschen.	I need to do the laundry today.
die Wäsche(2)	Kannst du bitte die Wäsche aufhängen?	Can you please hang up the laundry?
das Waschmittel, -(1)	Diese Bluse darfst du nicht mit jedem Waschmittel waschen.	You shouldn’t wash this blouse with any detergent.
das Wasser(1)	Kann ich bitte ein Glas Wasser haben?	May I have a glass of water, please?
das Wasser(2)	Eine Cola und zwei Wasser, bitte!	A Coke and two waters, please!
das Wasser(3)	Gibt es hier kein warmes Wasser?	Is there no hot water here?
wechseln, wechselt, wechselte, hat gewechselt(1)	Können Sie 50 Euro in Kleingeld/in Dollar wechseln?	Can you change 50 euros into small change/dollars?
wechseln, wechselt, wechselte, hat gewechselt(2)	Kannst du Reifen wechseln?	Can you change tires?
wechseln, wechselt, wechselte, hat gewechselt(3)	Ich werde den Arzt wechseln. Dieser hier ist zu teuer.	I will change doctors. This one is too expensive.
wecken, weckt, weckte, hat geweckt(1)	Können Sie mich morgen früh um sechs wecken?	Can you wake me up at six tomorrow morning?
der Wecker, -(1)	Hast du den Wecker schon gestellt?	Have you set the alarm?
weder … noch(1)	Für Urlaub haben wir weder Zeit noch Geld.	For vacation, we have neither time nor money.
der Weg, -e(1)	Dieser Weg ist sehr breit und angenehm.	This path is very wide and pleasant.
der Weg, -e(2)	Wir wohnen im/am Oberweg 10.	We live at 10 Upper Way.
der Weg, -e(3)	Können Sie mir den Weg zum Bahnhof erklären?	Can you explain the way to the train station?
weg/weg-(1)	Meine Handtasche ist weg!	My handbag is gone!
weg/weg-(2)	Den Brief darfst du nicht wegwerfen.	You must not throw away the letter.
wegen(1)	Wegen Nebels konnte unser Flugzeug nicht landen.	Due to fog, our plane could not land.
wegen(2)	Ich rufe wegen meiner Tochter an.	I am calling about my daughter.
wehtun, tut weh, tat weh, hat wehgetan(1)	Wo tut es weh?	Where does it hurt?
wehtun, tut weh, tat weh, hat wehgetan(2)	Mir tut der Rücken weh.	My back hurts.
wehtun, tut weh, tat weh, hat wehgetan(3)	Hast du dir wehgetan?	Did you hurt yourself?
weiblich(1)	Kreuzen Sie bitte an: „weiblich“ oder „männlich“.	Please check: “female” or “male”.
weich(1)	Ich möchte zum Frühstück ein weiches Ei.	I would like a soft-boiled egg for breakfast.
weich(2)	Das Bett im Hotel war mir zu weich.	The bed in the hotel was too soft for me.
(sich) weigern, weigert sich, weigerte sich, hat sich geweigert(1)	Ich weigere mich diese Arbeit zu tun.	I refuse to do this work.
weil(1)	Ich kann nicht kommen, weil ich krank bin.	I cannot come because I am sick.
der Wein, -e(1)	In diesem Restaurant gibt es sehr guten Wein.	This restaurant has very good wine.
weinen, weint, weinte, hat geweint(1)	Bitte nicht weinen. Du bekommst eine neue Puppe.	Please don’t cry. You will get a new doll.
-weise(1)	War der Test schwierig? – Teilweise.	Was the test difficult? – Partially.
-weise(2)	Das ist möglicherweise nicht so einfach.	That might not be so easy.
weit(1)	Wie weit ist es noch bis München?	How far is it to Munich?
weit(2)	Wie weit sind Sie mit der Arbeit?	How far are you with the work?
weit(3)	Die Jacke ist mir zu weit.	The jacket is too loose for me.
weiter/weiter-(1)	Ich möchte nicht stören. Bitte essen Sie ruhig weiter.	I don’t want to disturb. Please continue eating.
weiter/weiter-(2)	Haben Sie noch weitere Fragen?	Do you have any further questions?
die Weiterbildung, -en(1)	Ich möchte eine Weiterbildung machen.	I would like to do further education.
welcher, welche, welches(1)	Welcher Tag ist heute?	What day is it today?
welcher, welche, welches(2)	Welchen Kurs hast du gemacht?	Which course did you take?
die Welt(1)	Überall auf der Welt gibt es Probleme.	There are problems everywhere in the world.
die Welt(2)	Ich habe die besten Eltern der Welt.	I have the best parents in the world.
weltweit(1)	Unsere Firma produziert für den weltweiten Markt.	Our company produces for the global market.
weltweit(2)	Das wird weltweit angeboten.	That is offered worldwide.
wenden, wendet, wandte, hat gewandt(1)	Sie müssen zurückfahren, aber hier dürfen Sie nicht wenden.	You need to turn back, but you are not allowed to turn here.
wenig/wenige(1)	Essen Sie immer so wenig?	Do you always eat so little?
wenig/wenige(2)	Ich habe nur wenig geschlafen.	I slept only a little.
wenig/wenige(3)	Hier gibt es nur wenige Geschäfte.	There are only a few shops here.
wenigstens(1)	Ich habe keinen Hunger. – Ach, essen Sie wenigstens ein Stück Kuchen.	I’m not hungry. – Oh, at least eat a piece of cake.
wenn(1)	Kommst du zu der Party? - Vielleicht, wenn ich nicht arbeiten muss.	Are you coming to the party? – Maybe, if I don’t have to work.
wer(1)	Wer ist das? Kennst du die Frau?	Who is that? Do you know the woman?
wer(2)	Wer will die Prüfung machen?	Who wants to take the exam?
die Werbung, -en(1)	Ich sehe gern Werbung im Fernsehen.	I like to watch advertisements on TV.
die Werbung, -en(2)	Ich möchte keine Werbung im Briefkasten.	I don’t want any advertisements in my mailbox.
werden, wird, wurde, ist geworden(1)	Es wird kalt.	It is getting cold.
werden, wird, wurde, ist geworden(2)	Ich habe morgen Geburtstag. − Wie alt wirst du denn?	I have a birthday tomorrow. – How old will you be?
werden, wird, wurde, ist geworden(3)	Warum fährst du so schnell? Bist du verrückt geworden?!	Why are you driving so fast? Have you gone crazy?!
werden, wird, wurde, ist geworden(4)	Mein Sohn möchte Polizist werden.	My son wants to become a police officer.
werden, wird, wurde, ist geworden(5)	Wohin fahren Sie in Urlaub? – Ich glaube, wir werden dieses Jahr zu Hause bleiben.	Where are you going on vacation? – I think we will stay home this year.
werfen, wirft, warf, hat geworfen(1)	Die Kinder haben Steine ins Wasser geworfen.	The children threw stones into the water.
das Werk, -e(1)	Wir haben gestern das Werk besichtigt.	We visited the factory yesterday.
die Werkstatt, ¨-en(1)	Mein Wagen ist zurzeit in der Werkstatt.	My car is currently in the workshop.
das Werkzeug, -e(1)	Wir hatten kein Werkzeug für die Reparatur dabei.	We didn’t have any tools for the repair.
wert(1)	Das Auto ist vielleicht noch 1000 Euro wert.	The car is probably worth 1000 euros.
der Wert, -e(1)	Das Haus hat einen Wert von ca. 1 Mio. Euro.	The house is worth about 1 million euros.
der Wert, -e(2)	Es hat ja doch keinen Wert.	It actually has no value.
der Wert, -e(3)	Auf Ihr Urteil lege ich großen Wert.	I place great value on your judgment.
wertlos(1)	Diese alten Geldscheine sind heute völlig wertlos.	These old banknotes are completely worthless today.
wertvoll(1)	Ich habe einen sehr wertvollen Ring von meiner Großmutter.	I have a very valuable ring from my grandmother.
weshalb(1)	Weshalb rufst du an?	Why are you calling?
weshalb(2)	Ich bekomme Besuch, weshalb ich leider nicht zur Party gehen werde.	I’m getting visitors, which is why I’m unfortunately not going to the party.
der Wettbewerb, -e(1)	Meine Tochter hat bei einem Wettbewerb gewonnen. Sie hat das beste Bild gemalt.	My daughter won a competition. She painted the best picture.
wetten, wettet, wettete, hat gewettet(1)	Wir haben gewettet, dass sie wieder zu spät kommt.	We bet that she will be late again.
wetten, wettet, wettete, hat gewettet(2)	Wetten, dass es bald regnet?	Bet it will rain soon?
das Wetter(1)	Ich habe Radio gehört. Das Wetter soll schön werden.	I listened to the radio. The weather is supposed to be nice.
das Wetter(2)	Wir hatten im Urlaub schlechtes Wetter.	We had bad weather on vacation.
das Wetter(3)	Bei schönem Wetter könnten wir ein Picknick machen.	If the weather is nice, we could have a picnic.
der Wetterbericht, -e(1)	Hast du schon den Wetterbericht gehört?	Have you heard the weather report?
die Wettervorhersage, -n(1)	Die Wettervorhersage für morgen: trocken und sonnig.	The weather forecast for tomorrow: dry and sunny.
wichtig(1)	Die Prüfung ist sehr wichtig für mich.	The exam is very important to me.
wichtig(2)	Morgen habe ich einen wichtigen Termin.	I have an important appointment tomorrow.
widersprechen, widerspricht, widersprach, hat widersprochen(1)	Da muss ich Ihnen widersprechen.	I have to disagree with you.
widersprechen, widerspricht, widersprach, hat widersprochen(2)	Das widerspricht sich aber.	But that contradicts itself.
wie(1)	Wie heißt du?	What is your name?
wie(2)	Wie lange bist du schon hier?	How long have you been here?
wie(3)	Meine Frau ist so alt wie ich.	My wife is as old as I am.
wie(4)	Wie schreibt man das?	How do you spell that?
wie(5)	Wie bitte?	Pardon?
wie(6)	Wie gefällt dir unsere Wohnung?	How do you like our apartment?
wieder/wieder-(1)	Wann kommst du wieder?	When will you come back?
wieder/wieder-(2)	Meine Mutter war krank. Jetzt ist sie aber wieder gesund.	My mother was sick. Now she is healthy again.
wieder/wieder-(3)	Mein Bruder kommt schon wieder zu spät.	My brother is late again.
wieder/wieder-(4)	Meine Eltern sind zu Besuch gekommen. Morgen fahren sie wieder zurück.	My parents came for a visit. Tomorrow they are going back.
wiederholen, wiederholt, wiederholte, hat wiederholt(1)	Ich wiederhole: Die Nummer ist 3487.	I repeat: The number is 3487.
die Wiederholung, -en(1)	Eine Wiederholung der Prüfung ist möglich.	A retake of the exam is possible.
wiegen, wiegt, wog, hat gewogen(1)	Wie viel wiegst du?	How much do you weigh?
wiegen, wiegt, wog, hat gewogen(2)	Der Brief wiegt mehr als 20 Gramm.	The letter weighs more than 20 grams.
wild(1)	Das ist ein wilder Fluss.	That is a wild river.
wild(2)	Spielt nicht so wild!	Don’t play so roughly!
die Wiese, -n(1)	Vor unserem Haus ist eine Wiese mit Bäumen.	In front of our house is a meadow with trees.
wieso(1)	Wie lange sind Sie hier? – Wieso fragen Sie?	How long have you been here? – Why do you ask?
wie viel(e)(1)	Wie viel Geld hast du dabei?	How much money do you have with you?
wie viel(e)(2)	Wie viel ist ein Euro hier wert?	How much is one euro worth here?
wie viel(e)(3)	Wie viele Kinder haben Sie?	How many children do you have?
willkommen(1)	Herzlich willkommen in Köln.	Warm welcome to Cologne.
der Wind, -e(1)	Der Wind kommt heute von Westen.	The wind is coming from the west today.
windig(1)	Es ist heute sehr windig.	It is very windy today.
winken, winkt, winkte, hat gewinkt(1)	Alle standen auf dem Bahnsteig und winkten zum Abschied.	Everyone stood on the platform and waved goodbye.
wirken, wirkt, wirkte, hat gewirkt(1)	Die Tabletten haben nicht gewirkt.	The tablets didn’t work.
die Wirkung, -en(1)	Welche Wirkungen hat dieses Medikament? Muss ich vorsichtig sein?	What effects does this medication have? Do I need to be careful?
wirklich(1)	Du glaubst mir nicht? Es ist aber wirklich so.	You don’t believe me? But it really is so.
wirklich(2)	Im Bahnhofsrestaurant isst man wirklich sehr gut.	One eats really well in the train station restaurant.
die Wirklichkeit(1)	Das Buch beschreibt die Wirklichkeit um 1900 sehr gut.	The book describes the reality around 1900 very well.
die Wirklichkeit(2)	Man sagte mir, das Buch kostet nur 9 Euro. In Wirklichkeit kostet es 14 Euro.	I was told the book costs only 9 euros. In reality, it costs 14 euros.
der Wirt, -e(1)	Ich kenne die Wirtin von diesem Lokal.	I know the landlady of this place.
die Wirtin, -nen(1)	Sie ist sehr nett.	She is very nice.
die Wirtschaft(1)	In der Schule lernen die Kinder viel über Wirtschaft und Politik.	In school, children learn a lot about economics and politics.
wissen, weiß, wusste, hat gewusst(1)	Weißt du, wie der Hausmeister heißt?	Do you know the name of the janitor?
wissen, weiß, wusste, hat gewusst(2)	Ich habe nicht gewusst, dass Pascal verheiratet ist.	I didn’t know that Pascal is married.
wissen, weiß, wusste, hat gewusst(3)	Woher wissen Sie das?	How do you know that?
das Wissen(1)	Es hat ein großes Wissen über Pflanzen.	It has extensive knowledge about plants.
das Wissen(2)	Ich tue nichts ohne dein Wissen.	I do nothing without your knowledge.
die Wissenschaft, -en(1)	Vertreter von Kunst und Wissenschaft treffen sich heute in Berlin.	Representatives of art and science are meeting in Berlin today.
der Wissenschaftler, - (1)	Sie ist Wissenschaftlerin an der Universität.	She is a scientist at the university.
die Wissenschaftlerin, -nen(1)	Sie ist Wissenschaftlerin an der Universität.	She is a scientist at the university.
der Witz, -e(1)	Wir haben Witze erzählt und viel gelacht.	We told jokes and laughed a lot.
wo(1)	Wo waren Sie im Urlaub?	Where were you on vacation?
wo(2)	Wo wohnen Sie?	Where do you live?
wo(3)	Wo ist denn meine Uhr?	Where is my watch?
woher(1)	Woher kommst du?	Where do you come from?
woher(2)	Unsere Nachbarn ziehen nach Berlin. – Woher wissen Sie das?	Our neighbors are moving to Berlin. – How do you know that?
wohin(1)	Wohin kommt der Schrank?	Where should the wardrobe go?
wohin(2)	Wohin fährt dieser Bus?	Where does this bus go?
wohl(1)	Kann ich nach Hause gehen? Ich fühle mich nicht wohl.	Can I go home? I don’t feel well.
wohl(2)	Das wird wohl etwas länger dauern als geplant.	That will probably take a bit longer than planned.
wohnen, wohnt, wohnte, hat gewohnt(1)	Wir wohnen in einem alten Haus.	We live in an old house.
wohnen, wohnt, wohnte, hat gewohnt(2)	Ich wohne in München.	I live in Munich.
wohnen, wohnt, wohnte, hat gewohnt(3)	Wohnst du noch bei deinen Eltern?	Do you still live with your parents?
der Wohnort, -e(1)	Tragen Sie bitte Straße und Wohnort ein.	Please enter your street and residence.
der Wohnsitz, -e(1)	Er hat einen festen Wohnsitz in dieser Stadt.	He has a permanent residence in this city.
die Wohnung, -en(1)	Wir suchen eine möblierte Wohnung, möglichst im Zentrum.	We are looking for a furnished apartment, preferably in the center.
das Wohnzimmer, - (1)	Wir sitzen im Wohnzimmer und sehen fern.	We are sitting in the living room and watching TV.
die Wolke, -n(1)	Es sind viele Wolken am Himmel.	There are many clouds in the sky.
bewölkt(1)	Heute ist es stark bewölkt.	Today it is heavily overcast.
die Wolle(1)	Dieser Pullover ist aus reiner Wolle.	This sweater is made of pure wool.
wollen, will, wollte, hat gewollt(1)	Peter will Arzt werden.	Peter wants to become a doctor.
wollen, will, wollte, hat gewollt(2)	Wollen Sie einen Kaffee?	Would you like a coffee?
wollen, will, wollte, hat gewollt(3)	Meine Eltern wollten nicht mitfahren.	My parents didn’t want to come along.
wollen, will, wollte, hat gewollt(4)	Was hast du als Kind werden wollen?	What did you want to be as a child?
wollen, will, wollte, hat gewollt(5)	Tut mir leid. Ich wollte das nicht.	I’m sorry. I didn’t want to do that.
worüber(1)	Worüber lachen Sie?	What are you laughing about?
worum(1)	Kann ich Herrn Meier sprechen? – Worum geht es denn?	Can I speak to Mr. Meier? – What is it about?
das Wort, ¨-er(1)	Ich kenne diese beiden Wörter nicht.	I don’t know these two words.
das Wort, -e(2)	Sie hat mit wenigen Worten viel gesagt.	She said a lot in a few words.
das Wörterbuch, ¨-er(1)	Ich muss das Wort im Wörterbuch nachschlagen.	I need to look up the word in the dictionary.
die Wunde, -n(1)	Die Wunde müssen wir sofort verbinden.	We need to bandage the wound immediately.
das Wunder, - (1)	Ich bin mit dem Fahrrad gestürzt. Es war ein Wunder, dass nichts Schlimmes passiert ist.	I fell off my bike. It was a miracle that nothing serious happened.
das Wunder, - (2)	Du isst zu viel Schokolade. Kein Wunder, dass die Hose nicht mehr passt.	You eat too much chocolate. No wonder the pants no longer fit.
wunderbar(1)	Im ganzen Urlaub hatten wir wunderbares Wetter.	We had wonderful weather throughout the vacation.
wunderbar(2)	Diese Schokolade schmeckt wunderbar.	This chocolate tastes wonderful.
wunderschön(1)	Wir haben einen Ausflug gemacht. Es war wunderschön.	We went on a trip. It was beautiful.
wunderschön(2)	Ich habe mir ein wunderschönes Kleid gekauft.	I bought a beautiful dress.
sich wundern, wundert sich, wunderte sich, hat sich gewundert(1)	Es hat mich gewundert, dass das Essen hier so günstig ist.	I was surprised that the food here is so cheap.
sich wundern, wundert sich, wunderte sich, hat sich gewundert(2)	Ich wundere mich, dass du schon so früh aus der Schule kommst. Was ist los?	I am surprised that you are already out of school so early. What’s wrong?
(sich) wünschen, wünscht, wünschte, hat gewünscht(1)	Ich wünsche Ihnen alles Gute.	I wish you all the best.
(sich) wünschen, wünscht, wünschte, hat gewünscht(2)	Was wünschst du dir zum Geburtstag?	What do you wish for your birthday?
(sich) wünschen, wünscht, wünschte, hat gewünscht(3)	Wünsch mir Glück!	Wish me luck!
der Wunsch, ¨-e(1)	Haben Sie sonst noch einen Wunsch?	Do you have any other wish?
der Wunsch, ¨-e(2)	Mit den besten Wünschen für Sie und Ihre Familie.	Best wishes for you and your family.
die Wurst, ¨-e(1)	Diese Wurst ist mir zu fett.	This sausage is too fatty for me.
wütend(1)	Warum bist du so wütend?	Why are you so angry?

