german word	german sentence	english translation
laufen, läuft, lief, ist gelaufen(5)	Wie geht’s beruflich? – Danke, das Geschäft läuft gut.	How is your career? – Thank you, the business is doing well.
das Laufwerk, -e(1)	Für meinen Computer habe ich mir ein neues Laufwerk gekauft.	I bought a new drive for my computer.
die Laune, -n(1)	Heute geht es mir besser, aber gestern hatte ich richtig schlechte Laune.	I’m feeling better today, but yesterday I was really in a bad mood.
laut(1)	Lass uns gehen. Hier ist es mir zu laut.	Let’s leave. It’s too loud here.
laut(2)	Können Sie bitte etwas lauter sprechen?	Could you please speak a bit louder?
laut(3)	Laut Wetterbericht gibt es morgen Regen.	According to the weather report, it will rain tomorrow.
der Lautsprecher, - (1)	Bitte achten Sie auch auf die Lautsprecher-Ansagen am Bahnhof.	Please pay attention to the announcements over the loudspeakers at the station.
lecker(1)	Das Essen war sehr lecker.	The food was very tasty.
leben, lebt, lebte, hat gelebt(1)	Leben Ihre Großeltern noch?	Are your grandparents still alive?
leben, lebt, lebte, hat gelebt(2)	Herr Müller hat lange im Ausland gelebt.	Mr. Müller lived abroad for a long time.
leben, lebt, lebte, hat gelebt(3)	Von der Rente allein kann meine Tante nicht leben.	My aunt cannot live on her pension alone.
leben, lebt, lebte, hat gelebt(4)	Ich lebe noch bei meinen Eltern.	I still live with my parents.
das Leben(1)	Ich habe mich an das Leben auf dem Land gewöhnt.	I’ve gotten used to life in the countryside.
das Leben(2)	Hier ist das Leben teuer.	Life here is expensive.
der Lebenslauf, ¨-e(1)	Hast du den Lebenslauf für die Bewerbung schon geschrieben?	Have you already written the resume for the application?
die Lebensmittel (Pl.)(1)	Lebensmittel werden immer teurer.	Groceries are getting more and more expensive.
die Lebensmittel (Pl.)(2)	Meine Lebensmittel kaufe ich im Supermarkt.	I buy my groceries at the supermarket.
das Leder(1)	Ist die Tasche aus Leder?	Is the bag made of leather?
ledig(1)	Wie ist Ihr Familienstand? – Ledig.	What is your marital status? – Single.
leer(1)	Das Restaurant war fast leer.	The restaurant was almost empty.
leer(2)	Die Kanne ist fast leer. Ich mache uns neuen Tee.	The pot is almost empty. I’ll make us new tea.
legen, legt, legte, hat gelegt(1)	Ich habe Ihnen die Briefe auf den Schreibtisch gelegt.	I put the letters on your desk.
legen, legt, legte, hat gelegt(2)	Legen Sie die Zeitungen bitte dort ins Regal.	Please put the newspapers on the shelf there.
die Lehre(1)	Mein Cousin will eine dreijährige Lehre machen.	My cousin wants to do a three-year apprenticeship.
die Lehrstelle, -n(1)	Es sind noch viele Lehrstellen frei.	There are still many apprenticeships available.
der Lehrer, - (1)	Die Lehrerin hat heute viele Hausaufgaben gegeben.	The teacher gave many homework assignments today.
der Lehrling, -e(1)	Als Lehrling verdient man nicht sehr viel Geld.	As an apprentice, you don’t earn very much money.
leicht(1)	Der Koffer ist ganz leicht. Ich kann ihn allein tragen.	The suitcase is very light. I can carry it alone.
leicht(2)	Es ist nicht leicht, bei diesem Arzt einen Termin zu bekommen.	It is not easy to get an appointment with this doctor.
leid tun, tut leid, tat leid, hat leidgetan(1)	Die Frau tut mir leid.	I feel sorry for the woman.
leid tun, tut leid, tat leid, hat leidgetan(2)	Wie komme ich zum Bahnhof? - Tut mir leid, das weiß ich nicht.	How do I get to the train station? - I’m sorry, I don’t know.
leid tun, tut leid, tat leid, hat leidgetan(3)	Es tut mir leid, dass ich Ihnen nicht helfen kann.	I’m sorry that I can’t help you.
leiden, leidet, litt, hat gelitten(1)	Er leidet an einer schweren Krankheit.	He suffers from a serious illness.
leiden, leidet, litt, hat gelitten(2)	Sie leidet sehr unter den Verhältnissen.	She suffers greatly from the conditions.
leider(1)	Da kann ich Ihnen leider nicht helfen.	Unfortunately, I can’t help you with that.
leider(2)	Hast du schon eine Antwort auf deinen Brief? – Leider nicht.	Have you received a reply to your letter? – Unfortunately not.
leider(3)	Leider kann ich nicht kommen. Ich muss zum Arzt.	Unfortunately, I can’t come. I have to go to the doctor.
leihen, leiht, lieh, hat geliehen(1)	Ich habe mir von meinem Bruder 50 Euro geliehen.	I borrowed 50 euros from my brother.
leihen, leiht, lieh, hat geliehen(2)	Ich kann dir mein Fahrrad leihen.	I can lend you my bicycle.
leihen, leiht, lieh, hat geliehen(3)	Sie können das Buch in der Bibliothek ausleihen.	You can borrow the book from the library.
leise(1)	Seid leise. Die anderen schlafen schon.	Be quiet. The others are already sleeping.
leise(2)	Könntest du das Radio bitte etwas leiser stellen?	Could you please turn the radio down a bit?
leisten, leistet, leistete, hat geleistet(1)	So ein teures Auto kann ich mir leider nicht leisten.	Unfortunately, I can’t afford such an expensive car.
leisten, leistet, leistete, hat geleistet(2)	Bei einem Unfall muss jeder Erste Hilfe leisten.	In an accident, everyone must provide first aid.
die Leistung, -en(1)	Meine Leistungen in der Schule sind ganz gut.	My performance in school is quite good.
leiten, leitet, leitete, hat geleitet(1)	Wer leitet den Kurs?	Who is leading the course?
leiten, leitet, leitete, hat geleitet(2)	Wie heißt die Leiterin der Schule?	What is the name of the headmistress of the school?
die Leitung, -en(1)	Ab 1. Juli übernimmt Herr Meier die Leitung der Abteilung.	Starting July 1st, Mr. Meier will take over the management of the department.
die Leitung, -en(2)	Tut mir leid, alle Leitungen sind besetzt.	Sorry, all lines are busy.
die Leitung, -en(3)	Wir müssen eine neue Leitung legen lassen.	We need to have a new line installed.
die Leiter, -n(1)	Haben Sie eine Leiter für mich? Ich will die Fenster putzen.	Do you have a ladder for me? I want to clean the windows.
lernen, lernt, lernte, hat gelernt(1)	Wie lange lernen Sie schon Deutsch?	How long have you been learning German?
der Lerner, - (1)	Sie ist eine fleißige Lernerin.	She is a diligent learner.
die Lernerin, -nen(1)	Sie ist eine fleißige Lernerin.	She is a diligent learner.
lesen, liest, las, hat gelesen(1)	Ich habe gelesen, dass es ab heute Sonderangebote gibt.	I read that there are special offers starting today.
lesen, liest, las, hat gelesen(2)	Deine Schrift kann ich nicht gut lesen.	I can’t read your handwriting well.
lesen, liest, las, hat gelesen(3)	In der Schule lesen wir ein Buch von Goethe.	In school, we are reading a book by Goethe.
der Leser, - (1)	Die Leserinnen und Leser sind mit der Zeitung zufrieden.	The readers are satisfied with the newspaper.
der Leser, - (2)	Ich werde einen Leserbrief schreiben.	I will write a letter to the editor.
letzt- (1)	Was hast du letzte Woche gemacht?	What did you do last week?
letzt- (2)	Ich wohne im letzten Haus auf der rechten Seite.	I live in the last house on the right side.
letzt- (3)	Wann haben Sie Ihre Familie das letzte Mal gesehen?	When did you last see your family?
die Leute (Pl.)(1)	Auf der Party waren viele Leute.	There were many people at the party.
das Lexikon, -Lexika(1)	Wir könnten im Lexikon nachsehen.	We could look it up in the encyclopedia.
das Licht, -er(1)	Kannst du bitte Licht machen? Ich kann so nichts sehen.	Can you turn on the light, please? I can’t see anything.
das Licht, -er(2)	Es ist so dunkel. Wo macht man hier das Licht an?	It’s so dark. Where do you turn on the light here?
lieben, liebt, liebte, hat geliebt(1)	Ich liebe meine Familie.	I love my family.
lieben, liebt, liebte, hat geliebt(2)	Meine Frau liebt ihren Beruf.	My wife loves her job.
lieben, liebt, liebte, hat geliebt(3)	Wir sind schon lange verheiratet, aber wir lieben uns immer noch.	We’ve been married for a long time, but we still love each other.
lieb(1)	Die Kinder waren heute sehr lieb.	The children were very sweet today.
lieb(2)	Vielen Dank für deine Hilfe. Das ist sehr lieb von dir.	Thank you very much for your help. That is very kind of you.
lieb(3)	Liebe Frau Meier!	Dear Mrs. Meier!
die Liebe(1)	Wir haben aus Liebe geheiratet.	We married out of love.
die Liebe(2)	Für mich ist das Wichtigste die Liebe zu meiner Familie und zu meinen Kindern.	For me, the most important thing is the love for my family and children.
die Liebe(3)	Die Kinder haben die Geschenke mit viel Liebe gemacht.	The children made the gifts with a lot of love.
Lieblings- (1)	Mein Lieblingsessen ist Pizza.	My favorite food is pizza.
das Lied, -er(1)	Zu deinem Geburtstag singen wir dir ein Lied.	We will sing a song for your birthday.
liefern, liefert, lieferte, hat geliefert(1)	Wir liefern Ihnen das Regal direkt ins Haus.	We will deliver the shelf directly to your house.
die Lieferung, -en(1)	Sie bezahlen erst bei der Lieferung.	You pay only upon delivery.
liegen, liegt, lag, hat/ist gelegen(1)	Der Brief liegt schon auf Ihrem Schreibtisch.	The letter is already on your desk.
liegen, liegt, lag, hat/ist gelegen(2)	Judith liegt noch im Bett.	Judith is still in bed.
liegen, liegt, lag, hat/ist gelegen(3)	Er liegt schon seit drei Wochen im Krankenhaus.	He has been in the hospital for three weeks already.
liegen, liegt, lag, hat/ist gelegen(4)	Frankfurt liegt am Main.	Frankfurt is on the Main River.
liegen, liegt, lag, hat/ist gelegen(5)	In den Bergen liegt schon Schnee.	There is already snow in the mountains.
der Lift, -e (1)	Im Büro ist leider der Lift kaputt.	Unfortunately, the elevator is broken in the office.
die Limonade, -n(1)	Die Limonade ist sehr süß.	The lemonade is very sweet.
die Linie, -n(1)	Zum Hauptbahnhof können Sie mit der Linie 8 fahren.	You can take Line 8 to the main train station.
links(1)	An der Kreuzung müssen Sie nach links abbiegen.	At the intersection, you need to turn left.
links(2)	Gehen Sie die nächste Straße links.	Take the next street on the left.
link- (1)	Er hat sich das linke Bein gebrochen.	He broke his left leg.
link- (2)	Das Haus ist auf der linken Seite.	The house is on the left side.
die Lippe, -n(1)	Es ist sehr kalt. Meine Lippen sind ganz trocken.	It’s very cold. My lips are very dry.
die Liste, -n(1)	Was brauchen wir für die Party? – Mach doch eine Einkaufsliste.	What do we need for the party? – Make a shopping list.
die Literatur(1)	Ich interessiere mich für Literatur.	I’m interested in literature.
loben, lobt, lobte, hat gelobt(1)	Ich habe alle Hausaufgaben gemacht. Der Lehrer hat mich heute gelobt.	I did all the homework. The teacher praised me today.
das Loch, ¨-er(1)	Ich habe ein Loch im Zahn. Ich muss zum Zahnarzt.	I have a cavity in my tooth. I need to see the dentist.
das Loch, ¨-er(2)	Deine Hose hat ein Loch. – Ich weiß, sie ist schon alt.	Your pants have a hole. – I know, they are already old.
locker(1)	Lassen Sie bitte die Arme ganz locker und atmen Sie tief ein.	Please keep your arms relaxed and breathe deeply.
der Löffel, - (1)	Bitte, bringen Sie mir einen Löffel.	Please bring me a spoon.
der Lohn, ¨-e(1)	Sie bekommen Ihren Lohn immer am Ende des Monats.	You receive your salary at the end of each month.
der Lohn, ¨-e(2)	Die Löhne sind hier sehr niedrig.	The wages are very low here.
sich lohnen, lohnt sich, lohnte sich, hat sich gelohnt(1)	Für drei Tage zu meinen Eltern fahren lohnt sich nicht. Es ist zu weit.	It’s not worth going to my parents’ place for three days. It’s too far.
das Lokal, -e(1)	Gibt es hier in der Nähe ein gemütliches Lokal?	Is there a cozy restaurant nearby?
los/los- (1)	Los! Beeilt euch!	Go! Hurry up!
los/los- (2)	Gibt es ein Problem? Was ist denn los?	Is there a problem? What’s going on?
los/los- (3)	Achtung – fertig – los!	Ready – set – go!
losfahren, fährt los, fuhr los, ist losgefahren(1)	Wir fahren um 8 Uhr los. Sei bitte pünktlich.	We’ll leave at 8 o’clock. Please be punctual.
löschen, löscht, löschte, hat gelöscht(1)	Du kannst die Datei löschen. Ich brauche sie nicht mehr.	You can delete the file. I don’t need it anymore.
löschen, löscht, löschte, hat gelöscht(2)	Das Feuer wurde schnell gelöscht.	The fire was quickly extinguished.
lösen, löst, löste, hat gelöst(1)	Wir müssen dieses Problem lösen.	We need to solve this problem.
lösen, löst, löste, hat gelöst(2)	Sie können die Fahrkarten auch am Automaten lösen.	You can also buy the tickets from the machine.
die Lösung, -en(1)	Wir fahren alle zusammen mit dem Zug. Das ist die beste Lösung.	We’re all taking the train together. That’s the best solution.
die Lösung, -en(2)	Die Aufgabe ist nicht schwer. Die Lösung ist ganz einfach.	The task is not difficult. The solution is very simple.
die Luft(1)	Oh, hier ist aber schlechte Luft.	Oh, the air is bad here.
die Luft(2)	Die Seeluft tut mir gut.	The sea air does me good.
die Luft(3)	Bitte mach das Fenster auf. Ich brauche frische Luft.	Please open the window. I need fresh air.
lügen, lügt, log, hat gelogen(1)	Du sollst nicht lügen.	You should not lie.
lügen, lügt, log, hat gelogen(2)	Glaube nicht alles, was man dir sagt. Es ist oft gelogen.	Don’t believe everything you’re told. It’s often a lie.
die Lüge, -n(1)	Das ist eine Lüge!	That’s a lie!
die Lust(1)	Ich habe keine Lust zu grillen.	I don’t feel like grilling.
die Lust(2)	Hast du Lust auf einen Tee?	Would you like some tea?
lustig(1)	Ich habe einen lustigen Film gesehen.	I saw a funny movie.
lustig(2)	Mir ist heute etwas Lustiges passiert.	Something funny happened to me today.

