german word	german sentence	english translation
klug(1)	Ich halte sie für klug.	I consider her smart.
klug(2)	Er hat sich in der Diskussion nicht besonders klug verhalten.	He didn’t behave very smartly in the discussion.
klug(3)	Das ist ein kluger Hund.	That is a smart dog.
klären, klärt, klärte, hat geklärt(1)	Ich hoffe, wir können dieses Problem bald klären.	I hope we can resolve this problem soon.
klasse(1)	Ich finde unseren Lehrer klasse.	I think our teacher is great.
die Klasse, -n(1)	In der Klasse sind 24 Schülerinnen und Schüler.	There are 24 students in the class.
die Klasse(2)	Im Herbst komme ich in die 7. Klasse.	In the fall, I will enter the 7th grade.
die Klasse(3)	Einmal nach Frankfurt, 1. Klasse, bitte.	A one-way ticket to Frankfurt, first class, please.
die Klassenarbeit, -en (D)(1)	Mein Sohn schreibt bei Klassenarbeiten immer gute Noten.	My son always gets good grades on tests.
knapp(1)	Mach schnell. Die Zeit ist knapp.	Hurry up. Time is tight.
knapp(2)	Unser Geld wird knapp. Wir müssen sparen.	Our money is running out. We need to save.
knapp(3)	Die Fahrt war kurz. Nur knapp eine Stunde.	The trip was short. Just under an hour.
knapp(4)	Die Wohnung hat nur knapp 30 m².	The apartment is only just under 30 m².
knapp(5)	Der Tisch hat nur knapp 50 Euro gekostet.	The table cost just under 50 euros.
das Klavier, -e(1)	Meine Tochter möchte Klavier spielen lernen.	My daughter wants to learn to play the piano.
kleben, klebt, klebte, hat geklebt(1)	Die Briefmarke klebt nicht mehr.	The postage stamp doesn’t stick anymore.
kleben, klebt, klebte, hat geklebt(2)	Ich klebe Ihnen ein Pflaster darauf.	I’m putting a bandage on it for you.
das Kleid, -er(1)	Ich habe mir ein neues Kleid gekauft.	I bought a new dress.
die Kleidung(1)	Hier brauchen Sie auch im Sommer warme Kleidung.	Here, you need warm clothing even in summer.
klein(1)	Unsere Wohnung ist klein.	Our apartment is small.
klein(2)	Unser Kind ist noch klein.	Our child is still small.
klein(3)	Wir machen am Sonntag einen kleinen Ausflug.	We’re going on a small trip on Sunday.
die Kneipe, -n (D)(1)	Gehen wir noch in eine Kneipe ein Bier trinken?	Shall we go to a pub to have a beer?
das Knie, - (1)	Ich habe mich am Knie verletzt. Jetzt kann ich nicht laufen.	I injured my knee. Now I can’t walk.
der Knochen, - (1)	Ich bin hingefallen. Jetzt tun mir alle Knochen weh.	I fell down. Now all my bones hurt.
der Knödel, - (D, A) → D: Kloß(1)	Möchten Sie zum Fleisch Erdäpfel oder Knödel? – Knödel bitte.	Would you like potatoes or dumplings with the meat? – Dumplings, please.
der Knopf, ¨-e(1)	An meiner Jacke fehlt ein Knopf.	My jacket is missing a button.
der Knopf, ¨-e(2)	Der Fahrstuhl kommt nicht. – Sie müssen auf den Knopf drücken.	The elevator isn’t coming. – You need to press the button.
klettern, klettert, kletterte, ist geklettert(1)	Die Kinder sind auf den Baum geklettert.	The children climbed the tree.
klicken, klickt, klickte, hat geklickt(1)	Wenn du die Datei öffnen willst, musst du mit der Maus zweimal klicken.	If you want to open the file, you need to double-click with the mouse.
klicken, klickt, klickte, hat geklickt(2)	Um das Wort zu markieren, genügt ein Doppelklick mit der linken Maustaste.	To highlight the word, a double-click with the left mouse button is sufficient.
der Klick, -s(1)	Um das Wort zu markieren, genügt ein Doppelklick mit der linken Maustaste.	To highlight the word, a double-click with the left mouse button is sufficient.
das Klima(1)	Alle sagen, dass sich das Klima ändert.	Everyone says that the climate is changing.
die Klimaanlage, -n(1)	Im Sommer brauchen wir eine Klimaanlage.	We need an air conditioner in the summer.
kochen, kocht, kochte, hat gekocht(1)	Ich koche gern.	I like to cook.
kochen, kocht, kochte, hat gekocht(2)	Das Wasser kocht.	The water is boiling.
kochen, kocht, kochte, hat gekocht(3)	Der Reis muss etwa 20 Minuten kochen.	The rice needs to cook for about 20 minutes.
der Koch, ¨-e(1)	Ein Freund von mir ist Koch in einem teuren Restaurant.	A friend of mine is a chef in an expensive restaurant.
die Köchin, -nen(1)	Eine Freundin von mir ist Köchin in einem teuren Restaurant.	A friend of mine is a female chef in an expensive restaurant.
der Koffer, - (1)	Ich habe den Koffer schon gepackt.	I have already packed the suitcase.
der Kollege, -n(1)	Ich habe guten Kontakt zu meinen Kollegen.	I have good contact with my colleagues.
der Kollege, -n(2)	Mein neuer Kollege ist sehr nett.	My new colleague is very nice.
die Kollegin, -nen(1)	Mein neuer Kollege ist sehr nett.	My new colleague is very nice.
komisch(1)	Das Essen schmeckt komisch. Probier mal.	The food tastes weird. Try it.
komisch(2)	Der Film war sehr komisch. Wir haben viel gelacht.	The movie was very funny. We laughed a lot.
komisch(3)	Eine grüne Hose und gelbe Schuhe? Das sieht komisch aus.	Green pants and yellow shoes? That looks weird.
kommen, kommt, kam, ist gekommen(1)	Woher kommen Sie? – Aus Frankreich.	Where are you from? – From France.
kommen, kommt, kam, ist gekommen(2)	Wir gehen heute Abend ins Konzert. Kommen Sie auch?	We’re going to the concert this evening. Are you coming too?
kommen, kommt, kam, ist gekommen(3)	Kommen Sie doch mal wieder zu uns.	Do come and visit us again.
kommen, kommt, kam, ist gekommen(4)	Wenn Sie mal nach Köln kommen, besuchen Sie uns.	If you come to Cologne, visit us.
kommen, kommt, kam, ist gekommen(5)	Steffi kommt im Herbst in die Schule.	Steffi will start school in the fall.
kommen, kommt, kam, ist gekommen(6)	Die Straßenbahn muss gleich kommen.	The tram should be arriving soon.
kommen, kommt, kam, ist gekommen(7)	Wer kommt als Nächster dran?	Who is next?
kommen, kommt, kam, ist gekommen(8)	Die Handtücher kommen in den Schrank.	The towels go in the cupboard.
kommen, kommt, kam, ist gekommen(9)	Wie sind Sie denn auf diese Idee gekommen?	How did you come up with this idea?
die Kommunikation(1)	Die Kommunikation zwischen den Abteilungen ist gut.	The communication between departments is good.
komplett(1)	Ich habe den Termin komplett vergessen.	I completely forgot the appointment.
komplett(2)	Die Wohnung ist jetzt komplett eingerichtet.	The apartment is now fully furnished.
kompliziert(1)	Er schreibt viel zu kompliziert.	He writes way too complicatedly.
der Kompromiss, -e(1)	Alle wollen etwas anderes. Wir müssen einen Kompromiss finden.	Everyone wants something different. We need to find a compromise.
die Konferenz, -en(1)	Die Konferenz findet in Raum 19 statt.	The conference is taking place in Room 19.
die Konfitüre, -n (CH)(1)	Bring bitte noch ein Glas Konfitüre mit.	Please bring another jar of jam.
der Konflikt, -e(1)	Das ist ein alter Konflikt.	That’s an old conflict.
der Konflikt, -e(2)	Ich habe einen Konflikt mit meinen Eltern.	I have a conflict with my parents.
der König, -e(1)	Der spanische König ist in Deutschland zu Besuch.	The Spanish king is visiting Germany.
die Konkurrenz(1)	Die Reparatur ist mir hier zu teuer. Bei der Konkurrenz bekomme ich sie für die Hälfte.	The repair is too expensive here. With the competition, I can get it for half the price.
die Konkurrenz(2)	Es ist schwer, ein Geschäft aufzumachen. Die Konkurrenz ist groß.	It’s hard to start a business. The competition is fierce.
das Konsulat, -e(1)	Ein Visum bekommst du auch im Konsulat.	You can also get a visa at the consulate.
konsumieren, konsumiert, konsumierte, hat konsumiert(1)	Die Europäer haben im letzten Jahr mehr Fleisch konsumiert.	Europeans consumed more meat last year.
konsumieren, konsumiert, konsumierte, hat konsumiert(2)	Der Konsum von Lebensmitteln steigt.	The consumption of food is rising.
der Kontakt, -e(1)	Ich habe wenig Kontakt zu meinen Kollegen.	I have little contact with my colleagues.
das Konto, Konten(1)	Ich möchte ein Konto eröffnen.	I want to open an account.
das Konto, Konten(2)	Das Geld überweisen wir am 1. März auf Ihr Konto.	We’ll transfer the money to your account on March 1st.
das Girokonto, -en(1)	Mein Girokonto kostet gar nichts.	My checking account is free of charge.
kontrollieren, kontrolliert, kontrollierte, hat kontrolliert(1)	Beim Auto müssen Sie regelmäßig das Öl kontrollieren.	You need to regularly check the oil in the car.
kontrollieren, kontrolliert, kontrollierte, hat kontrolliert(2)	Können Sie bitte meinen Brief korrigieren?	Could you please correct my letter?
die Kontrolle, -n(1)	An den Grenzen gibt es kaum noch Kontrollen.	There are hardly any checks at the borders.
die Kontrolle, -n(2)	Fahrkartenkontrolle! Bitte Ihre Fahrkarten!	Ticket inspection! Please show your tickets!
sich konzentrieren, konzentriert sich, konzentrierte sich, hat sich konzentriert(1)	Bitte stör mich jetzt nicht. Ich muss mich auf meine Arbeit konzentrieren.	Please don’t disturb me now. I need to concentrate on my work.
das Konzert, -e(1)	Für das Konzert am Sonntag gibt es noch Karten.	There are still tickets available for the concert on Sunday.
der Kopf, ¨-e(1)	Ich habe Kopfschmerzen.	I have a headache.
der Kopf, ¨-e(2)	Michael kann gut im Kopf rechnen.	Michael can do mental arithmetic well.
kopieren(1)	Kann ich mir diesen Artikel kopieren?	Can I copy this article?
kopieren(2)	Ich kopiere dir die Datei auf die Speicherkarte.	I’ll copy the file onto the memory card.
kopieren(3)	Ich kann dir die CD kopieren.	I can copy the CD for you.
die Kopie, -n(1)	Machst du mir bitte eine Kopie?	Can you make a copy for me?
der Kopierer, - (1)	Der Kopierer ist schon wieder kaputt.	The copier is broken again.
der Körper, - (1)	Der Arzt sagt, ich muss etwas für meinen Körper tun, z. B. schwimmen oder Fahrrad fahren.	The doctor says I need to do something for my body, like swimming or biking.
der Körper, - (2)	Körperliche Arbeit macht mir nichts aus.	Physical work doesn’t bother me.
korrekt(1)	Ich habe die Rechnung geprüft. Alles ist korrekt.	I checked the invoice. Everything is correct.
der Korridor, -e (D, CH) → Gang; D: Flur(1)	Wir warten draußen im Korridor.	We’re waiting outside in the corridor.
korrigieren, korrigiert, korrigierte, hat korrigiert(1)	Können Sie bitte meinen Brief korrigieren?	Could you please correct my letter?
korrigieren, korrigiert, korrigierte, hat korrigiert(2)	Der Lehrer hat meine Fehler korrigiert.	The teacher corrected my mistakes.
kosten, kostet, kostete, hat gekostet(1)	Wie viel kostet das T-Shirt? – 15 Euro.	How much does the T-shirt cost? – 15 euros.
kosten, kostet, kostete, hat gekostet(2)	Eine Wohnung zu finden, kostet viel Zeit.	Finding an apartment costs a lot of time.
die Kosten (Pl.)(1)	Die Kosten für die Reise bekomme ich von der Firma.	I will get the travel costs reimbursed by the company.
kostenlos(1)	Diese Zeitschrift kostet nichts. Sie ist kostenlos.	This magazine is free. It costs nothing.
das Kostüm, -e(1)	In dem Film tragen die Leute bunte Kostüme.	In the movie, people wear colorful costumes.
die Kraft, ¨-e(1)	Für diese Arbeit braucht man viel Kraft.	This job requires a lot of strength.
kräftig(1)	Der Mann ist kräftig. Er macht viel Sport und isst viel.	The man is strong. He does a lot of sports and eats a lot.
kräftig(2)	Die Suppe musst du kräftig würzen.	You need to season the soup well.
das Kraftfahrzeug, -e(1)	Auf dieser Straße sind Kraftfahrzeuge nicht erlaubt.	Motor vehicles are not allowed on this road.
das Kraftwerk, -e(1)	Die Menschen protestieren gegen das Kraftwerk.	People are protesting against the power plant.
krank(1)	Ich war zwei Wochen krank.	I was sick for two weeks.
krank(2)	Ich muss mich um meine kranke Großmutter kümmern.	I need to take care of my sick grandmother.
der Kranke, -n(1)	Kranke brauchen viel Ruhe.	Sick people need a lot of rest.
die Kranke, -n(1)	Ich habe eine Kranke in der Familie.	I have a sick person in the family.
das Krankenhaus, ¨-er(1)	Er hat sich verletzt und musste ins Krankenhaus.	He got injured and had to go to the hospital.
die Krankenkasse, -n(1)	Die Krankenkasse bezahlt die Medikamente.	The health insurance covers the medication.
der Krankenpfleger, - (1)	Mein Bruder arbeitet als Krankenpfleger im Krankenhaus.	My brother works as a nurse in the hospital.
die Krankenschwester, -n(1)	Meine Cousine möchte gern Krankenschwester werden.	My cousin would like to become a nurse.
der Krankenwagen, - (1)	Wir mussten einen Krankenwagen rufen.	We had to call an ambulance.
die Krankheit, -en(1)	Gegen welche Krankheiten sollte ich mich impfen lassen?	Which diseases should I get vaccinated against?
die Krankheit, -en(2)	Was für eine Krankheit hat Herr Brandner?	What kind of illness does Mr. Brandner have?
kreativ(1)	Die Kinder sind beim Basteln sehr kreativ.	The children are very creative when crafting.
kreativ(2)	Wir brauchen eine kreative Lösung für dieses Problem.	We need a creative solution to this problem.
der Kredit, -e(1)	Ich habe den Wagen auf Kredit gekauft.	I bought the car on credit.
der Kredit, -e(2)	Wir haben von der Bank einen Kredit bekommen.	We received a loan from the bank.
die Kreditkarte, -n(1)	Kann ich mit Kreditkarte zahlen?	Can I pay by credit card?
der Kreis, -e(1)	Die Kinder sitzen im Kindergarten im Kreis.	The children are sitting in a circle in the kindergarten.
der Kreis, -e(2)	Bitte malt jetzt alle einen Kreis in euer Heft.	Please draw a circle in your notebook now.
der Kreis, -e(3)	Unser Ort gehört zum Kreis Neuss.	Our town belongs to the Neuss district.
das Kreuz, -e(1)	Was bedeutet dieses Kreuz hier?	What does this cross mean here?
die Kreuzung, -en(1)	Fahren Sie an der nächsten Kreuzung rechts.	Turn right at the next intersection.
der Krieg, -e(1)	Es herrscht noch immer Krieg in diesem Land.	There is still war in this country.
der Krieg, -e(2)	Der Lehrer spricht über den Zweiten Weltkrieg.	The teacher talks about World War II.
kriegen, kriegt, kriegte, hat gekriegt(1)	Haben Sie meinen Brief gekriegt?	Did you receive my letter?
kriegen, kriegt, kriegte, hat gekriegt(2)	Was kriegen Sie? – Ein Schwarzbrot, bitte.	What would you like? – A rye bread, please.
Kriminal- die Kriminalpolizei(1)	Ein Nachbar von uns arbeitet bei der Kriminalpolizei.	A neighbor of ours works in the criminal police.
der Krimi, -s(1)	Heute Abend kommt ein spannender Krimi im Fernsehen.	An exciting crime drama is on TV tonight.
die Krise, -n(1)	Die Wirtschaft steckt in einer schweren Krise.	The economy is in a severe crisis.
kritisieren, kritisiert, kritisierte, hat kritisiert(1)	Kritisiere mich nicht so oft.	Don’t criticize me so often.
kritisieren, kritisiert, kritisierte, hat kritisiert(2)	Der Lehrer hat meine Fehler kritisiert.	The teacher criticized my mistakes.
die Kritik, -en(1)	Es gibt viel Kritik an der Politik der Regierung.	There is a lot of criticism of the government’s policy.
die Kritik, -en(2)	Dieser Film hat sehr gute Kritiken bekommen.	This film has received very good reviews.
kritisch(1)	Es gab eine Diskussion über die Lebensmittelpreise. Ein Journalist hat kritische Fragen gestellt.	There was a discussion about food prices. A journalist asked critical questions.
die Küche, -n(1)	Ich suche eine Wohnung mit drei Zimmern, Küche und Bad.	I’m looking for an apartment with three rooms, a kitchen, and a bathroom.
die Küche, -n(2)	Ich mag die deutsche Küche.	I like German cuisine.
der Kuchen, - (1)	Ich habe einen Kuchen gebacken.	I baked a cake.
der Kugelschreiber, - (1)	Mein Kugelschreiber ist weg.	My ballpoint pen is missing.
der Kuli, -s(1)	Hast du einen Kuli für mich?	Do you have a pen for me?
kühl(1)	Es ist kühl draußen. Zieh dir eine Jacke an.	It’s cool outside. Put on a jacket.
der Kühlschrank, ¨-e(1)	Stell die Milch in den Kühlschrank!	Put the milk in the fridge!
die Kultur, -en(1)	Ich interessiere mich für andere Länder und Kulturen.	I’m interested in other countries and cultures.
kulturell(1)	Es gibt große kulturelle Unterschiede zwischen den Ländern.	There are large cultural differences between countries.
küssen, küsst, küsste, hat geküsst(1)	Er nahm sie in die Arme und küsste sie.	He took her in his arms and kissed her.
küssen, küsst, küsste, hat geküsst(2)	Beim Verabschieden haben wir uns alle geküsst.	We all kissed each other when saying goodbye.
sich kümmern, kümmert sich, kümmerte sich, hat sich gekümmert(1)	Ich kann nicht arbeiten. Ich muss mich um die Kinder kümmern.	I can’t work. I need to take care of the children.
sich kümmern, kümmert sich, kümmerte sich, hat sich gekümmert(2)	Ich habe keine Zeit. Ich muss mich um das Essen kümmern.	I have no time. I need to take care of the food.
der Kunde, -n(1)	Sie ist schon lange bei mir Kundin. Ich habe ihr einen Sonderpreis gegeben.	She has been a customer for a long time. I gave her a special price.
der Kunde, -n(2)	Einen Augenblick, bitte. Ich habe einen Kunden.	One moment, please. I have a customer.
die Kundin, -nen(1)	Sie ist schon lange bei mir Kundin. Ich habe ihr einen Sonderpreis gegeben.	She has been a customer for a long time. I gave her a special price.
kündigen, kündigt, kündigte, hat gekündigt(1)	Ich war mit meiner Stelle nicht zufrieden und habe gekündigt.	I was not satisfied with my position and quit.
kündigen, kündigt, kündigte, hat gekündigt(2)	Hast du deine Wohnung schon gekündigt?	Have you already terminated your apartment?
kündigen, kündigt, kündigte, hat gekündigt(3)	Ich möchte die Zeitschrift nicht mehr. – Dann musst du schriftlich kündigen.	I no longer want the magazine. – Then you have to cancel it in writing.
die Kündigung, -en(1)	Ich habe die Kündigung bekommen. Jetzt bin ich arbeitslos.	I received the termination notice. Now I’m unemployed.
die Kunst, ¨-e(1)	Ich verstehe nichts von moderner Kunst.	I don’t understand anything about modern art.
der Kuss, ¨-e(1)	Gib der Mama einen Kuss!	Give mom a kiss!
die Küste, -n(1)	Unser Dorf liegt direkt an der Küste.	Our village is right on the coast.
das Kuvert, -s (A) → der Briefumschlag; CH: Couvert(1)	Ich hätte gern 50 Kuverts und Briefmarken dazu.	I would like 50 envelopes and stamps with it.
der Künstler, - (1)	In diesem Stadtteil wohnen viele Künstlerinnen.	Many artists live in this district.
die Künstlerin, -nen(1)	Neben uns wohnt eine Musikerin.	A musician lives next door to us.
künstlich(1)	Ich mag kein künstliches Licht.	I don’t like artificial light.
der Kunststoff, -e(1)	Der Stuhl ist aus Kunststoff.	The chair is made of plastic.
der Kurs, -e(1)	Ich besuche regelmäßig einen Deutschkurs.	I regularly attend a German course.
der Kursleiter, - (1)	Die Kursleiterin ist mit unserer Kursgruppe manchmal in den Computerraum gegangen.	The course instructor sometimes took our group to the computer lab.
