german word	german sentence	english translation
donnern(1)	Hörst du es donnern? Das Gewitter kommt näher.	Can you hear the thunder? The storm is getting closer.
donnern(2)	Der Lkw donnert über die Landstraße.	The truck is thundering down the country road.
der Donner(1)	Der Donner kam erst lange nach dem Blitz.	The thunder came long after the lightning.
doppelt(1)	Das Buch habe ich doppelt.	I have the book twice.
Doppel-(1)	Wir hätten gern ein Doppelbett.	We would like a double bed.
Doppel-(2)	Wollen Sie ein Doppelzimmer oder ein Einzelzimmer?	Do you want a double room or a single room?
diesmal(1)	Die letzten Spiele haben wir verloren. Diesmal haben wir zum Glück gewonnen.	We lost the last games. This time, luckily, we won.
digital(1)	Ich habe eine Digitaluhr gekauft. Die geht genauer als meine alte Uhr.	I bought a digital watch. It's more accurate than my old one.
das Ding(1)	Gib mir bitte mal das Ding da drüben.	Please give me that thing over there.
das Diplom(1)	Wo kann ich mein Diplom abholen?	Where can I pick up my diploma?
direkt(1)	Wir liefern Ihnen die Waren direkt ins Haus.	We deliver the goods directly to your house.
direkt(2)	Das Dorf liegt direkt an der Autobahn.	The village is located directly on the highway.
direkt(3)	Gibt es keinen direkten Zug nach Hamburg?	Isn't there a direct train to Hamburg?
direkt(4)	Sie übertragen das Fußballspiel direkt.	They're broadcasting the soccer game live.
der Direktor(1)	Ich möchte gern mit dem Direktor sprechen.	I'd like to speak with the director.
die Diskothek(1)	Wir gehen heute Abend in die Disko.	We're going to the disco tonight.
das Dorf(1)	Unser Dorf liegt direkt an der Autobahn.	Our village is located right by the highway.
dort(1)	Dort drüben ist der Bahnhof.	The train station is over there.
dorthin(1)	Ich werde in fünf Minuten dort sein. Deine Tasche kannst du dorthin stellen.	I'll be there in five minutes. You can put your bag there.
die Dose(1)	Ich habe noch eine Dose Bohnen.	I still have a can of beans.
draußen(1)	Es ist kalt draußen.	It's cold outside.
draußen(2)	Wir müssen draußen warten.	We have to wait outside.
der Dreck(1)	Iss den Apfel nicht! Der lag im Dreck.	Don't eat the apple! It was lying in the dirt.
der Dreck(2)	Ich konnte vor lauter Dreck auf dem Fenster nichts sehen.	I couldn't see anything through the dirt on the window.
der Dreck(3)	Kümmere dich um deinen eigenen Dreck!	Mind your own dirt!
drehen(1)	Drehen Sie zum Einschalten den Schalter nach rechts.	Turn the switch to the right to turn it on.
drehen(2)	Die Kinder drehen sich zur Musik im Kreis.	The children are spinning around to the music.
drehen(3)	Bei Familie Huber dreht sich jetzt alles um das Baby.	In the Huber family, everything now revolves around the baby.
dringend(1)	Ich muss dich dringend sprechen.	I need to talk to you urgently.
dringend(2)	Ich erwarte einen dringenden Anruf.	I'm expecting an urgent call.
dringend(3)	Bitte kommen Sie schnell. Es ist dringend.	Please come quickly. It's urgent.
drin(1)	Wo wollt ihr sitzen? Draußen oder drinnen?	Where do you want to sit? Outside or inside?
drin(2)	Bei der Hitze ist es drinnen viel angenehmer.	It's much more comfortable inside in this heat.
drin(3)	In der Packung ist nichts mehr drin.	There's nothing left in the package.
die Droge(1)	Nimmst du etwa Drogen?	Are you taking drugs?
die Drogerie(1)	Waschmittel bekommst du in der Drogerie.	You can get detergent at the drugstore.
drüben(1)	Dort drüben ist die Haltestelle.	The bus stop is over there.
drucken(1)	Warum hast du den Brief noch nicht ausgedruckt?	Why haven't you printed out the letter yet?
drucken(2)	Bei welcher Firma haben Sie diese Prospekte drucken lassen?	Which company did you have these brochures printed at?
drucken(3)	Du gehst einfach auf Datei drucken!	You just click on File print!
der Drucker(1)	Ich brauche einen neuen Drucker für meinen Computer.	I need a new printer for my computer.
drücken(1)	Sie brauchen nur auf den Knopf zu drücken.	You just need to press the button.
drücken(2)	Die neuen Schuhe drücken.	The new shoes are tight.
drücken(3)	Wenn du hier drückst, geht die Tür auf.	If you press here, the door will open.
der Druck(1)	Mit einem Knopfdruck schaltet man das Gerät ein.	With the push of a button, you turn on the device.
der Druck(2)	Wie hoch muss der Druck in den vorderen Reifen sein?	How high should the pressure be in the front tires?
dumm(1)	Entschuldigung, das war dumm von mir.	Sorry, that was stupid of me.
dumm(2)	Mir ist etwas Dummes passiert.	Something stupid happened to me.
dumm(3)	Ich fand den Film wirklich sehr dumm.	I thought the movie was really stupid.
dunkel(1)	Um sechs Uhr ist es schon dunkel.	It's already dark at six o'clock.
dunkel(2)	Meine Schwester hat dunkle Haare.	My sister has dark hair.
dunkel(3)	Ich habe mir eine dunkelblaue Bluse gekauft.	I bought a dark blue blouse.
dünn(1)	Mein Sohn ist sehr dünn. Er isst zu wenig.	My son is very thin. He doesn't eat enough.
dünn(2)	Warum ziehst du nur so einen dünnen Mantel an? Es ist kalt draußen.	Why are you wearing such a thin coat? It's cold outside.
durch(1)	Wir sind mit dem Fahrrad durch den Wald gefahren.	We rode our bikes through the forest.
durch(2)	Wenn Sie zum Bahnhof gehen, kommen Sie durch die Goethestraße.	If you're going to the station, go through Goethestraße.
durch(3)	Wir haben den ganzen Mai durch geheizt.	We heated the whole month of May.
durch(4)	Wir haben unsere Wohnung durch einen Freund bekommen.	We got our apartment through a friend.
durcheinander(1)	Alle meine Sachen sind durcheinander. Ich finde nichts mehr.	All my things are mixed up. I can't find anything.
durcheinander(2)	Bitte redet nicht alle durcheinander. Sonst verstehe ich nichts.	Please don't all talk at once. Otherwise, I can't understand anything.
die Durchsage(1)	Achtung, Achtung, eine wichtige Durchsage!	Attention, attention, an important announcement!
die Durchsage(2)	Ich habe die Durchsage nicht verstanden.	I didn't understand the announcement.
der Durchschnitt(1)	Der Durchschnitt der Ausgaben liegt bei 150 Euro im Monat.	The average spending is 150 euros a month.
der Durchschnitt(2)	Im Durchschnitt brauchen wir täglich 20 Minuten zur Arbeit.	On average, we need 20 minutes a day to get to work.
der Durchschnitt(3)	Die Studentin gehört zum Durchschnitt.	The student is average.
durchschnittlich(1)	Die Preise sind im letzten Jahr um durchschnittlich 6 % gestiegen.	Prices rose by an average of 6% last year.
dürfen(1)	Dürfen wir heute länger fernsehen?	Can we watch TV longer today?
dürfen(2)	Sie dürfen hier nicht parken.	You're not allowed to park here.
dürfen(3)	Das hätten Sie nicht machen dürfen!	You shouldn't have done that!
dürfen(4)	Was darf ich Ihnen anbieten?	What can I offer you?
dürfen(5)	Ich suche ein gebrauchtes Auto. Es darf nicht mehr als 1000 Euro kosten.	I'm looking for a used car. It shouldn't cost more than 1000 euros.
der Durst(1)	Ich hole Ihnen etwas zu trinken. Sie haben sicher Durst.	I'll get you something to drink. You must be thirsty.
durstig(1)	Du bist sicher durstig. Was möchtest du trinken?	You must be thirsty. What would you like to drink?
(sich) duschen(1)	Wenn Sie sich duschen wollen: Das Badezimmer ist dort hinten links.	If you want to take a shower: The bathroom is back there on the left.
(sich) duschen(2)	Ich bade nicht so gern, ich dusche lieber.	I don't like taking baths, I prefer showers.
die Dusche(1)	Wir haben leider nur noch ein Zimmer mit Dusche.	Unfortunately, we only have a room with a shower.
die Dusche(2)	Unsere Wohnung hat nur eine Dusche.	Our apartment only has a shower.
duzen(1)	Wollen wir Du zueinander sagen? Ja, wir können uns gern duzen.	Shall we say Du to each other? Yes, we can use the informal you.

