german word	german sentence	english translation
reagieren, reagiert, reagierte, hat reagiert(1)	Ich habe dem Vermieter geschrieben, aber er hat noch nicht reagiert.	I wrote to the landlord, but he has not yet responded.
die Reaktion, -en(1)	Diese Reaktion ist typisch für ihn.	This reaction is typical of him.
realisieren, realisiert, realisierte, hat realisiert(1)	Diese Pläne sind nicht zu realisieren.	These plans are not feasible.
(2)	Ich habe nicht realisiert, dass die Zeit schon um ist.	I did not realize that the time is already up.
die Realität, -en(1)	Das gefällt dir nicht? Aber das ist die Realität.	You don't like it? But that's the reality.
realistisch(1)	Ich glaube nicht, dass du für das Auto noch so viel Geld bekommst. Das ist nicht realistisch.	I don't think you'll get that much money for the car. That's not realistic.
die Recherche, -n(1)	Für diesen Bericht waren viele Recherchen nötig.	A lot of research was needed for this report.
rechnen, rechnet, rechnete, hat gerechnet(1)	Meine Tochter kann gut rechnen.	My daughter can calculate well.
(2)	Im/In Rechnen hat sie eine Eins.	In arithmetic, she has an A.
(3)	Mit solchen Schwierigkeiten hatten wir nicht gerechnet.	We did not anticipate such difficulties.
der Rechner, -(1)	Mein Rechner ist kaputt.	My computer is broken.
die Rechnung, -en(1)	Bitte, die Rechnung!	The bill, please!
(2)	Brauchen Sie für diese Reparatur eine Rechnung?	Do you need a receipt for this repair?
das Recht, -e(1)	Nach deutschem Recht kann er dafür nicht bestraft werden.	According to German law, he cannot be punished for this.
(2)	Ich hatte Vorfahrt. Ich war im Recht.	I had the right of way. I was right.
(3)	Die Rechnung stimmt nicht? Dann haben Sie das Recht, das Geld zurückzubekommen.	The bill is incorrect? Then you have the right to get your money back.
rechtlich(1)	Wir beraten Sie in rechtlichen Fragen.	We advise you on legal matters.
recht(1)	Ist es Ihnen recht, wenn ich morgen vorbeikomme?	Is it okay with you if I come by tomorrow?
(2)	Da haben Sie recht.	You are right.
(3)	Da muss ich Ihnen recht geben.	I have to agree with you.
rechts(1)	An der nächsten Kreuzung müssen Sie rechts abbiegen.	At the next intersection, you have to turn right.
(2)	Der Bahnhof ist da vorne rechts.	The train station is right over there.
recht-(1)	Ich habe mir den rechten Arm gebrochen.	I broke my right arm.
rechtzeitig(1)	Bitte weck mich rechtzeitig. Ich muss pünktlich sein.	Please wake me up on time. I need to be punctual.
reden, redet, redete, hat geredet(1)	Worüber habt ihr gestern geredet?	What did you talk about yesterday?
die Rede, -n(1)	Der Präsident hat eine Rede gehalten.	The president gave a speech.
reduzieren, reduziert, reduzierte, hat reduziert(1)	Wir haben jetzt unsere Preise reduziert.	We have now reduced our prices.
(2)	Ist dieser Pullover auch reduziert?	Is this sweater also on sale?
das Referat, -e(1)	Vielen Dank für dieses interessante Referat.	Thank you for this interesting presentation.
die Reform, -en(1)	Die Regierung plant für nächstes Jahr eine Reform. Die Steuern sollen steigen.	The government is planning a reform for next year. Taxes are supposed to rise.
das Regal, -e(1)	Das Buch steht im Regal oben rechts.	The book is on the shelf in the top right corner.
die Regel, -n(1)	Im Straßenverkehr sind viele Regeln zu beachten.	There are many rules to follow in road traffic.
(2)	Wie geht dieses Spiel? Kennst du die Regeln?	How does this game work? Do you know the rules?
(3)	In der Regel geht sie um sieben Uhr aus dem Haus.	As a rule, she leaves the house at seven o'clock.
regelmäßig(1)	Sie müssen die Tabletten regelmäßig nehmen.	You need to take the tablets regularly.
regeln, regelt, regelte, hat geregelt(1)	Die Ampel ist kaputt. Ein Polizist regelt den Verkehr.	The traffic light is broken. A policeman is directing the traffic.
regnen, es regnet, es regnete, es hat geregnet(1)	Es hat gestern den ganzen Tag geregnet.	It rained all day yesterday.
der Regen(1)	Bei Regen fällt das Konzert aus.	The concert is canceled in case of rain.
die Region, -en(1)	In der Rhein-Main-Region sind die Mieten sehr hoch.	In the Rhine-Main region, rents are very high.
die Region, -en(2)	Die Milch ist aus der Region.	The milk is from the region.
regional(1)	Du kannst mit einer Regionalbahn fahren. Das ist billiger.	You can travel by regional train. It’s cheaper.
reich(1)	Wenn ich reich wäre, würde ich eine Weltreise machen.	If I were rich, I would go on a world tour.
reichen, reicht, reichte, hat gereicht(1)	Ich nehme nur eine Suppe. Das reicht mir.	I’m only having one soup. That’s enough for me.
reichen, reicht, reichte, hat gereicht(2)	Wie lange reicht das Papier noch? Ich glaube, wir müssen neues bestellen.	How long will the paper last? I think we need to order new.
reif(1)	Die Banane kannst du nicht essen. Sie ist noch nicht reif.	You can’t eat the banana. It’s not ripe yet.
der Reifen, -(1)	Ihr Wagen braucht neue Reifen.	Your car needs new tires.
die Reihe, -n(1)	Ich habe Karten für das Konzert. Wir sitzen in der dritten Reihe.	I have tickets for the concert. We are sitting in the third row.
die Reihe, -n(2)	Wer ist jetzt an der Reihe?	Who is next?
die Reihenfolge, -n(1)	Achten Sie auf die Reihenfolge der Inhaltspunkte.	Pay attention to the order of the content points.
rein(1)	Der Pullover ist aus reiner Wolle.	The sweater is made of pure wool.
rein(2)	Es war reiner Zufall, dass ich die Uhr wiedergefunden habe.	It was pure coincidence that I found the watch again.
rein(3)	Das Wasser ist so rein, dass man es trinken kann.	The water is so pure that you can drink it.
reinigen, reinigt, reinigte, hat gereinigt(1)	Ich möchte diesen Anzug reinigen lassen.	I would like to have this suit cleaned.
die Reinigung, -en(1)	Die Reinigung des Büros ist nicht teuer.	Cleaning the office is not expensive.
die Reinigung, -en(2)	Kannst du bitte die Bluse in die Reinigung bringen?	Can you please take the blouse to the cleaner?
der Reis(1)	Eine Portion Huhn mit Reis, bitte.	A serving of chicken with rice, please.
reisen, reist, reiste, ist gereist(1)	Ich reise gern nach Spanien.	I like to travel to Spain.
die Reise, -n(1)	Wir haben eine Reise nach Österreich gebucht.	We booked a trip to Austria.
die Reise, -n(2)	Auf der Reise haben wir nette Leute kennengelernt.	On the trip, we met nice people.
die Reparatur, -en(1)	Eine Reparatur wäre zu teuer.	A repair would be too expensive.
die Reportage, -n(1)	Hast du die Reportage über Afrika gesehen?	Did you see the report about Africa?
der Reporter, -(1)	Die Reporterin macht gerade ein Interview.	The reporter is currently doing an interview.
reservieren, reserviert, reservierte, hat reserviert(1)	Dieser Tisch ist reserviert.	This table is reserved.
reservieren, reserviert, reservierte, hat reserviert(2)	Bitte reservieren Sie mir ein Doppelzimmer.	Please reserve a double room for me.
die Reservierung, -en(1)	Was kostet eine Reservierung?	What does a reservation cost?
der Respekt(1)	Ich habe großen Respekt vor meinem Lehrer.	I have great respect for my teacher.
der Respekt(2)	Du solltest ihr mehr Respekt entgegenbringen.	You should show her more respect.
der Respekt(3)	Ich habe bei der Prüfung alle Punkte erreicht! – Respekt!	I achieved all points on the exam! – Respect!
der Rest, -e(1)	Hier sind 100 Euro. Den Rest gebe ich dir später.	Here are 100 euros. I’ll give you the rest later.
der Rest, -e(2)	Es ist noch ein Rest Wein da. Möchtest du noch?	There’s still some wine left. Do you want more?
das Restaurant, -s(1)	Wir essen heute im Restaurant.	We are eating at the restaurant today.
das Reisebüro, -s(1)	Wir haben die Reise im Reisebüro gebucht.	We booked the trip at the travel agency.
reiten, reitet, ritt, ist geritten(1)	Möchtest du gerne reiten lernen?	Would you like to learn to ride?
die Reklame, -n(1)	Ich möchte keine Reklame im Briefkasten.	I don’t want any advertising in the mailbox.
der Rekord, -e(1)	Es gibt einen neuen Rekord im Schwimmen.	There’s a new record in swimming.
relativ(1)	Die Wohnung ist relativ groß, aber sehr teuer.	The apartment is relatively large, but very expensive.
die Religion, -en(1)	Religion ist für manche Menschen sehr wichtig.	Religion is very important to some people.
rennen, rennt, rannte, ist gerannt(1)	Ich bin sehr schnell gerannt, aber der Bus war schon weg.	I ran very quickly, but the bus was already gone.
die Rente, -n(1)	Sie ist 67 und bekommt jetzt eine gute Rente.	She is 67 and now receives a good pension.
retten, rettet, rettete, hat gerettet(1)	Der Arzt konnte das Kind noch retten.	The doctor was able to save the child.
das Rezept, -e(1)	Diese Schmerztabletten gibt es nur auf Rezept.	These painkillers are only available with a prescription.
das Rezept, -e(2)	Weißt du ein gutes Rezept für Gemüsesuppe?	Do you know a good recipe for vegetable soup?
die Rezeption/Reception, -en(1)	Geben Sie bitte den Schlüssel an der Rezeption ab.	Please leave the key at the reception.
der Richter, -(1)	Der Richter hat noch kein Urteil gesprochen.	The judge has not yet pronounced a verdict.
richtig(1)	Was Sie da sagen, ist richtig.	What you are saying is correct.
richtig(2)	Geht Ihre Uhr richtig?	Does your watch keep correct time?
richtig(3)	Das ist nicht die richtige Größe.	That is not the right size.
die Richtung, -en(1)	Der Zug in Richtung Köln hat Verspätung.	The train to Cologne is delayed.
die Richtung, -en(2)	Wo ist der Bahnhof? In welche Richtung muss ich fahren?	Where is the train station? In which direction do I need to go?
in Rente gehen/sein (D, CH) → A, CH: Pensionist(1)	Ich gehe Ende des Jahres in Rente.	I am retiring at the end of the year.
in Rente gehen/sein (D, CH) → A, CH: Pensionist(2)	Mein Nachbar ist seit zehn Jahren in Rente.	My neighbor has been retired for ten years.
der Rentner, -(1)	Meine Großmutter arbeitet nicht mehr. Sie ist Rentnerin.	My grandmother no longer works. She is retired.
reparieren, repariert, reparierte, hat repariert(1)	Das Fahrrad kann man leider nicht mehr reparieren.	Unfortunately, the bicycle can no longer be repaired.
riechen, riecht, roch, hat gerochen(1)	Dieses Parfüm riecht sehr gut.	This perfume smells very good.
riechen, riecht, roch, hat gerochen(2)	Im ganzen Haus riecht es nach Farbe.	The whole house smells of paint.
riechen, riecht, roch, hat gerochen(3)	Ich bin erkältet. Ich kann nichts riechen.	I have a cold. I can’t smell anything.
riesig(1)	Die Stadt ist riesig.	The city is enormous.
riesig(2)	Ich habe mich über das Geschenk riesig gefreut.	I was thrilled with the gift.
das Rind, -er(1)	Ich esse nur Fleisch vom Rind.	I only eat beef.
der Ring, -e(1)	Ich habe meinen Ring verloren.	I lost my ring.
das Risiko, Risiken(1)	Ich nehme keinen Kredit auf. Das Risiko ist mir zu hoch.	I am not taking out a loan. The risk is too high.
der Rock, ¨-e(1)	Diese Bluse passt nicht zu meinem Rock.	This blouse doesn’t match my skirt.
roh(1)	Du kannst das nicht essen. Das Fleisch ist noch roh.	You can’t eat that. The meat is still raw.
das (Back-)Rohr, -e (A) → D, CH: (Back-)Ofen(1)	Ich habe gerade eine Pizza gemacht. Sie ist ganz frisch aus dem Rohr.	I just made a pizza. It’s freshly out of the oven.
die Rolle, -n(1)	Die Schauspielerin hat ihre Rolle sehr gut gespielt.	The actress played her role very well.
die Rolle, -n(2)	Geld spielt in diesem Fall keine Rolle.	Money does not play a role in this case.
der Roman, -e(1)	Ich lese gern Romane.	I like reading novels.
die Rose, -n(1)	Rote Rosen sind ein schönes Geschenk.	Red roses are a nice gift.
der Rucksack, ¨-e(1)	Ich brauche nicht viel. Ich nehme nur meinen Rucksack mit.	I don’t need much. I’ll just take my backpack.
die Rückfahrt, -en(1)	Auf der Rückfahrt besuche ich meine Eltern.	On the return trip, I visit my parents.
die Rückkehr(1)	Nach meiner Rückkehr haben wir ein großes Fest gefeiert.	After my return, we had a big party.
rückwärts(1)	Ich bin rückwärts aus der Garage gefahren.	I drove backward out of the garage.
der Rücken, -(1)	Mir tut der Rücken weh.	My back hurts.
die Rücksicht, -en(1)	Nehmen Sie bitte Rücksicht auf die anderen Gäste.	Please be considerate of the other guests.
das Rüebli, - (CH) → D: Möhre(1)	Hasen fressen gern Rüebli.	Rabbits like to eat carrots.
rufen, ruft, rief, hat gerufen(1)	Ich habe die Kinder gerufen, aber sie haben mich nicht gehört.	I called the children, but they didn’t hear me.
rufen, ruft, rief, hat gerufen(2)	Wir haben sofort einen Arzt gerufen.	We immediately called a doctor.
die Rufnummer, -n(1)	Wir möchten Sie gerne anrufen. Wie ist Ihre Rufnummer?	We would like to call you. What is your phone number?
die Ruhe(1)	Ruhe, bitte!	Silence, please!
die Ruhe(2)	Lass mich jetzt endlich in Ruhe!	Let me finally be left alone!
die Ruhe(3)	Ich brauche meine Ruhe.	I need my peace and quiet.
ruhig(1)	Ich suche ein ruhiges Zimmer.	I’m looking for a quiet room.
ruhig(2)	Nachts ist es hier in der Straße sehr ruhig.	At night, it is very quiet here on the street.
ruhig(3)	Du kannst ruhig rauchen.	You can smoke if you like.
rund(1)	Wir haben für unser Wohnzimmer einen runden Tisch gekauft.	We bought a round table for our living room.
rund(2)	Bis Berlin sind es noch rund 40 Kilometer.	It’s still about 40 kilometers to Berlin.
die Runde, -n(1)	Ich laufe jeden Tag fünf Runden im Park.	I run five laps in the park every day.
die Runde, -n(2)	Wir müssen über die Probleme sprechen. Am besten mit allen in einer Runde.	We need to discuss the problems. It’s best to do it with everyone in a round table discussion.
die Rundfahrt, -en(1)	Am zweiten Tag haben wir eine Rundfahrt durch den Hafen gemacht.	On the second day, we took a tour of the harbor.

