german word	german sentence	english translation
die Bank(2)	Bei welcher Bank haben Sie Ihr Konto?	Which bank do you have your account with?
der Bancomat/Bankomat(1)	Ich hole noch schnell Geld vom Bankomaten.	I’m going to quickly get money from the ATM.
die Bankleitzahl(1)	Bitte geben Sie Ihre Bankleitzahl an.	Please provide your bank code.
die Bankomat-Karte(1)	Sie können auch mit Bankomat-Karte zahlen.	You can also pay with an ATM card.
der Beamte(1)	Meine Frau ist Beamtin bei der Polizei.	My wife is a civil servant at the police.
die Beamtin(1)	Meine Frau ist Beamtin bei der Polizei.	My wife is a civil servant at the police.
beantragen(1)	Hast du schon einen neuen Pass beantragt?	Have you already applied for a new passport?
beantworten(1)	Sie haben meine Frage leider nicht beantwortet.	Unfortunately, you did not answer my question.
sich bedanken(1)	Ich möchte mich noch einmal sehr herzlich für Ihre Hilfe bedanken.	I would like to thank you very much for your help once again.
der Bedarf(1)	An diesem Produkt besteht großer Bedarf.	There is a high demand for this product.
bedeuten(1)	Was bedeutet dieses Wort?	What does this word mean?
bedeuten(2)	Ich bin krank. Das bedeutet, dass ich heute nicht arbeiten kann.	I am sick. This means I can’t work today.
die Bedeutung(1)	Das Wort „Maus“ hat inzwischen zwei Bedeutungen.	The word “mouse” now has two meanings.
bedienen(1)	Werden Sie schon bedient?	Are you being served?
bedienen(2)	Die Kaffeemaschine ist ganz leicht zu bedienen.	The coffee machine is very easy to use.
die Bedienungsanleitung(1)	Die Bedienungsanleitung verstehe ich nicht.	I do not understand the instruction manual.
die Bedingung(1)	Wenn Sie unsere Bedingungen akzeptieren, können wir einen Vertrag machen.	If you accept our conditions, we can make a contract.
die Bedingung(2)	Wir haben in unserem Betrieb sehr gute Arbeitsbedingungen.	We have very good working conditions in our company.
sich beeilen(1)	Wir müssen uns beeilen. Sonst verpassen wir den Zug.	We have to hurry. Otherwise, we’ll miss the train.
beenden(1)	Du musst deine Ausbildung auf jeden Fall beenden.	You must finish your training.
sich befinden(1)	Das Bord-Bistro befindet sich in der Mitte des Zuges.	The onboard bistro is located in the middle of the train.
befreit(1)	Studenten und Studentinnen sind von den Rundfunk-Gebühren befreit.	Students are exempt from broadcast fees.
befriedigend(1)	Das Ergebnis ist befriedigend.	The result is satisfactory.
begegnen(1)	Sind wir uns nicht schon mal irgendwann begegnet?	Haven’t we met somewhere before?
begeistert(1)	Es war ein tolles Konzert. Ich bin begeistert.	It was a great concert. I am thrilled.
beginnen(1)	In zwei Wochen beginnen die Sommerferien.	The summer holidays begin in two weeks.
der Beginn(1)	Zu Beginn der Stunde begrüßt die Lehrerin ihre Schüler.	At the beginning of the lesson, the teacher greets her students.
begleiten(1)	Ich begleite dich ein Stück.	I’ll accompany you for a while.
begrenzt(1)	Die Teilnehmerzahl ist auf 12 begrenzt.	The number of participants is limited to 12.
begründen(1)	Bitte begründen Sie Ihre Meinung.	Please justify your opinion.
die Begründung(1)	Die Miete wurde ohne Begründung erhöht.	The rent was increased without justification.
begrüßen(1)	Der Gastgeber begrüßt seine Gäste.	The host greets the guests.
behalten(1)	Darf ich die Zeitschrift behalten?	May I keep the magazine?
behandeln(1)	Welcher Arzt hat Sie bis jetzt behandelt?	Which doctor has treated you so far?
behandeln(2)	So lasse ich mich von Ihnen nicht länger behandeln.	I will not be treated by you any longer.
behaupten(1)	Er behauptet, unsere Meinung sei nicht wichtig.	He claims that our opinion is not important.
behaupten(2)	Es ist schwer, sich gegen meinen Kollegen zu behaupten.	It is hard to assert oneself against my colleague.
behindern(1)	Bitte parken Sie so, dass Sie niemanden behindern.	Please park so that you do not block anyone.
behindern(2)	Seit dem Unfall ist das Kind unserer Freunde behindert.	Since the accident, the child of our friends is disabled.
die Behörde(1)	Sie erhalten ein Schreiben von der zuständigen Behörde.	You will receive a letter from the competent authority.
bei(1)	Potsdam liegt bei Berlin.	Potsdam is near Berlin.
bei(2)	Ich wohne bei meinen Eltern.	I live with my parents.
bei(3)	Bei uns ist das anders als bei euch. Wir essen kein Fleisch.	It is different with us than with you. We don’t eat meat.
bei(4)	Ich habe kein Geld bei mir.	I don’t have any money with me.
bei(5)	Wir wollen euch nicht beim Essen stören.	We don’t want to disturb you while eating.
beid-(1)	Beide waren mit meinem Vorschlag einverstanden.	Both agreed with my suggestion.
beid-(2)	Welche Bluse nehmen Sie, die rote oder die grüne? – Ich nehme beide.	Which blouse do you want, the red one or the green one? – I’ll take both.
das Bein(1)	Andreas hat sich das Bein gebrochen.	Andreas broke his leg.
beinahe(1)	Ich habe heute beinahe den Bus verpasst.	I almost missed the bus today.
das Beispiel(1)	Können Sie mir ein Beispiel sagen?	Can you give me an example?
das Beispiel(2)	Mein Freund hat viele Hobbys wie zum Beispiel Kochen, Tanzen, Fußballspielen.	My friend has many hobbies such as cooking, dancing, playing soccer.
das Beispiel(3)	Hier gibt’s so viele Sachen: beispielsweise Wurst, Obst, Brot …	Here there are so many things: for example, sausage, fruit, bread …
beißen(1)	Pass auf, dass dich der Hund nicht beißt!	Watch out that the dog doesn’t bite you.
der Beitrag(1)	Die Krankenkasse hat die Beiträge erhöht.	The health insurance has increased the contributions.
der Beitrag(2)	Der Mitgliedsbeitrag für den Sportverein beträgt 34 Euro pro Monat.	The membership fee for the sports club is 34 euros per month.
bekannt(1)	Ein Onkel von mir ist ein bekannter Politiker.	An uncle of mine is a well-known politician.
bekannt(2)	Dieses Lied ist sehr bekannt.	This song is very well-known.
der Bekannte(1)	In Hannover wohnen Bekannte von mir.	There are acquaintances of mine living in Hannover.
die Bekannte(1)	In Hannover wohnt eine Bekannte von mir.	An acquaintance of mine lives in Hannover.
bekannt geben(1)	Den Prüfungsort geben wir Ihnen noch rechtzeitig bekannt.	We will notify you of the exam location in due time.
bekommen(1)	Haben Sie meinen Brief bekommen?	Did you receive my letter?
bekommen(2)	Ich bekomme jeden Tag eine Spritze.	I receive an injection every day.
bekommen(3)	Was bekommen Sie? – 5 kg Kartoffeln.	What do you get? – 5 kg of potatoes.
bekommen(4)	Wir haben Besuch bekommen.	We had visitors.
bekommen(5)	Laut Wetterbericht bekommen wir Regen.	According to the weather report, we will get rain.
bekommen(6)	Plötzlich bekam ich starke Kopfschmerzen.	Suddenly, I got a severe headache.
der Beleg(1)	Brauchen Sie einen Beleg?	Do you need a receipt?
beleidigen(1)	Ich wollte Sie nicht beleidigen.	I didn’t mean to offend you.
beleidigen(2)	Sei doch nicht immer gleich beleidigt.	Don’t always take offense so quickly.
beliebt(1)	Dieses Spiel ist bei Jugendlichen sehr beliebt.	This game is very popular among teenagers.
bemerken(1)	Ich habe nicht bemerkt, dass das Fenster offen ist.	I didn’t notice that the window is open.
sich bemühen(1)	Er hat sich sehr bemüht, etwas Gutes zu kochen.	He made a big effort to cook something good.
sich bemühen(2)	Ich werde mich um einen Termin bemühen.	I will try to arrange an appointment.
benötigen(1)	Sagen Sie Bescheid, wenn Sie noch etwas benötigen.	Let me know if you need anything else.
benutzen(1)	Benutzen Sie bitte die öffentlichen Verkehrsmittel.	Please use public transport.
das Benzin(1)	Das Benzin soll wieder teurer werden.	Gasoline is expected to become more expensive again.
beobachten(1)	Wer hat den Unfall beobachtet?	Who witnessed the accident?
bequem(1)	Meine Kinder ziehen am liebsten bequeme Sachen an.	My children prefer to wear comfortable clothes.
bequem(2)	Im Supermarkt einkaufen ist sehr bequem.	Shopping in the supermarket is very convenient.
bequem(3)	Diesen Sessel finde ich sehr bequem.	I find this armchair very comfortable.
beraten(1)	Unser Personal berät Sie gern, wenn Sie Fragen haben.	Our staff is happy to advise you if you have questions.
die Beratung(1)	Beratungen für Familien gibt es jeden Dienstag zwischen 14 und 16 Uhr.	Family consultations are available every Tuesday between 2 and 4 PM.
berechnen(1)	Die Kosten für die Fahrt müssen erst berechnet werden.	The costs for the trip must first be calculated.
der Bereich(1)	In welchem Bereich möchten Sie arbeiten?	In which area would you like to work?
der Bereich(2)	Umfahren Sie den Baustellenbereich.	Bypass the construction area.
bereit(1)	Ich bin jederzeit bereit, dir zu helfen.	I am always ready to help you.
bereit(2)	Das Paket liegt auf der Post für Sie bereit.	The package is ready for you at the post office.
bereits(1)	Bitte melde dich bei Frau Kaiser. Sie hat bereits dreimal angerufen.	Please contact Ms. Kaiser. She has already called three times.
der Berg(1)	Die Zugspitze ist der höchste Berg in Deutschland.	The Zugspitze is the highest mountain in Germany.
der Berg(2)	Wir fahren jeden Sonntag in die Berge.	We go to the mountains every Sunday.
der Berg(3)	Auf dem Berg haben wir ein Picknick gemacht.	We had a picnic on the mountain.
berichten(1)	Alle Zeitungen haben über den Unfall berichtet.	All newspapers reported about the accident.
der Bericht(1)	Ich habe gestern einen interessanten Bericht gelesen.	I read an interesting report yesterday.
der Beruf(1)	Was sind Sie von Beruf?	What is your profession?
beruflich(1)	Was machen Sie beruflich?	What do you do professionally?
berufstätig(1)	Sind Sie berufstätig?	Are you employed?
beruhigen(1)	Beruhigen Sie sich bitte. Es ist alles in Ordnung.	Please calm down. Everything is fine.
beruhigen(2)	Ich kann Sie beruhigen. Ihrem Sohn ist nichts passiert.	I can reassure you. Nothing happened to your son.
berühmt(1)	Michael Schumacher ist ein berühmter Rennfahrer.	Michael Schumacher is a famous race car driver.
beschädigen(1)	Bitte machen Sie eine Liste davon, was die Einbrecher beschädigt haben.	Please make a list of what the burglars have damaged.
beschäftigen(1)	Womit haben Sie sich bei Ihrer Arbeit beschäftigt?	What did you occupy yourself with at work?
beschäftigen(2)	Seit wann sind Sie bei dieser Firma beschäftigt?	Since when have you been employed at this company?
die Beschäftigung(1)	Ich suche eine Halbtagsbeschäftigung, weil ich ein kleines Kind habe.	I am looking for a part-time job because I have a small child.
der Bescheid(1)	Den endgültigen Bescheid erhalten Sie in etwa vier Wochen.	You will receive the final decision in about four weeks.
Bescheid sagen(1)	Ich erkundige mich nach den Terminen und sage Ihnen dann Bescheid.	I will check the dates and let you know.
Bescheid geben(1)	Kannst du mir bis morgen Bescheid geben?	Can you let me know by tomorrow?
beschließen(1)	Wir haben beschlossen, uns ein kleineres Auto zu kaufen.	We decided to buy a smaller car.
beschränken(1)	Die Teilnehmerzahl für den Kurs ist beschränkt.	The number of participants for the course is limited.
beschreiben(1)	Kannst du mir den Weg zum Flughafen beschreiben?	Can you describe the way to the airport?
beschreiben(2)	Eine Beschreibung des Geräts liegt bei.	A description of the device is included.
sich beschweren(1)	Wo können wir uns beschweren?	Where can we file a complaint?
besetzen(1)	Dieser Platz ist besetzt.	This seat is occupied.
besetzen(2)	Ich habe drei Plätze besetzt.	I have occupied three seats.
besetzen(3)	Ich habe jetzt schon dreimal dort angerufen. Es ist immer besetzt.	I have called there three times already. It is always busy.
besichtigen(1)	Im Urlaub haben wir Schloss Schönbrunn besichtigt.	On vacation, we visited Schönbrunn Palace.
besitzen(1)	Besitzt Ihre Frau ein eigenes Auto?	Does your wife own a car?
besonder-(1)	Meine Eltern wollten uns mit dieser Reise eine ganz besondere Freude machen.	My parents wanted to make us a very special pleasure with this trip.
besonders(1)	Ich habe heute ein besonders günstiges Angebot gesehen.	Today, I saw a particularly good offer.
besonders(2)	Durch den Sturm gab es besonders in Süddeutschland schwere Schäden.	Due to the storm, there was particularly severe damage in southern Germany.
besonders(3)	Wie geht’s? – Nicht besonders.	How are you? – Not so well.
besorgen(1)	Soll ich die Eintrittskarten besorgen?	Should I get the tickets?
besprechen(1)	Wir müssen noch genau besprechen, wann wir losfahren und was wir mitnehmen.	We still need to discuss exactly when we will leave and what we will take with us.
die Besprechung(1)	Tut mir leid, Herr Schmidt ist noch in einer Besprechung.	I’m sorry, Mr. Schmidt is still in a meeting.
die Besserung(1)	Gute Besserung!	Get well soon!
bestätigen(1)	Die Firma hat mir den Termin schriftlich bestätigt.	The company confirmed the appointment in writing.
bestätigen(2)	Ich kann bestätigen, dass er hier war.	I can confirm that he was here.
die Bestätigung(1)	Ich brauche eine schriftliche Bestätigung für das Amt.	I need a written confirmation for the office.
bestehen(1)	Das Modul Lesen besteht aus fünf Teilen.	The reading module consists of five parts.
bestehen(2)	Ich habe die Prüfung bestanden!	I passed the exam!
bestellen(1)	Wir haben Pizza bestellt.	We ordered pizza.
bestellen(2)	Ich bin für 16 Uhr zum Vorstellungsgespräch bestellt.	I am scheduled for a job interview at 4 PM.
bestellen(3)	Ich soll Ihnen Grüße von Frau Meier bestellen.	I am supposed to send you regards from Mrs. Meier.
bestimmt(1)	Das hat Nancy bestimmt nicht so gemeint.	Nancy certainly didn’t mean it that way.
bestimmt(2)	Möchtest du ein bestimmtes Brot?	Do you want a specific bread?
bestrafen(1)	Zu schnelles Fahren wird streng bestraft.	Speeding is strictly punished.
besuchen(1)	Besuchen Sie uns doch mal.	Please come visit us.
besuchen(2)	Sie müssen noch einen Kurs besuchen.	You still need to attend a course.
der Besuch(1)	Wir bekommen Besuch.	We are having visitors.
der Besuch(2)	Ich mache einen Besuch im Krankenhaus.	I am making a visit to the hospital.
der Besuch(3)	Ich bin hier nur zu Besuch.	I am just here for a visit.
sich beteiligen(1)	Wir wollen unserer Lehrerin ein Geschenk kaufen. Wer möchte sich beteiligen?	We want to buy a gift for our teacher. Who would like to participate?
der Betrag(1)	Bitte überweisen Sie den Betrag auf unser Konto.	Please transfer the amount to our account.
betreuen(1)	Wer betreut bei Ihnen die Kinder?	Who takes care of the children at your place?
der Betreuer(1)	Die Betreuerin der Kinder ist sehr nett.	The caregiver for the children is very nice.
die Betreuerin(1)	Die Betreuerin der Kinder ist sehr nett.	The female caregiver for the children is very nice.
die Betreuung(1)	Haben Sie eine Betreuung für Ihre Kinder?	Do you have care arranged for your children?
der Betrieb(1)	In diesem Betrieb arbeiten zehn Leute.	Ten people work in this company.
der Betrieb(2)	Kurz vor Weihnachten ist in den Kaufhäusern immer viel Betrieb.	Just before Christmas, there is always a lot of activity in the department stores.
der Betrieb(3)	Der Aufzug ist in Betrieb/außer Betrieb.	The elevator is in operation/out of order.
der Betriebsrat(1)	Der Betriebsrat wird Sie über die neuen Arbeitszeiten informieren.	The works council will inform you about the new working hours.
die Betriebsrätin(1)	Die Betriebsrätin wird Sie über die neuen Arbeitszeiten informieren.	The female works council member will inform you about the new working hours.
betrügen(1)	Ich würde meine Familie niemals betrügen.	I would never deceive my family.
betrügen(2)	Die Rechnung stimmt nicht. Der Kellner hat mich betrogen.	The bill is incorrect. The waiter deceived me.
betrunken(1)	Wenn Sie betrunken Auto fahren, verlieren Sie Ihren Führerschein.	If you drive drunk, you will lose your driver’s license.
das Bett(1)	Wir wollten uns neue Betten kaufen.	We wanted to buy new beds.
das Bett(2)	Solange Sie Fieber haben, müssen Sie im Bett bleiben.	As long as you have a fever, you need to stay in bed.
die Bevölkerung(1)	11 % der Bevölkerung wurden nicht im Inland geboren.	11% of the population were not born in the country.
bevor(1)	Bevor wir gehen, möchte ich noch etwas essen.	Before we leave, I would like to eat something.
bewegen(1)	Ich kann mich vor Schmerzen kaum noch bewegen.	I can hardly move due to pain.
bewegen(2)	Ich kann meinen Finger nicht mehr bewegen.	I can’t move my finger anymore.
die Bewegung(1)	Sie brauchen mehr Bewegung. Sie müssen regelmäßig spazieren gehen.	You need more exercise. You should go for walks regularly.
beweisen(1)	Wir können beweisen, dass Sie bei Rot über die Ampel gefahren sind.	We can prove that you ran the red light.
der Beweis(1)	Haben Sie dafür Beweise?	Do you have evidence for that?
sich bewerben(1)	Ich habe mich um diese Stelle beworben.	I applied for this position.
sich bewerben(2)	Ich habe mich als Kellner beworben.	I applied as a waiter.
die Bewerbung(1)	Wohin soll ich meine Bewerbung schicken?	Where should I send my application?
die Bewerbung(2)	Hilfst du mir bei meiner Bewerbung?	Will you help me with my application?
der Bewohner(1)	Ich kenne die anderen Hausbewohner nicht.	I don’t know the other residents of the house.
die Bewohnerin(1)	Ich kenne die anderen Hausbewohnerinnen nicht.	I don’t know the other female residents of the house.
bezahlen(1)	Hast du die Rechnung schon bezahlt?	Have you already paid the bill?
die Beziehung(1)	Wir haben gute Beziehungen zu unseren Nachbarn.	We have a good relationship with our neighbors.
die Bibliothek(1)	Die Stadtbibliothek hat bereits geschlossen.	The city library has already closed.
das Bier(1)	Ein Bier, bitte!	A beer, please!
bieten(1)	Er hat mir für den alten Wagen noch 800 Euro geboten.	He offered me 800 euros for the old car.
bieten(2)	Die Firma bietet ihren Mitarbeitern die Möglichkeit, Sprachkurse zu besuchen.	The company offers its employees the opportunity to attend language courses.
das Bild(1)	Ein Bild von meinen Kindern hängt über meinem Schreibtisch.	A picture of my children hangs above my desk.
der Bildschirm(1)	Ich brauche einen größeren Bildschirm für meinen Computer.	I need a larger screen for my computer.
der Bildschirm(2)	Wir haben einen Fernsehapparat mit einem sehr großen Bildschirm.	We have a TV with a very large screen.
das Billett(1)	Ein Billett können Sie am Schalter kaufen.	You can buy a ticket at the counter.
billig(1)	Dieses Buch ist nicht ganz billig.	This book is not quite cheap.
die Biologie(1)	Meine Freundin studiert Biologie.	My friend is studying biology.
Bio-(1)	Ich kaufe nur noch Biogemüse.	I only buy organic vegetables.
bio(logisch) (1)	Biologische Lebensmittel gibt es jetzt auch im Supermarkt.	Biological foods are now also available in the supermarket.
die Birne(1)	Möchten Sie Obst? Die Birnen sind heute besonders schön.	Would you like fruit? The pears are especially nice today.
bis(1)	Die Linie 8 fährt nur bis zum Hauptbahnhof.	Line 8 only goes to the main station.
bis(2)	Bis wann können Sie bleiben?	Until when can you stay?
bis(3)	Tschüs. Bis gleich!	Bye. See you soon!
bis(4)	Einige Züge hatten bis zu zwei Stunden Verspätung.	Some trains were delayed by up to two hours.
bis(5)	Für die Renovierung brauchen wir drei bis vier Tage.	For the renovation, we need three to four days.
bis(6)	Warte hier, bis ich zurückkomme.	Wait here until I come back.
bisher(1)	Bisher ist alles in Ordnung.	So far, everything is fine.
ein bisschen(1)	Wenn Sie ein bisschen warten, können wir zusammen gehen.	If you wait a little, we can go together.
ein bisschen(2)	Möchten Sie noch ein bisschen Reis?	Would you like a little more rice?
ein bisschen(3)	Können Sie bitte ein bisschen lauter sprechen?	Can you please speak a little louder?
ein bisschen(4)	Sprechen Sie Englisch? – Ein bisschen.	Do you speak English? – A little.
bitten(1)	Darf ich Sie bitten, kurz zuzuhören?	May I ask you to listen for a moment?
die Bitte(1)	Ich habe eine Bitte. Kann ich mal Ihr Handy benutzen?	I have a request. Can I use your phone?
bitte(1)	Eine Tasse Kaffee, bitte!	A cup of coffee, please!
bitte(2)	Bitte schön!	Here you go!
bitte(3)	Wie bitte? Was haben Sie gesagt?	Pardon? What did you say?
bitte(4)	Sprechen Sie bitte langsam.	Please speak slowly.
bitter(1)	Hast du Zucker? Der Tee ist sehr bitter.	Do you have sugar? The tea is very bitter.
blass(1)	Du siehst ganz blass aus. Bist du krank?	You look very pale. Are you sick?
das Blatt(1)	Die Bäume bekommen schon gelbe Blätter.	The trees are already getting yellow leaves.
das Blatt(2)	Haben Sie ein Blatt Papier für mich?	Do you have a sheet of paper for me?
bleiben(1)	Ich bleibe heute zu Hause.	I am staying home today.
bleiben(2)	Im Juni und Juli bleibt unser Geschäft samstags geschlossen.	In June and July, our shop remains closed on Saturdays.
bleiben(3)	Bleiben Sie bitte am Apparat.	Please stay on the line.
bleiben(4)	Bleiben Sie doch sitzen!	Please stay seated!
bleiben(5)	Wir bleiben nur bis morgen.	We are staying only until tomorrow.
der Bleistift(1)	Hast du einen Bleistift für mich?	Do you have a pencil for me?
der Blick(1)	Von hier hat man einen tollen Blick über die Stadt.	From here, you have a great view of the city.
blind(1)	Er ist von Geburt an blind.	He has been blind from birth.
blitzen(1)	Gestern Abend gab es ein Gewitter. Es hat furchtbar geblitzt und gedonnert.	Last night there was a thunderstorm. It flashed and thundered terribly.
blitzen(2)	Ihre Augen blitzen vor Freude.	Her eyes are sparkling with joy.
der Blitz(1)	Was für ein Gewitter, hast du den Blitz gesehen?	What a thunderstorm, did you see the lightning?
der Blitz(2)	Hast du das Foto mit Blitz gemacht?	Did you take the photo with flash?
blond(1)	Mein Sohn ist blond.	My son is blonde.
blond(2)	Nina hat lange blonde Haare.	Nina has long blonde hair.
bloß(1)	Ich möchte nichts kaufen. Ich möchte mich bloß umsehen.	I don’t want to buy anything. I just want to look around.
bloß(2)	Komm bloß nicht zu spät. Wir müssen pünktlich am Bahnhof sein.	Just don’t be late. We need to be at the station on time.
bloß(3)	Ach, wenn ich bloß mehr verdienen würde!	Oh, if only I earned more!
blühen(1)	Die Bäume blühen schon. Es ist Frühling.	The trees are already blooming. It’s spring.
die Blume(1)	Wir haben meiner Mutter Blumen zum Geburtstag geschenkt.	We gave my mother flowers for her birthday.
die Bluse(1)	Ich hätte gerne eine weiße Bluse.	I would like a white blouse.
bluten(1)	Ich habe mich verletzt. Meine Hand blutet.	I injured myself. My hand is bleeding.
das Blut(1)	Der Verletzte hat viel Blut verloren.	The injured person lost a lot of blood.
der Boden(1)	Die Bücher lagen alle auf dem Boden.	The books were all on the floor.
der Boden(2)	Auf diesem Boden wächst Gemüse besonders gut.	Vegetables grow particularly well on this soil.
der Bogen(1)	Bitte schreiben Sie Ihren Namen auf den Antwortbogen.	Please write your name on the response sheet.
die Bohne(1)	Ich esse gern Bohnen.	I like to eat beans.
das Boot(1)	An diesem See kann man Boote mieten.	You can rent boats at this lake.
die Botschaft(1)	Das Visum habe ich von der Botschaft erhalten.	I received the visa from the embassy.
der Brief(1)	Ich schreibe nicht gern Briefe.	I don't like writing letters.
der Briefkasten(1)	Ist hier in der Nähe ein Briefkasten?	Is there a mailbox nearby?
der Briefkasten(2)	Hol bitte mal die Zeitung aus dem Briefkasten.	Please get the newspaper out of the mailbox.
die Briefmarke(1)	Briefmarken bekommen Sie am Schalter 7.	You can get stamps at counter 7.
der Briefträger(1)	War die Briefträgerin schon da?	Has the mail carrier already been here?
böse(1)	Ich habe das Buch leider vergessen. Hoffentlich bist du mir nicht böse.	I unfortunately forgot the book. I hope you’re not angry with me.
böse(2)	Mach nicht so ein böses Gesicht!	Don’t make such an angry face!
böse(3)	Ich bin böse auf dich, du bist wieder nicht gekommen!	I’m angry with you; you didn’t come again!
böse(4)	Zeig mal! Du hast dich verletzt? Das sieht aber böse aus.	Let me see! You injured yourself? That looks pretty bad.
braten(1)	Das Fleisch muss zehn Minuten braten.	The meat needs to roast for ten minutes.
braten(2)	Heute gibt’s gebratenen Fisch.	Today we have fried fish.
der Braten(1)	Der Braten ist sehr saftig.	The roast is very juicy.
der Briefumschlag(1)	Ich hätte gern 50 Briefumschläge und Briefmarken dazu.	I would like 50 envelopes and stamps to go with that.
die Brieftasche(1)	Ich habe nur Kleingeld in meiner Brieftasche.	I only have small change in my wallet.
die Brille(1)	Ich brauche eine neue Brille.	I need a new pair of glasses.
bringen(1)	Bringen Sie mir bitte ein Glas Tee!	Please bring me a glass of tea!
bringen(2)	Ich bringe dich nach Hause.	I will take you home.
bringen(3)	Die Abendzeitung hat einen Bericht über den Unfall gebracht.	The evening newspaper brought a report about the accident.
bringen(4)	Nehmen Sie noch etwas Soße zum Braten?	Would you like some more sauce for the roast?
brauchen(1)	Ich brauche ein Auto.	I need a car.
brauchen(2)	Brauchst du die Zeitung noch?	Do you still need the newspaper?
brauchen(3)	Meine Großmutter ist krank. Sie braucht viel Ruhe.	My grandmother is sick. She needs a lot of rest.
brauchen(4)	Ich habe für die Renovierung eine Woche gebraucht.	I needed a week for the renovation.
brauchen(5)	Sie brauchen morgen nicht zu kommen. Ich schaffe das alleine.	You don’t need to come tomorrow. I can handle it alone.
die Broschüre(1)	In der Broschüre finden Sie die neuesten Informationen.	In the brochure, you will find the latest information.
das Brot(1)	Brot kaufe ich immer beim Bäcker, nicht im Supermarkt.	I always buy bread from the baker, not at the supermarket.
das Brot(2)	Was möchtest du aufs Brot haben?	What would you like on your bread?
das Brot(3)	Nimm noch ein paar belegte Brote für die Fahrt mit.	Take a few more sandwiches for the trip.
brechen(1)	Er hat sich beim Skifahren verletzt, sein Bein ist gebrochen.	He injured himself skiing; his leg is broken.
brechen(2)	Ich habe mir im Urlaub das Bein gebrochen.	I broke my leg on vacation.
breit(1)	Der Teppich ist zwei Meter lang und einen Meter breit.	The carpet is two meters long and one meter wide.
die Breite(1)	Welche Maße hat der Tisch? – Länge: 1 m, Breite: 80 cm, Höhe: 1,20 m.	What are the dimensions of the table? – Length: 1 m, width: 80 cm, height: 1.20 m.
bremsen(1)	Der Mann ist ganz plötzlich über die Straße gegangen. Ich musste stark bremsen.	The man suddenly walked across the street. I had to brake hard.
die Bremse(1)	Du musst unbedingt die Bremsen kontrollieren lassen.	You definitely need to have the brakes checked.
