german word	german sentence	english translation
einmal(2)	Bitte rufen Sie morgen noch einmal an.	Please call again tomorrow.
einmal(3)	Auf einmal ging das Licht aus.	Suddenly the lights went out.
einmal(4)	Ich kann nicht alles auf einmal machen.	I can’t do everything at once.
einmal(5)	Sehen wir uns (ein)mal wieder?	Shall we see each other again?
einmal(6)	Vor Jahren habe ich (ein)mal in Wien gewohnt.	Years ago, I once lived in Vienna.
einmal(7)	Komm doch bitte (ein)mal her und hilf mir.	Please come over here and help me.
einnehmen(1)	Wie muss ich die Tropfen einnehmen?	How should I take the drops?
die Einnahme(1)	Unser Geschäft läuft gut. Unsere Einnahmen waren in diesem Monat höher als im letzten.	Our business is doing well. Our revenue was higher this month than last month.
einpacken(1)	Hast du Handtücher eingepackt?	Did you pack the towels?
einpacken(2)	Soll ich Ihnen das als Geschenk einpacken?	Should I wrap this as a gift for you?
einrichten(1)	Ich habe meine Wohnung selbst eingerichtet.	I furnished my apartment myself.
einrichten(2)	Wenn Sie Fragen haben, rufen Sie uns an. Wir haben eine extra Telefonnummer eingerichtet.	If you have any questions, call us. We have set up an extra phone number.
die Einrichtung(1)	Deine Wohnung ist sehr gemütlich, die Einrichtung gefällt mir sehr gut.	Your apartment is very cozy, I really like the furnishings.
einsam(1)	Ohne meine Familie fühle ich mich ein bisschen einsam.	Without my family, I feel a bit lonely.
einschalten(1)	Können Sie bitte die Heizung einschalten?	Can you please turn on the heating?
einschließlich(1)	Alles zusammen kostet 200 Euro einschließlich Fahrtkosten.	Everything together costs 200 euros including travel expenses.
das Einschreiben(1)	Ich habe den Brief als Einschreiben geschickt.	I sent the letter by registered mail.
einsetzen(1)	Ich glaube, wir müssen jemanden einsetzen, der sich um die Organisation kümmert.	I think we need to assign someone to take care of the organization.
einsetzen(2)	Peter hat sich dafür eingesetzt, dass ich den Job bekomme.	Peter advocated for me to get the job.
einsteigen(1)	Ab 20 Uhr vorne beim Fahrer einsteigen.	Get in at the front with the driver after 8 PM.
einsteigen(2)	Steig ein. Wir wollen losfahren.	Get in. We want to leave.
einstellen(1)	Die Firma wird in diesem Jahr drei neue Leute einstellen.	The company will hire three new people this year.
einstellen(2)	Das Gerät ist nicht richtig eingestellt.	The device is not set correctly.
eintragen(1)	Tragen Sie sich bitte in die Liste ein.	Please enter your name in the list.
eintreten(1)	Letztes Jahr bin ich in einen Sportverein eingetreten.	Last year, I joined a sports club.
der Eintritt(1)	Kinder über 10 Jahre zahlen den vollen Eintritt.	Children over 10 years old pay the full admission.
der Eintritt(2)	Der Eintritt ist frei.	Admission is free.
einverstanden(1)	Als Termin schlage ich den 3. Mai vor. – Gut, einverstanden!	I propose May 3rd as the date. – Okay, agreed!
einverstanden(2)	Bist du einverstanden, wenn wir bald nach Hause gehen?	Do you agree if we go home soon?
der Einwohner(1)	Berlin hat über drei Millionen Einwohner.	Berlin has over three million inhabitants.
die Einwohnerin(1)	Berlin hat über drei Millionen Einwohner.	Berlin has over three million inhabitants.
einzahlen(1)	Ich habe gestern Geld auf mein Bankkonto eingezahlt.	I deposited money into my bank account yesterday.
einzahlen(2)	Sie sollten die Einzahlung pünktlich machen.	You should make the deposit on time.
die Einzahlung(1)	Sie sollten die Einzahlung pünktlich machen.	You should make the deposit on time.
einzeln(1)	Dieses Mineralwasser gibt es nur als Sechserpack, nicht einzeln.	This mineral water is only available in a six-pack, not individually.
einzeln(2)	Die Schüler mussten einzeln zum Schularzt kommen.	The students had to see the school doctor individually.
einzeln(3)	z. B. Einzelkind, Einzelzimmer	e.g. only child, single room
die Einzelheit(1)	Du musst mir das in allen Einzelheiten erzählen.	You need to tell me all the details.
einzig-(1)	Wir waren die einzigen Gäste.	We were the only guests.
einzig-(2)	Das war das einzige Mal, dass ich ihn gesehen habe.	That was the only time I saw him.
einziehen(1)	Die Wohnung ist fertig. Wir können nächste Woche einziehen.	The apartment is ready. We can move in next week.
das Eis(1)	Im Winter gibt es Eis und Schnee.	In winter, there is ice and snow.
das Eis(2)	Bitte eine Cola ohne Eis.	Please a cola without ice.
das Eis(3)	Zum Nachtisch gibt es Schokoladeneis.	For dessert, there is chocolate ice cream.
die Eisenbahn(1)	Die Kinder wünschen sich eine elektrische Eisenbahn.	The children want an electric train set.
elegant(1)	Ich finde dein Kleid sehr elegant.	I find your dress very elegant.
elektrisch(1)	Wir kochen nicht mit Gas, sondern elektrisch.	We cook with electricity, not gas.
elektronisch(1)	Wir sollten die Daten elektronisch bearbeiten, sonst dauert es zu lange.	We should process the data electronically, otherwise it will take too long.
die Eltern(1)	Ich wohne noch bei meinen Eltern.	I still live with my parents.
empfangen(1)	Wir können mit unserem Fernseher über 30 Programme empfangen.	We can receive over 30 channels with our TV.
empfangen(2)	Die Gäste wurden sehr herzlich empfangen.	The guests were warmly received.
enden(1)	Die Straße endet hier.	The street ends here.
enden(2)	Das Arbeitsverhältnis endet im Mai.	The employment relationship ends in May.
das Ende(1)	Ich wohne am Ende der Straße.	I live at the end of the street.
das Ende(2)	Die nächste Prüfung findet Ende August statt.	The next exam will take place at the end of August.
das Ende(3)	Rinaldo ist Ende fünfzig.	Rinaldo is in his late fifties.
das Ende(4)	Am Dienstag gehen die Ferien zu Ende.	The holidays end on Tuesday.
endgültig(1)	Damit ist das Problem endgültig gelöst.	With that, the problem is definitively solved.
endgültig(2)	Der endgültige Termin steht noch nicht fest.	The final date has not yet been set.
endgültig(3)	Das Ergebnis ist noch nicht endgültig.	The result is not yet final.
endlich(1)	Endlich haben wir eine schöne Wohnung gefunden.	Finally, we have found a nice apartment.
endlich(2)	Haben Sie sich nun endlich entschieden?	Have you finally decided?
die Energie(1)	Wir müssen Energie sparen.	We need to save energy.
die Energie(2)	Abends habe ich keine Energie mehr, um Sport zu machen.	In the evening, I have no energy left to exercise.
eng(1)	Die Jacke ist mir zu eng.	The jacket is too tight for me.
eng(2)	Wir arbeiten mit dieser Firma eng zusammen.	We work closely with this company.
der Enkel(1)	Alle meine Enkel gehen schon zur Schule.	All my grandchildren are already in school.
die Enkelin(1)	Alle meine Enkel gehen schon zur Schule.	All my grandchildren are already in school.
entdecken(1)	Ich habe in deinem Brief noch ein paar Fehler entdeckt.	I found a few mistakes in your letter.
entfernen(1)	Der Müll muss dringend entfernt werden.	The trash must be removed urgently.
entfernen(2)	Das Hotel liegt etwa 100 m vom Strand entfernt.	The hotel is about 100 meters from the beach.
die Entfernung(1)	Aus dieser Entfernung ist das nicht zu erkennen.	From this distance, it cannot be recognized.
entgegenkommen(1)	Auf dem Weg nach Hause ist mir mein Nachbar entgegengekommen.	On the way home, my neighbor came towards me.
entgegenkommen(2)	Können Sie mir mit dem Preis entgegenkommen?	Can you make a concession on the price?
enthalten(1)	Diese Schokolade enthält nur sehr wenig Zucker.	This chocolate contains very little sugar.
enthalten(2)	Ist die Änderung im Preis enthalten?	Is the change included in the price?
entlang(1)	Gehen Sie diese Straße entlang. Dann kommen Sie direkt zum Bahnhof.	Walk along this street. Then you will come directly to the train station.
entlassen(1)	Die Operation ist gut gelaufen. Wir können Sie nächste Woche aus dem Krankenhaus entlassen.	The operation went well. We can discharge you from the hospital next week.
entlassen(2)	Die Firma hat viele Mitarbeiter entlassen.	The company has laid off many employees.
die Entlassung(1)	Seine Entlassung aus der Firma kam überraschend.	His dismissal from the company came as a surprise.
entscheiden(1)	Das kann ich nicht allein entscheiden, da muss ich erst fragen.	I cannot decide that alone; I need to ask first.
entscheiden(2)	Für welchen Anzug haben Sie sich entschieden?	Which suit did you choose?
die Entscheidung(1)	Diese wichtige Entscheidung möchte ich zuerst mit meinem Mann besprechen.	I want to discuss this important decision with my husband first.
unentschieden(1)	Es steht unentschieden zwischen den beiden Mannschaften.	It is a draw between the two teams.
unentschieden(2)	Ich bin noch immer unentschieden, was ich morgen tun soll.	I am still undecided about what to do tomorrow.
sich entschließen(1)	Mein Nachbar hat sich nun doch entschlossen, sein Auto zu verkaufen.	My neighbor has finally decided to sell his car.
sich entschließen(2)	Ich bin fest entschlossen, diese Ausbildung fertigzumachen.	I am determined to complete this training.
entschuldigen(1)	Entschuldigen Sie bitte, dass ich Sie störe. Aber es gibt ein Problem.	Please excuse me for bothering you. But there is a problem.
entschuldigen(2)	Herr Meier lässt sich entschuldigen, er ist stark erkältet.	Mr. Meier apologizes; he has a severe cold.
die Entschuldigung(1)	Oh, Entschuldigung! – Macht nichts. Kein Problem.	Oh, excuse me! – It’s okay. No problem.
entsorgen(1)	Wie kann ich meine alte Kaffeemaschine entsorgen?	How can I dispose of my old coffee machine?
entspannend(1)	Der Urlaub war sehr entspannend.	The vacation was very relaxing.
entstehen(1)	Hier entsteht ein neues Einkaufszentrum.	A new shopping center is being built here.
entstehen(2)	Andere Kosten entstehen nicht.	No other costs are incurred.
enttäuschen(1)	Leider hat mich sein Verhalten enttäuscht.	Unfortunately, his behavior disappointed me.
enttäuschen(2)	Wir waren von dem Konzert sehr enttäuscht.	We were very disappointed with the concert.
enttäuschen(3)	Das Ergebnis war enttäuschend.	The result was disappointing.
die Enttäuschung(1)	Das Endspiel war eine große Enttäuschung.	The final game was a big disappointment.
entweder ... oder(1)	Nur einer kann gewinnen, entweder du oder ich.	Only one can win, either you or I.
entwickeln(1)	Unser Sohn entwickelt sich gut in der Schule.	Our son is developing well in school.
entwickeln(2)	Die Firma hat ein neues Produkt entwickelt.	The company has developed a new product.
die Entwicklung(1)	Genug Schlaf ist wichtig für die Entwicklung Ihres Kindes.	Enough sleep is important for your child's development.
die Erde(1)	Die Pflanzen brauchen neue Erde.	The plants need new soil.
die Erde(2)	Mein Sohn hat das Glas auf die Erde fallen lassen.	My son dropped the glass on the floor.
die Erde(3)	An der Konferenz nehmen Vertreter aus fast allen Ländern der Erde teil.	Representatives from almost all countries of the world are participating in the conference.
der Erdapfel(1)	Kann ich bitte noch Erdäpfel bekommen?	Can I please get some more potatoes?
das Erdgeschoss(1)	Unsere Wohnung befindet sich im Erdgeschoss.	Our apartment is on the ground floor.
das Ereignis(1)	Alle Zeitungen haben über diese Ereignisse berichtet.	All newspapers reported on these events.
das Ereignis(2)	Das Konzert war ein großes Ereignis.	The concert was a major event.
sich ereignen(1)	Der Unfall ereignete sich am frühen Morgen.	The accident occurred early in the morning.
erfahren(1)	Wann erfahren wir das Ergebnis der Prüfung?	When will we find out the result of the exam?
die Erfahrung(1)	Ich habe zehn Jahre Erfahrung in diesem Beruf.	I have ten years of experience in this profession.
die Erfahrung(2)	Mit diesem Gerät haben wir gute Erfahrungen gemacht.	We have had good experiences with this device.
erfinden(1)	Das Rad wurde vor ca. 6000 Jahren erfunden.	The wheel was invented about 6000 years ago.
die Erfindung(1)	Die Erfindung des Buchdrucks war sehr wichtig für die Menschen.	The invention of the printing press was very important for people.
der Erfolg(1)	Der Film war ein großer Erfolg.	The film was a great success.
der Erfolg(2)	Ich wünsche Ihnen viel Erfolg bei der Prüfung.	I wish you much success in the exam.
erfolgreich(1)	Mein Großvater war ein erfolgreicher Geschäftsmann.	My grandfather was a successful businessman.
erforderlich(1)	Hier ist die Liste der erforderlichen Zutaten für den Kuchen.	Here is the list of required ingredients for the cake.
erforderlich(2)	Es ist erforderlich, dass man den Pass persönlich abholt.	It is necessary to pick up the passport in person.
erfordern(1)	Dieser Job erfordert viel Kraft.	This job requires a lot of strength.
erfüllen(1)	Sie müssen den Vertrag in allen Punkten erfüllen.	You must fulfill the contract in all respects.
erfüllen(2)	Wir erfüllen Ihnen jeden Wunsch.	We will fulfill every wish of yours.
ergänzen(1)	Ergänzen Sie bitte die fehlenden Angaben.	Please fill in the missing information.
das Ergebnis(1)	Ein so gutes Ergebnis hat uns alle überrascht.	Such a good result surprised us all.
erhalten(1)	Ihr Schreiben vom 3. Januar haben wir erhalten.	We have received your letter of January 3rd.
erhöhen(1)	Die Regierung wird sicher bald wieder die Steuern erhöhen.	The government will surely raise taxes again soon.
erhöhen(2)	Die Zahl der Unfälle hat sich stark erhöht.	The number of accidents has increased significantly.
die Erhöhung(1)	Wir streiken für eine Lohnerhöhung.	We are striking for a wage increase.
sich erholen(1)	Im Urlaub habe ich mich sehr gut erholt.	I rested very well on vacation.
sich erholen(2)	Er hat sich nach dem Unfall sehr schnell wieder erholt.	He recovered very quickly after the accident.
die Erholung(1)	Ich habe zu viel gearbeitet. Jetzt brauche ich etwas Erholung.	I have worked too much. Now I need some rest.
erinnern(1)	Bitte, erinnern Sie mich noch einmal an den Termin.	Please remind me again about the appointment.
erinnern(2)	Ich erinnere mich noch genau an Francescos Vater.	I still remember Francesco’s father very clearly.
die Erinnerung(1)	An diese Zeit habe ich viele schöne Erinnerungen.	I have many fond memories of that time.
sich erkälten(1)	Der Junge hat sich beim Baden erkältet.	The boy caught a cold while swimming.
sich erkälten(2)	Ich bin stark erkältet.	I have a severe cold.
die Erkältung(1)	Du hast eine schlimme Erkältung!	You have a bad cold!
erkennen(1)	Ich habe Roberto gleich an seiner Stimme erkannt.	I recognized Roberto immediately by his voice.
erkennen(2)	Auf dem Foto kann man kaum etwas erkennen.	You can hardly recognize anything in the photo.
erkennen(3)	Ich habe erkannt, dass es ein Fehler war, den Kurs nicht fertigzumachen.	I realized that it was a mistake not to finish the course.
erklären(1)	Kannst du mir erklären, wie man diesen Apparat bedient?	Can you explain to me how to operate this device?
erklären(2)	Ich kann mir nicht erklären, wie der Brief verschwinden konnte.	I cannot explain how the letter could have disappeared.
die Erklärung(1)	Hast du schon die Steuererklärung gemacht?	Have you already done the tax return?
die Erklärung(2)	Die Erklärung der Lehrerin ist besser als die Erklärung im Buch.	The teacher’s explanation is better than the explanation in the book.
sich erkundigen(1)	Hast du dich schon nach einem Zug erkundigt?	Have you inquired about a train yet?
sich erkundigen(2)	Ich möchte mich erkundigen, wie es Ihnen geht.	I would like to inquire how you are doing.
erlauben(1)	Ich erlaube meinen Kindern nicht, so lange fernzusehen.	I do not allow my children to watch TV for so long.
erlauben(2)	Parken ist hier nicht erlaubt.	Parking is not allowed here.
die Erlaubnis(1)	Sie hätten ihn vorher um Erlaubnis bitten müssen.	You should have asked him for permission beforehand.
erleben(1)	In unserem Urlaub haben wir viel Schönes erlebt.	We experienced a lot of wonderful things on our vacation.
das Erlebnis(1)	Die Reise war ein tolles Erlebnis.	The trip was a great experience.
erledigen(1)	Diese zwei Pakete müssen zur Post. Könntest du das für mich erledigen?	These two packages need to be taken to the post office. Could you handle that for me?
erleichtern(1)	Ich bin erleichtert, dass alles so gut geklappt hat.	I am relieved that everything worked out so well.
erleichtern(2)	Das Internet erleichtert mir die Arbeit sehr.	The internet makes my work much easier.
die Ermäßigung(1)	Es gibt eine Ermäßigung für Kinder und Senioren.	There is a discount for children and seniors.
ernähren(1)	Wie ernähre ich mich richtig?	How do I eat properly?
ernähren(2)	Meine Eltern müssen beide arbeiten, um die Familie zu ernähren.	My parents both have to work to support the family.
die Ernährung(1)	Ich finde eine gesunde Ernährung wichtig.	I find a healthy diet important.
es(3)	Es wurden bei der Diskussion viele Fragen gestellt.	Many questions were asked during the discussion.
es(4)	Wer ist da? – Ich bin’s.	Who’s there? – It’s me.
es(5)	Mir geht es gut.	I’m doing well.
es(6)	Ich finde es sehr nett von Ihnen, dass Sie mich abholen.	I think it's very kind of you to pick me up.
es(7)	Es macht Spaß, zusammen ein Picknick zu machen.	It’s fun to have a picnic together.
essen(1)	Haben Sie schon zu Mittag gegessen?	Have you had lunch yet?
essen(2)	Ich esse gern Bananen.	I like to eat bananas.
essen(3)	Was gibt es heute zu essen?	What is there to eat today?
das Essen(1)	Darf ich Sie zum Essen einladen?	May I invite you to a meal?
das Essen(2)	Das Essen ist kalt geworden.	The food has gone cold.
der Essig(1)	Am Salat fehlt noch etwas Essig.	The salad needs a bit more vinegar.
die Etage(1)	Das Büro ist in der 3. Etage, Zimmer 305.	The office is on the 3rd floor, Room 305.
etwa(1)	Von hier sind es etwa zwanzig Kilometer.	It’s about twenty kilometers from here.
etwa(2)	Von zu Hause brauche ich etwa 10 Minuten bis zur Arbeit.	It takes about 10 minutes from home to work.
etwa(3)	Du bist doch nicht etwa krank?	You’re not sick, are you?
etwas(1)	Ich muss dir etwas erzählen.	I have to tell you something.
etwas(2)	Ich habe nur Tee. Etwas anderes kann ich Ihnen leider nicht anbieten.	I only have tea. Unfortunately, I can’t offer you anything else.
etwas(3)	Haben Sie etwas zum Schreiben?	Do you have something to write with?
etwas(4)	Wollen wir mit dem Nachtisch noch etwas warten?	Shall we wait a little longer with the dessert?
etwas(5)	So etwas habe ich noch nie gehört.	I have never heard anything like that before.
etwas(6)	Ich habe etwas Gutes für dich gekocht.	I have cooked something good for you.
eventuell(1)	Ich komme eventuell etwas später.	I might come a bit later.
ewig(1)	Ich warte schon ewig auf mein neues Auto!	I’ve been waiting forever for my new car!
der Experte(1)	Ich verstehe ein bisschen was von Computern. Aber ich bin kein Experte.	I know a little about computers, but I am not an expert.
der Export(1)	Hier ist die Firma Schulz, Import und Export.	This is Schulz Company, Import and Export.
der Export(2)	Sonja arbeitet in der Exportabteilung.	Sonja works in the export department.
extra(1)	Die Getränke kosten extra.	The drinks cost extra.
extra(2)	Warum sind Sie nicht gekommen? Ich habe extra auf Sie gewartet.	Why didn’t you come? I waited specifically for you.
extrem(1)	Die Prüfung war extrem schwer.	The exam was extremely difficult.

