german word	german sentence	english translation
das Gebäck(1)	Das Gebäck ist ganz frisch.	The pastry is very fresh.
das Gebiet(1)	In diesem Gebiet gibt es kaum Industrie.	There is hardly any industry in this area.
das Gebiet(2)	Die Zeitschrift berichtet regelmäßig über Fortschritte auf dem Gebiet der Medizin.	The magazine regularly reports on progress in the field of medicine.
das Gebirge(1)	Wir haben unseren Urlaub im Gebirge verbracht.	We spent our vacation in the mountains.
geboren werden(1)	Wann und wo sind Sie geboren?	When and where were you born?
gebrauchen(1)	Wir können diese Möbel gut gebrauchen.	We can make good use of this furniture.
gebrauchen(2)	Ich habe den Wagen gebraucht gekauft.	I bought the car second-hand.
gebrauchen(3)	Ich suche eine gebrauchte Waschmaschine.	I’m looking for a used washing machine.
die Gebrauchsanweisung(1)	Lesen Sie bitte zuerst die Gebrauchsanweisung.	Please read the user manual first.
die Gebühr(1)	Die Gebühr liegt bei 60 Euro.	The fee is 60 euros.
die Geburt(1)	Wir gratulieren zur Geburt eures Kindes!	Congratulations on the birth of your child!
der Geburtstag(1)	Herzlichen Glückwunsch zum Geburtstag!	Happy Birthday!
das Gedicht(1)	Kennst du ein schönes Gedicht?	Do you know a nice poem?
die Geduld(1)	Bitte haben Sie etwas Geduld.	Please have some patience.
geehrt(1)	Sehr geehrte Damen und Herren, …	Dear ladies and gentlemen, …
geeignet(1)	Dieses Spiel ist nicht für Kinder unter drei Jahren geeignet.	This game is not suitable for children under three years old.
die Gefahr(1)	Betreten der Baustelle auf eigene Gefahr.	Enter the construction site at your own risk.
gefährlich(1)	Achtung, hier ist eine gefährliche Kurve!	Caution, there is a dangerous curve here!
gefährlich(2)	Du darfst nicht bei Rot über die Straße gehen. Das ist gefährlich.	You must not cross the street on a red light. That is dangerous.
gefallen(1)	Wie gefällt es Ihnen hier?	How do you like it here?
gefallen(2)	Der Pullover gefällt mir gut.	I like the sweater.
sich etwas gefallen lassen(1)	Das würde ich mir nicht gefallen lassen.	I wouldn’t tolerate that.
das Gefängnis(1)	Er wurde zu fünf Jahren Gefängnis verurteilt.	He was sentenced to five years in prison.
das Gefühl(1)	Ich glaube, ich schaffe die Prüfung. Ich habe ein gutes Gefühl.	I think I’ll pass the exam. I have a good feeling.
gegen(1)	Ich bin gegen einen Baum gefahren.	I crashed into a tree.
gegen(2)	Das ist gegen die Vorschrift.	That is against the rules.
gegen(3)	Haben Sie ein Mittel gegen Grippe?	Do you have a remedy for the flu?
gegen(4)	Wir liefern nur gegen bar.	We only deliver for cash.
gegen(5)	Ich bin gegen 14 Uhr wieder da.	I’ll be back around 2 PM.
gegen(6)	Ich bin gegen diesen Vorschlag.	I am against this proposal.
gegen(7)	Wer spielt gegen wen?	Who is playing against whom?
der Gegner(1)	Sie ist eine Gegnerin von …	She is an opponent of ...
gegenüber(1)	Das Geschäft liegt direkt gegenüber der Post.	The store is directly opposite the post office.
gegenüber(2)	Dem Gast gegenüber ist das Rauchen nicht höflich.	Smoking is not polite towards the guest.
gegenüber(3)	Das Café liegt gegenüber vom Bahnhof.	The café is across from the train station.
das Gehalt(1)	Ich bin mit meinem Gehalt zufrieden.	I am satisfied with my salary.
das Geheimnis(1)	Das kann ich dir nicht sagen. Das ist ein Geheimnis.	I can't tell you. It's a secret.
geheim(1)	Das ist geheim. Du darfst es niemandem sagen.	It's confidential. You mustn't tell anyone.
gehen(1)	Ich gehe jeden Morgen zu Fuß zur Arbeit.	I walk to work every morning.
gehen(2)	Meine Tochter geht noch aufs Gymnasium.	My daughter is still attending high school.
gehen(3)	Ich muss jetzt leider gehen.	I’m afraid I have to go now.
gehen(4)	Ein Freund von mir geht ins Ausland.	A friend of mine is going abroad.
gehen(5)	Der nächste Zug geht erst in zwei Stunden.	The next train leaves in two hours.
gehen(6)	Am Anfang ging alles ganz gut.	At first, everything went quite well.
gehen(7)	Geht Ihre Uhr richtig?	Does your watch keep time correctly?
gehen(8)	Geht das bis morgen? – Nein, das geht nicht. Ich brauche mehr Zeit.	Can this be done by tomorrow? – No, it cannot. I need more time.
gehen(9)	Der Mantel geht nicht mehr in den Koffer.	The coat no longer fits in the suitcase.
gehen(10)	Das Fenster geht auf die Straße.	The window faces the street.
gehen(11)	Geht es hier zum Zentrum?	Does this lead to the center?
gehen(12)	Wie geht es Ihnen heute?	How are you today?
gehen(13)	Ist das sehr teuer? – Es geht.	Is it very expensive? – It’s okay.
gehen(14)	Um was geht es denn?	What is it about?
gehen(15)	Warum geht das Licht nicht?	Why isn’t the light working?
gehen(16)	Ich weiß nicht, wie das geht.	I don’t know how it works.
gehen(17)	Tierversuchen.	Animal testing.
die Gegend(1)	Der Schwarzwald ist eine sehr schöne Gegend.	The Black Forest is a very beautiful area.
die Gegend(2)	Die Schule muss hier in der Gegend sein.	The school must be around here.
der Gegensatz(1)	Diese beiden Meinungen stehen in starkem Gegensatz zueinander.	These two opinions are in strong contrast to each other.
der Gegensatz(2)	Im Gegensatz zu ihm ist sein Vater ziemlich klein.	In contrast to him, his father is quite short.
der Geldautomat(1)	Ich hole noch Geld vom Geldautomaten.	I’m going to get money from the ATM.
der Gegenstand(1)	Ich schließe meine persönlichen Gegenstände im Schwimmbad lieber in ein Fach ein.	I prefer to lock my personal items in a compartment at the swimming pool.
der Gegenstand(2)	Eine Durchsage der Polizei: Auf der A8 liegen Gegenstände auf der Fahrbahn.	An announcement from the police: Objects are lying on the road on the A8.
das Gegenteil(1)	Das Gegenteil von „klein“ ist „groß“.	The opposite of “small” is “big”.
das Gegenteil(2)	Sie ist das genaue Gegenteil von ihrem Bruder.	She is the exact opposite of her brother.
das Gegenteil(3)	Du bist sicher müde. – Nein, ganz im Gegenteil!	You must be tired. – No, quite the opposite!
die Geldbörse(1)	Ich habe nur Kleingeld in meiner Geldbörse.	I only have small change in my wallet.
die Gelegenheit(1)	Das Fest ist eine gute Gelegenheit, unsere Freunde zu sehen.	The party is a good opportunity to see our friends.
gelingen(1)	Es ist mir gelungen, meinen Chef zu überzeugen.	I managed to convince my boss.
gelten(1)	Mein Pass gilt noch ein Jahr.	My passport is valid for another year.
gelten(2)	Bitte diesen Zettel gut aufheben: Er gilt als Garantie.	Please keep this note safe: It serves as a guarantee.
gemeinsam(1)	Du musst die Wohnung renovieren? Ich helfe dir. Wir können das gemeinsam machen.	You need to renovate the apartment? I’ll help you. We can do it together.
gemeinsam(2)	Wir benutzen die Garage gemeinsam mit dem Nachbarn.	We share the garage with the neighbor.
die Gemeinschaft(1)	Rauchen ist in den Gemeinschaftsräumen nicht erlaubt.	Smoking is not allowed in the common areas.
das Gemüse(1)	Wir kaufen das Gemüse direkt beim Bauern.	We buy the vegetables directly from the farmer.
gemütlich(1)	Wir haben eine sehr gemütliche Wohnung.	We have a very cozy apartment.
gemütlich(2)	Es ist sehr gemütlich bei dir.	It’s very cozy at your place.
genau(1)	Haben Sie die genaue Zeit?	Do you have the exact time?
genau(2)	Sind Sie sicher, dass heute Ruhetag ist? – Ja, das weiß ich genau.	Are you sure today is a day off? – Yes, I know that for sure.
genau(3)	Die Uhr geht genau.	The clock is accurate.
genau(4)	Es ist genau acht Uhr.	It’s exactly eight o'clock.
genauso(1)	Katarina sieht genauso aus wie ihre Schwester.	Katarina looks just like her sister.
genehmigen(1)	Mein Chef hat mir sechs Wochen Urlaub genehmigt.	My boss approved six weeks of vacation for me.
die Generation(1)	In diesem Haus wohnen drei Generationen zusammen.	Three generations live together in this house.
genießen(1)	Er kann das Essen leider nicht genießen, weil es zu scharf ist.	He cannot enjoy the food because it is too spicy.
genießen(2)	Sie hat eine gute Ausbildung genossen.	She received a good education.
genug(1)	Es ist noch genug Suppe da.	There is still enough soup.
genug(2)	Ich habe jetzt lange genug gewartet.	I have waited long enough.
genug(3)	Ich verdiene nicht genug.	I don’t earn enough.
genügen(1)	Wie viele Zimmer brauchen Sie? – Mir genügt eine 2-Zimmer-Wohnung.	How many rooms do you need? – A 2-room apartment is enough for me.
das Gepäck(1)	Ich habe mein Gepäck am Bahnhof gelassen.	I left my luggage at the train station.
gerade(1)	Das Bild hängt nicht gerade.	The picture is not hanging straight.
gerade(2)	Kannst du später noch mal anrufen? Wir sind gerade beim Essen.	Can you call back later? We are currently having a meal.
geradeaus(1)	Fahren Sie geradeaus bis zur nächsten Kreuzung.	Drive straight ahead until the next intersection.
das Gerät(1)	Ich kaufe meine Elektrogeräte immer gebraucht. Das ist viel billiger.	I always buy my electrical appliances used. It’s much cheaper.
gerecht(1)	Lass uns den Kuchen gerecht verteilen.	Let’s divide the cake fairly.
das Gericht(1)	Ich habe heute Vormittag einen Termin beim Gericht.	I have an appointment at the court this morning.
das Gericht(2)	Mein Lieblingsgericht ist Pizza.	My favorite dish is pizza.
gering(1)	Unsere Mannschaft hatte nur eine geringe Chance.	Our team had only a slight chance.
gering(2)	Wenn Sie ein geringes Einkommen haben, zahlen Sie nur wenig Steuern.	If you have a low income, you pay only a little tax.
gern/gerne(1)	Ich helfe Ihnen gern.	I’m happy to help you.
gern/gerne(2)	Kaffee oder Tee? – Ich möchte lieber einen Tee.	Coffee or tea? – I would prefer tea.
gern/gerne(3)	Am liebsten trinke ich Kaffee.	I like to drink coffee the most.
gesamt-/Gesamt-(1)	Ich habe meine gesamten Bücher verschenkt.	I gave away all my books.
gesamt-/Gesamt-(2)	z. B. Gesamtgewicht, Gesamtsumme	e.g. total weight, total amount
das Geschäft(1)	Die Geschäfte schließen um 18.30 Uhr.	The stores close at 6:30 PM.
das Geschäft(2)	Wissen Sie, wo hier ein Schuhgeschäft ist?	Do you know where there is a shoe store?
geschehen(1)	Vielen Dank für Ihre Hilfe. – Gern geschehen.	Thank you for your help. – You’re welcome.
das Geschenk(1)	Vielen Dank für das Geschenk.	Thank you very much for the gift.
die Geschichte(1)	Ich interessiere mich nicht für Geschichte.	I’m not interested in history.
die Geschichte(2)	Abends erzähle ich meinen Kindern immer eine Geschichte.	In the evenings, I always tell my children a story.
geschieden(1)	Ich bin seit drei Jahren geschieden.	I have been divorced for three years.
das Geschirr(1)	Für die Geburtstagsfeier brauche ich Geschirr für zwölf Personen.	I need dishes for twelve people for the birthday party.
das Geschlecht(1)	Bitte kreuzen Sie an: „Geschlecht: weiblich/männlich“.	Please tick: Gender: female/male.
der Geschmack(1)	Ich möchte bitte Kaugummi mit Erdbeergeschmack.	I would like chewing gum with strawberry flavor, please.
die Geschwindigkeit(1)	Das Auto fuhr mit zu hoher Geschwindigkeit.	The car was driving at too high a speed.
die Geschwindigkeitsbeschränkung(1)	Bitte beachten Sie die Geschwindigkeitsbeschränkungen.	Please observe the speed limits.
die Geschwister(1)	Die Geschwister sehen sich nur selten.	The siblings see each other only rarely.
die Gesellschaft(1)	Er will die Gesellschaft verändern.	He wants to change society.
die Gesellschaft(2)	Meine Frau arbeitet bei einer Versicherungsgesellschaft.	My wife works for an insurance company.
die Gesellschaft(3)	Ich fühle mich in großer Gesellschaft wohl.	I feel comfortable in large company.
das Gesetz(1)	Das Parlament hat ein neues Gesetz beschlossen.	The parliament has passed a new law.
das Gesicht(1)	Wasch dir bitte das Gesicht.	Please wash your face.
das Gesicht(2)	Mach doch kein so trauriges Gesicht!	Don’t make such a sad face!
gespannt(1)	Ich bin gespannt, wer bei diesem Spiel gewinnt.	I am curious who will win this game.
das Gespräch(1)	Herr Müller ist gerade in einem Gespräch.	Mr. Müller is currently in a conversation.
das Gespräch(2)	Ich erwarte ein Gespräch aus Berlin.	I’m expecting a call from Berlin.
gestern(1)	Ich bin erst gestern zurückgekommen.	I just came back yesterday.
gesund(1)	Ich hatte Grippe. Jetzt bin ich wieder gesund.	I had the flu. Now I am healthy again.
gesund(2)	Zu viel Zucker ist nicht gesund.	Too much sugar is not healthy.
die Gesundheit(1)	Sie müssen mehr auf Ihre Gesundheit achten.	You need to pay more attention to your health.
die Gesundheit(2)	Gesundheit! Sind Sie erkältet?	Bless you! Are you catching a cold?
das Getränk(1)	Besorgst du bitte die Getränke?	Could you please get the drinks?
das Getränk(2)	Bitte die Getränkekarte!	Please bring the drink menu!
das Getränk(3)	Mein Lieblingsgetränk ist Tomatensaft.	My favorite drink is tomato juice.
die Gewalt(1)	Ich mag keine Filme, in denen Gewalt vorkommt.	I don't like movies that feature violence.
die Gewalt(2)	Die Tür ließ sich nur mit Gewalt öffnen.	The door could only be opened with force.
die Gewerkschaft(1)	Die Gewerkschaft vertritt die Interessen der Arbeitnehmer.	The union represents the interests of employees.
das Gewicht(1)	Wie teuer ist das Päckchen? – Das hängt vom Gewicht ab.	How much does the parcel cost? – It depends on the weight.
das Gewicht(2)	Sie dürfen Gepäck bis zu einem Gewicht von 15 kg mitnehmen.	You are allowed to carry luggage up to a weight of 15 kg.
gewinnen(1)	Ich möchte so gern einmal im Lotto gewinnen.	I would really like to win the lottery someday.
gewinnen(2)	Unsere Mannschaft hat gewonnen.	Our team won.
der Gewinn(1)	Ich habe bei einem Ratespiel mitgemacht. Der Hauptgewinn ist ein Auto.	I participated in a quiz game. The grand prize is a car.
das Gewissen(1)	Ich habe deinen Geburtstag vergessen. Ich habe ein ganz schlechtes Gewissen.	I forgot your birthday. I feel very guilty.
das Gewitter(1)	Es wird gleich ein Gewitter geben.	A thunderstorm is about to happen.
gewöhnen(1)	Wir haben uns an das Leben hier gewöhnt.	We have adapted to life here.
gewöhnen(2)	Ich bin daran gewöhnt, früh aufzustehen.	I am used to getting up early.
die Gewohnheit(1)	Er hat die Gewohnheit, morgens zuerst die Post zu erledigen.	He has the habit of handling the mail first thing in the morning.
die Gewohnheit(2)	Aus alter Gewohnheit treffen wir uns jeden Samstagabend.	Out of old habit, we meet every Saturday evening.
gewohnt(1)	Ich bin gewohnt, früh ins Bett zu gehen.	I am used to going to bed early.
gewöhnlich(1)	Um die Zeit ist er gewöhnlich zu Hause.	At this time, he is usually at home.
das Gewürz(1)	Von den scharfen Gewürzen bekommt man Durst.	Spicy seasonings make you thirsty.
gießen(1)	Es hat nicht geregnet. Ich muss meine Blumen gießen.	It hasn’t rained. I need to water my flowers.
das Gift(1)	Vorsicht, das Gift dieser Pflanze ist für Menschen gefährlich!	Caution, the poison of this plant is dangerous to humans!
giftig(1)	Vorsicht, das ist giftig!	Caution, that is poisonous!
die Gitarre(1)	Ich spiele seit drei Jahren Gitarre.	I have been playing the guitar for three years.
die Glace/Glacé(1)	Zum Dessert gibt es Schokoladenglace.	For dessert, there is chocolate ice cream.
das Glas(1)	Vorsicht, die Kanne ist aus Glas!	Caution, the jug is made of glass!
das Glas(2)	Eine Flasche Mineralwasser und zwei Gläser bitte!	A bottle of mineral water and two glasses, please!
das Glas(3)	Ein Glas Bier bitte.	A glass of beer, please.
glatt(1)	Fahr vorsichtig! Es ist glatt.	Drive carefully! It’s slippery.
glauben(1)	Ich glaube, der Chef ist heute nicht im Büro.	I believe the boss is not in the office today.
glauben(2)	Er glaubt mir nicht, dass ich schon um 8 Uhr hier war.	He doesn’t believe me that I was here at 8 o'clock.
glauben(3)	Glaubst du an Zufälle?	Do you believe in coincidences?
gleich(1)	Ich komme gleich.	I’ll be right there.
gleich(2)	Wir sind gleich alt.	We are the same age.
gleich(3)	Es ist mir ganz gleich, was Sie von mir denken.	I don’t care what you think of me.
gleich(4)	Wir haben das gleiche Hemd an.	We are wearing the same shirt.
gleichfalls(1)	Schöne Feiertage! – Danke, gleichfalls.	Happy holidays! – Thank you, same to you.
gleichberechtigt(1)	Mann und Frau sind gleichberechtigt.	Men and women are equal.
gleichzeitig(1)	Ich kann nicht alles gleichzeitig machen.	I can’t do everything at the same time.
das Gleis(1)	Der Zug fährt heute von Gleis 7 ab.	The train departs from platform 7 today.
das Glück(1)	Du hast dich nicht verletzt. Da hast du Glück gehabt.	You didn’t get hurt. You were lucky.
das Glück(2)	Viel Glück bei der Prüfung!	Good luck with the exam!
das Glück(3)	Es hat geregnet. Zum Glück hatte ich einen Regenschirm dabei.	It rained. Luckily, I had an umbrella with me.
glücklich(1)	Meine Schwester hat geheiratet und ist sehr glücklich.	My sister got married and is very happy.
glücklich(2)	Ich wünsche Ihnen ein glückliches neues Jahr.	I wish you a happy New Year.
glücklich(3)	Ich bin glücklich verheiratet.	I am happily married.
der Glückwunsch(1)	Herzlichen Glückwunsch zum Geburtstag!	Happy birthday!
das Gold(1)	Ist der Ring aus Gold? Nein, der sieht nur so aus.	Is the ring made of gold? No, it just looks like it.
Golf, das Golfspiel(1)	Kannst du Golf spielen?	Can you play golf?
der Gott(1)	Glaubst du an Gott?	Do you believe in God?
der Gott(2)	Gott sei Dank ist ihm nichts passiert.	Thank God nothing happened to him.
die Grafik(1)	Die Grafik zeigt die Temperaturen im letzten Jahr.	The graph shows the temperatures from last year.
das Gras(1)	Wir lagen den ganzen Tag im Gras.	We lay in the grass all day.
gratulieren(1)	Ich gratuliere euch zur Geburt eurer Tochter.	Congratulations on the birth of your daughter.
die Gratulation(1)	Herzliche Gratulation! Sie haben gewonnen!	Heartfelt congratulations! You won!
gratis(1)	Diese Reparatur kostet Sie gar nichts, wir machen das gratis für Sie.	This repair costs you nothing; we do it for free.
greifen(1)	Greifen Sie doch zu!	Help yourself!
die Grenze(1)	An der Grenze musst du deinen Ausweis zeigen.	At the border, you need to show your ID.
grillen(1)	Heute wollen wir im Garten grillen.	Today we want to grill in the garden.
grillieren(1)	Heute wollen wir im Garten grillieren.	Today we want to grill in the garden.
der Grill(1)	Kannst du mir deinen Grill leihen? Wir wollen am Wochenende ein Picknick machen.	Can you lend me your grill? We want to have a picnic this weekend.
die Grippe(1)	Ich habe eine Grippe und kann leider nicht kommen.	I have the flu and unfortunately cannot come.
groß(1)	Wir haben einen großen Garten.	We have a large garden.
groß(2)	Wie groß sind Sie?	How tall are you?
groß(3)	Die Jacke ist mir zu groß.	The jacket is too big for me.
groß(4)	Wenn die Kinder groß sind, haben wir wieder mehr Zeit.	When the children are grown, we will have more time again.
groß(5)	Ich habe keinen großen Hunger.	I’m not very hungry.
Groß-(1)	z.B. die Großeltern, die Großmutter, der Großvater	e.g., grandparents, grandmother, grandfather
die Größe(1)	Welche Größe haben Sie?	What size are you?
die Größe(2)	Größe: 170 cm	Size: 170 cm
die Größe(3)	Haben Sie das Hemd auch in Größe 40?	Do you have the shirt in size 40?
gründen(1)	Frau Bauer hat eine eigene Firma gegründet.	Mrs. Bauer has started her own company.
der Grund(1)	Sie haben Ihre Stelle gekündigt. Aus welchem Grund?	You quit your job. For what reason?
der Grund(2)	Sie haben keinen Grund, sich zu beschweren.	You have no reason to complain.
gründlich(1)	Ich möchte die Wohnung gründlich reinigen, bevor der Besuch kommt.	I want to clean the apartment thoroughly before the guests arrive.
gründlich(2)	Waschen Sie sich gründlich die Hände.	Wash your hands thoroughly.
das Grundstück(1)	Wir wollen ein Haus bauen und suchen ein günstiges Grundstück.	We want to build a house and are looking for a cheap plot of land.
die Gruppe(1)	Für Gruppen gibt es eine Ermäßigung.	There is a discount for groups.
grüßen(1)	Wer war die Frau, die du eben gegrüßt hast?	Who was the woman you just greeted?
grüßen(2)	Ich soll Sie von Frau Meier grüßen.	I should greet you from Mrs. Meier.
der Gruß(1)	Schönen Gruß an Ihren Mann.	Say hello to your husband.
der Gruß(2)	Viele Grüße an Ihre Frau.	Best regards to your wife.
der Gruß(3)	Mit freundlichen Grüßen	Kind regards
gucken(1)	Guck doch mal! Es schneit.	Look! It’s snowing.
gucken(2)	Was bedeutet dieses Wort? – Guck doch im Wörterbuch nach.	What does this word mean? – Look it up in the dictionary.
gültig(1)	Mein Pass ist nur noch zwei Monate gültig.	My passport is only valid for another two months.
günstig(1)	Ich suche eine günstige Ferienwohnung.	I am looking for a cheap vacation apartment.
gut(1)	Ich kenne ein gutes Lokal.	I know a good restaurant.
gut(2)	Maria kann gut tanzen.	Maria can dance well.
gut(3)	Ich glaube, die Wurst ist nicht mehr gut.	I think the sausage is no longer good.
gut(4)	Mir ist heute gar nicht gut.	I feel really unwell today.
gut(5)	Wir hatten im Urlaub gutes Wetter.	We had good weather on vacation.
gut(6)	Heute ist das Wetter wieder besser.	The weather is better today.
gut(7)	Christine ist meine beste Freundin.	Christine is my best friend.
gut(8)	Ich komme um 13 Uhr. – Gut!	I’ll come at 1 PM. – Good!
gut(9)	Guten Morgen!	Good morning!
gut(10)	Ein gutes neues Jahr!	Happy New Year!
gut(11)	Guten Appetit!	Enjoy your meal!
die Gymnastik(1)	Ich mache jeden Morgen Gymnastik.	I do gymnastics every morning.

