die Umleitung, -en(1)	Es gibt wegen des Unfalls eine Umleitung.	There is a detour because of the accident.
umso(1)	Je früher wir dort sind, umso besser sind unsere Chancen auf einen guten Sitzplatz.	The earlier we get there, the better our chances for a good seat.
umso(2)	Ich kann dir nicht nur heute, sondern auch morgen helfen. – Umso besser!	I can help you not just today, but also tomorrow. – All the better!
umsonst(1)	Ich musste nichts bezahlen. Die Reparatur war umsonst.	I didn’t have to pay anything. The repair was free.
umsonst(2)	Nichts hat geholfen, es war alles umsonst.	Nothing helped; it was all in vain.
umsteigen, steigt um, stieg um, ist umgestiegen(1)	In Ulm müssen Sie umsteigen.	You need to change trains in Ulm.
umtauschen, tauscht um, tauschte um, hat umgetauscht(1)	Ich möchte diese Bluse umtauschen. Sie passt mir nicht.	I would like to exchange this blouse. It doesn’t fit me.
umtauschen, tauscht um, tauschte um, hat umgetauscht(2)	Wo kann ich Geld umtauschen?	Where can I exchange money?
der Umtausch, ¨-e(1)	Ein Umtausch ist leider nicht möglich.	An exchange is unfortunately not possible.
die Umwelt(1)	Alte Autos sind ein Problem für die Umwelt.	Old cars are a problem for the environment.
der Umweltschutz(1)	Das Land muss mehr Geld für Umweltschutz ausgeben.	The country needs to spend more money on environmental protection.
die Uniform, -en(1)	In der Schule, die sie besucht, trägt man Uniformen.	At the school she attends, they wear uniforms.
die Universität, -en(1)	Mein Sohn studiert an der Universität.	My son is studying at the university.
unten(1)	Wir wohnen im 3. Stock, meine Eltern unten im 1. Stock.	We live on the 3rd floor, my parents live on the 1st floor.
unten(2)	Sie ist mal kurz nach unten gegangen.	She went downstairs for a moment.
unter(1)	Unter uns wohnt eine Familie mit drei Kindern.	Below us lives a family with three children.
unter(2)	Die CDs sind im Regal unter dem Fernseher.	The CDs are on the shelf under the TV.
unter- (1)	Mein Pass ist im unteren Regal.	My passport is on the lower shelf.
unterbrechen, unterbricht, unterbrach, hat unterbrochen(1)	Wir unterbrechen die Sendung für eine wichtige Nachricht.	We interrupt the broadcast for an important announcement.
unterbrechen, unterbricht, unterbrach, hat unterbrochen(2)	Bitte unterbrich mich nicht, wenn ich spreche.	Please don’t interrupt me when I’m speaking.
die Umweltverschmutzung, -en(1)	Die Umweltverschmutzung nimmt weiter zu.	Environmental pollution continues to increase.
umziehen, zieht um, zog um, ist umgezogen(1)	Familie Meier ist letzten Monat umgezogen. Sie wohnen nicht mehr hier.	The Meier family moved last month. They no longer live here.
der Umzug, ¨-e(1)	Der Umzug ist nächste Woche.	The move is next week.
sich umziehen, zieht sich um, zog sich um, hat sich umgezogen(1)	Bevor wir zur Party gehen, möchte ich mich umziehen.	Before we go to the party, I want to change clothes.
un- (1)	Der Verkäufer war sehr unfreundlich.	The salesman was very unfriendly.
un- (2)	Dieses Geräusch ist mir unangenehm.	This noise is unpleasant to me.
un- (3)	Er kam wie immer unpünktlich.	He arrived as usual, late.
(sich) unterhalten, unterhält, unterhielt, hat unterhalten(1)	Wir haben uns über das Fußballspiel unterhalten.	We talked about the soccer game.
(sich) unterhalten, unterhält, unterhielt, hat unterhalten(2)	Ich habe mich bei der Party sehr gut unterhalten.	I had a great time at the party.
die Unterhaltung, -en(1)	Wir wünschen Ihnen gute Unterhaltung.	We wish you good entertainment.
die Unterkunft, ¨-e(1)	Ich komme drei Tage nach Hamburg und suche eine günstige Unterkunft.	I’m coming to Hamburg for three days and looking for a cheap accommodation.
die Unterkunft, ¨-e(2)	Ist dieser Preis inklusive Unterkunft und Essen?	Is this price including accommodation and meals?
die Unterlagen (Pl.)(1)	Ich schicke Ihnen alle Unterlagen mit der Post zu.	I will send you all the documents by mail.
unterlassen, unterlässt, unterließ, hat unterlassen(1)	Das Rauchen auf den Gängen ist zu unterlassen.	Smoking in the hallways is to be avoided.
unbedingt(1)	Ich muss unbedingt mit dir sprechen.	I absolutely need to talk to you.
und(1)	Ich habe heute und morgen frei.	I have today and tomorrow off.
und(2)	Ich kaufe ein und mein Mann kocht.	I shop and my husband cooks.
der Unfall, ¨-e(1)	Ich hatte letzte Woche einen Unfall.	I had an accident last week.
ungefähr(1)	Wie weit ist es bis zum Bahnhof? – Nicht weit, ungefähr zehn Minuten zu Fuß.	How far is it to the train station? – Not far, about ten minutes on foot.
ungewöhnlich(1)	Ich finde diese Speise ungewöhnlich, aber sie schmeckt gut.	I find this dish unusual, but it tastes good.
unglaublich(1)	Es ist unglaublich. Schon wieder so ein Unglück.	It’s unbelievable. Another misfortune already.
das Unglück, -e(1)	Bei dem Unglück gab es viele Verletzte.	There were many injured in the accident.
unheimlich(1)	Ich mag dieses Haus nicht. Es sieht unheimlich aus.	I don’t like this house. It looks eerie.
unheimlich(2)	Diese Person ist mir unheimlich.	This person feels creepy to me.
unheimlich(3)	Lass uns umkehren. Mir wird im Dunkeln unheimlich.	Let’s turn back. I feel uneasy in the dark.
unheimlich(4)	Die Prüfung war unheimlich schwer.	The exam was incredibly difficult.
unternehmen, unternimmt, unternahm, hat unternommen(1)	Wollen wir heute Abend noch etwas unternehmen?	Shall we do something this evening?
der Unternehmer, - (1)	Sie ist erfolgreiche Unternehmerin.	She is a successful entrepreneur.
die Unternehmerin, -nen (1)	Sie ist erfolgreiche Unternehmerin.	She is a successful entrepreneur.
unterrichten, unterrichtet, unterrichtete, hat unterrichtet(1)	Meine Frau unterrichtet Spanisch.	My wife teaches Spanish.
der Unterricht (1)	Der Unterricht dauert von 17 bis 19 Uhr.	The class lasts from 5 to 7 p.m.
untersagt(1)	Es ist untersagt, hier zu rauchen.	Smoking is prohibited here.
unterscheiden, unterscheidet, unterschied, hat unterschieden(1)	Ihr seid euch sehr ähnlich. Auf dem Foto kann man euch beide nicht unterscheiden.	You look very similar. In the photo, you can’t distinguish between you both.
der Unterschied, -e(1)	Können Sie mir sagen, was der Unterschied ist? Welche Fahrkarte ist günstiger?	Can you tell me what the difference is? Which ticket is cheaper?
unterschiedlich(1)	Mein Bruder und ich sind sehr unterschiedlich. Er interessiert sich für Mathematik, ich mich für Sprachen.	My brother and I are very different. He is interested in mathematics, I in languages.
unterschreiben, unterschreibt, unterschrieb, hat unterschrieben(1)	Unterschreiben Sie bitte hier unten rechts.	Please sign here at the bottom right.
die Unterschrift, -en(1)	Auf dem Schreiben fehlt die Unterschrift.	The letter is missing the signature.
unterstreichen, unterstreicht, unterstrich, hat unterstrichen(1)	Wir sollen alle wichtigen Wörter unterstreichen.	We should underline all important words.
unterstützen, unterstützt, unterstützte, hat unterstützt(1)	Sie unterstützen mich, wo sie nur können.	They support me wherever they can.
die Unterstützung, -en(1)	Ich nehme Ihre Unterstützung gern an.	I gladly accept your support.
untersuchen, untersucht, untersuchte, hat untersucht(1)	Sie sollten sich vom Arzt untersuchen lassen.	You should have yourself examined by a doctor.
die Untersuchung, -en(1)	Ich habe morgen eine Untersuchung im Krankenhaus.	I have an examination at the hospital tomorrow.
unterwegs(1)	Warte auf mich. Ich bin unterwegs und komme gleich.	Wait for me. I’m on my way and will be there soon.
unterwegs(2)	Unterwegs können wir noch etwas essen.	On the way, we can still grab something to eat.
unterwegs(3)	Stell dir vor, der Brief war zwei Wochen unterwegs.	Imagine, the letter was in transit for two weeks.
die Urkunde, -n(1)	Wenn wir das Spiel gewinnen, bekommen wir eine Urkunde.	If we win the game, we will get a certificate.
der Urlaub, -e (D, A) → CH: Ferien(1)	Ich habe noch drei Tage Urlaub.	I still have three days off.
die Ursache, -n(1)	Kennt man schon die Unfallursache?	Do we already know the cause of the accident?
verursachen, verursacht, verursachte, hat verursacht(1)	Dieser Busfahrer verursachte den Unfall.	This bus driver caused the accident.
ursprünglich(1)	Ursprünglich wollte ich in einem Restaurant arbeiten. Aber dann bin ich Busfahrerin geworden.	Originally, I wanted to work in a restaurant. But then I became a bus driver.
das Urteil, -e(1)	Dein Urteil ist für mich sehr wichtig.	Your judgment is very important to me.
das Urteil, -e(2)	Das Urteil des Gerichts erscheint mir zu hart.	The court’s verdict seems too harsh to me.

