german word	german sentence	english translation
die Pension, -en(1)	Im Urlaub haben wir in einer kleinen Pension gewohnt.	On vacation, we stayed in a small guesthouse.
die Pension, -en (A, CH) (2)	Sie ist 67 und bekommt jetzt eine gute Pension.	She is 67 and now receives a good pension.
pflegen, pflegt, pflegte, hat gepflegt(1)	Meine Mutter ist sehr krank. Ich muss sie pflegen.	My mother is very ill. I have to care for her.
der Pfleger, -(1)	Meine Freundin ist Pflegerin in einem Altersheim.	My friend is a caregiver in a nursing home.
die Pflegerin, -nen(1)	Die Pflegerin kümmert sich um die Patienten.	The female caregiver takes care of the patients.
die Pflicht, -en(1)	Als Autofahrer müssen Sie eine Versicherung haben. Das ist Pflicht.	As a driver, you must have insurance. It is mandatory.
die Phantasie/Fantasie, -n(1)	Mein Sohn malt sehr gut. Er hat viel Phantasie.	My son paints very well. He has a lot of imagination.
das Picknick, -s(1)	Am Sonntag machen wir ein Picknick.	We’re having a picnic on Sunday.
die Pille, -n(1)	Der Arzt hat mir neue Pillen verschrieben.	The doctor prescribed new pills.
der Pilz, -e (1)	Haben Sie frische Pilze?	Do you have fresh mushrooms?
der Pensionist, -en (1)	Meine Großmutter arbeitet nicht mehr. Sie ist Pensionistin.	My grandmother no longer works. She is a retiree.
die Pensionistin, -nen (2)	Meine Großmutter arbeitet nicht mehr. Sie ist Pensionistin.	My grandmother no longer works. She is a retiree.
per(1)	Wie kann ich mich für den Kurs anmelden? – Per Fax oder E-Mail.	How can I register for the course? – By fax or email.
perfekt(1)	Die Reiseorganisation war perfekt.	The organization of the trip was perfect.
der Perron, -s (CH) (1)	Auf Hauptbahnhöfen gibt es meist viele Perrons.	There are usually many platforms at main train stations.
die Pizza, -s/Pizzen(1)	Lass uns eine Pizza bestellen!	Let’s order a pizza!
das Plakat, -e(1)	Im Unterricht haben wir ein Plakat gemacht.	In class, we made a poster.
planen, plant, plante, hat geplant(1)	Wir haben geplant, diesmal im Urlaub nach Österreich zu fahren.	We planned to go to Austria for vacation this time.
planen, plant, plante, hat geplant(2)	Unser Familientreffen ist für Juni geplant.	Our family reunion is planned for June.
die Person, -en(1)	Eintritt pro Person: 2 Euro.	Admission per person: 2 euros.
persönlich(1)	Hier gibt es zu viele Autos. Das ist meine persönliche Meinung.	There are too many cars here. That’s my personal opinion.
persönlich(2)	Ich muss Herrn Meier persönlich sprechen.	I need to speak to Mr. Meier in person.
der Plan, ¨-e(1)	Was macht ihr im Sommer? – Ich weiß noch nicht, wir haben noch keine Pläne.	What are you doing in the summer? – I don’t know yet, we don’t have any plans yet.
der Plan, ¨-e(2)	Haben Sie einen Plan von Berlin?	Do you have a map of Berlin?
die Planung, -en(1)	Unsere Planung für das Sommerfest steht schon lange.	Our planning for the summer festival has been done for a long time.
die Personalien (Pl.) (1)	Mein Kollege wird Ihre Personalien aufnehmen.	My colleague will take down your personal details.
der Personenstand (1)	Bei „Personenstand“ musst du „ledig“ ankreuzen.	For marital status, you should tick single.
das Personal(1)	Dieser Eingang ist nur für das Personal.	This entrance is for staff only.
die Pfanne, -n (1)	Hast du keine größere Pfanne? Ich möchte Kartoffeln kochen.	Do you not have a larger pan? I want to cook potatoes.
das Plastik(1)	Was für ein Spielzeug möchten Sie? Aus Plastik oder aus Holz?	What kind of toy would you like? Plastic or wood?
der Platz, ¨-e(1)	In unserer Wohnung haben wir nicht genug Platz.	We don’t have enough space in our apartment.
der Platz, ¨-e(2)	Ist dieser Platz noch frei?	Is this seat still free?
der Platz, ¨-e(3)	Nehmen Sie bitte Platz.	Please take a seat.
der Platz, ¨-e(4)	Die Post ist auf dem Platz, direkt am Markt.	The post office is on the square, right at the market.
plötzlich(1)	Es war zuerst so schön. Plötzlich hat es angefangen zu regnen.	It was so nice at first. Suddenly it started to rain.
die Politik(1)	Ich interessiere mich nicht für Politik.	I am not interested in politics.
der Politiker, -(1)	Weißt du, wie dieser Politiker heißt?	Do you know the name of this politician?
die Politikerin, -nen(1)	Die Politikerin hat eine Rede gehalten.	The female politician gave a speech.
politisch(1)	Ich diskutiere mit meinem Mann oft über politische Probleme.	I often discuss political issues with my husband.
politisch(2)	Die politischen Meinungen zum Thema Umwelt sind sehr verschieden.	Political opinions on the environment are very diverse.
die Präsentation, -en(1)	Die Schülerin hat für ihre Präsentation eine gute Note bekommen.	The student received a good grade for her presentation.
die Praxis(1)	Das ist die Theorie. In der Praxis ist vieles ganz anders.	That’s the theory. In practice, many things are quite different.
die Praxis(2)	Die Arztpraxis bleibt bis zum 7. Januar geschlossen.	The doctor's office will be closed until January 7.
die Polizei(1)	Rufen Sie bitte die Polizei.	Please call the police.
die Polizei(2)	Er arbeitet bei der Polizei.	He works for the police.
der Polizist, -en(1)	Die Ampel war kaputt. Ein Polizist hat den Verkehr geregelt.	The traffic light was broken. A police officer directed the traffic.
die Polizistin, -nen(1)	Die Polizistin hat den Unfall aufgenommen.	The policewoman took the accident report.
die Pommes frites (Pl.)(1)	Die Kinder essen gern Würstchen mit Pommes frites.	The kids like to eat sausages with French fries.
populär(1)	Diese Musik ist bei Jugendlichen populär.	This music is popular among teenagers.
das Portemonnaie/Portmonee, -s (D, CH) (1)	Ich habe nur Kleingeld in meinem Portemonnaie.	I only have small change in my wallet.
die Portion, -en(1)	Bitte, eine große Portion Sahne!	Please, a large portion of cream!
positiv(1)	Wir haben eine positive Nachricht für Sie. Sie bekommen die Stelle.	We have positive news for you. You got the job.
positiv(2)	Man muss positiv denken.	One must think positively.
die Post(1)	Die Post macht erst um 8 Uhr auf.	The post office opens at 8 o’clock.
die Post(2)	Meine Frau arbeitet bei der Post.	My wife works at the post office.
die Post(3)	Ist Post für mich da?	Is there mail for me?
die Postleitzahl, -en(1)	Weißt du die Postleitzahl der Kollwitzstraße in Berlin?	Do you know the postal code for Kollwitzstraße in Berlin?
der Pöstler, - / die Pöstlerin, -nen (CH) (1)	War die Pöstlerin schon da?	Has the postwoman been here?
der Preis, -e(1)	Die Preise sind schon wieder gestiegen.	The prices have gone up again.
der Preis, -e(2)	Wer hat den ersten Preis gewonnen?	Who won the first prize?
preiswert(1)	Die Jacke ist sehr preiswert.	The jacket is very inexpensive.
die Presse(1)	Darüber konnte sich jeder in der Presse informieren.	Everyone could get information about it in the press.
prima(1)	Mit diesen Leuten verstehe ich mich prima.	I get along very well with these people.
privat(1)	Hier meine Nummer im Büro und meine private Nummer.	Here is my office number and my private number.
privat(2)	Über meine Probleme möchte ich nicht sprechen. Das ist privat.	I don’t want to talk about my problems. That’s private.
privat(3)	Ich treffe meine Arbeitskollegen auch privat.	I also meet my work colleagues in private.
pro(1)	Eintritt pro Person: zwei Euro.	Admission per person: two euros.
probieren, probiert, probierte, hat probiert(1)	Haben Sie dieses Waschmittel schon einmal probiert?	Have you tried this detergent before?
probieren, probiert, probierte, hat probiert(2)	Ich habe probiert, die Zeitung zu lesen, aber es war zu schwer.	I tried to read the newspaper, but it was too difficult.
probieren, probiert, probierte, hat probiert(3)	Darf ich die Schuhe anprobieren?	May I try on the shoes?
probieren, probiert, probierte, hat probiert (D, CH) (4)	Möchten Sie den Käse mal probieren?	Would you like to taste the cheese?
das Problem, -e(1)	José spricht nicht gern über seine Probleme.	José does not like to talk about his problems.
das Poulet, -s (CH) (1)	Zum Mittagessen gibt es Poulet mit Reis.	For lunch, we have chicken with rice.
das Praktikum, Praktika(1)	Ich mache diesen Sommer drei Monate ein Praktikum bei einer Firma.	This summer, I am doing a three-month internship at a company.
der Praktikant, -en(1)	Bei dieser Firma habe ich zwei Jahre als Praktikantin gearbeitet.	I worked for two years at this company as an intern.
die Praktikantin, -nen(1)	Ich habe diesen Sommer als Praktikantin gearbeitet.	I worked as an intern this summer.
praktisch(1)	Ich finde diese Küchenmaschine sehr praktisch.	I find this kitchen machine very practical.
praktisch(2)	Ich habe letzte Woche den Führerschein gemacht. Jetzt fehlt mir noch praktische Erfahrung.	I got my driver’s license last week. Now I still need practical experience.
praktisch(3)	Dieses Handy kann praktisch alles, was ein Computer kann.	This phone can do almost everything a computer can.
produzieren, produziert, produzierte, hat produziert(1)	Unsere Firma produziert Feuerzeuge.	Our company produces lighters.
das Produkt, -e(1)	Unsere Produkte haben eine hohe Qualität.	Our products have high quality.
das Produkt, -e(2)	Der Arzt sagt, ich soll keine fertigen Produkte essen.	The doctor says I should not eat processed products.
die Produktion(1)	Die Produktion von Käse dauert oft viele Wochen.	Cheese production often takes many weeks.
der Professor, -en(1)	Unsere Nachbarin ist Professorin an der Universität.	Our neighbor is a professor at the university.
der Profi, -s(1)	Keine Angst. Mein Bruder kann die Heizung bestimmt reparieren. Er ist doch ein Profi.	Don’t worry. My brother can definitely fix the heating. He’s a professional.
präsentieren(1)	Präsentieren Sie Ihre Ergebnisse bitte im Kurs.	Please present your results in the course.
der Profisportler, - (1)	Mein Sohn möchte Profisportler werden.	My son wants to become a professional athlete.
das Programm, -e(1)	Hast du schon ins Programm geguckt? Gibt es heute im Fernsehen einen schönen Film?	Have you looked at the schedule? Is there a good movie on TV today?
das Programm, -e(2)	Mit welchen Programmen arbeitest du am Computer?	Which programs do you use on the computer?
das Projekt, -e(1)	Der Staat fördert Projekte für Kinder und Jugendliche.	The state supports projects for children and teenagers.
der Prospekt, -e(1)	Bitte schicken Sie mir einen Prospekt von Ihrem Hotel.	Please send me a brochure from your hotel.
das Quartier, -e (CH) (1)	Wir wohnen in einem schönen Quartier.	We live in a nice neighborhood.
die Quittung, -en(1)	Brauchen Sie eine Quittung?	Do you need a receipt?
das Quiz(1)	Er hat beim Quiz gewonnen.	He won the quiz.
Prost(1)	Wir trinken auf Ihre Gesundheit! Prost!	We toast to your health! Cheers!
protestieren, protestiert, protestierte, hat protestiert(1)	Wir protestieren gegen den Bau der Autobahn.	We are protesting against the construction of the highway.
der Protest, -e(1)	Alle Proteste haben nichts genützt.	All protests have been in vain.
der Prozess, -e(1)	Der Prozess wird direkt aus dem Gerichtssaal im Fernsehen übertragen.	The trial is being broadcast live from the courtroom.
prüfen, prüft, prüfte, hat geprüft(1)	Bitte prüfen Sie sofort, ob die Rechnung stimmt.	Please check immediately if the bill is correct.
die Prüfung, -en(1)	Mein Freund hat die Prüfung bestanden.	My friend passed the exam.
das Publikum(1)	Es war ein tolles Konzert. Das Publikum war begeistert.	It was a great concert. The audience was enthusiastic.
der Pullover, - (1)	Ich habe mir einen Pullover gekauft.	I bought a sweater.
der Punkt, -e(1)	Das Konzert beginnt um Punkt 20 Uhr.	The concert starts precisely at 8 o’clock.
der Punkt, -e(2)	Beim letzten Satz fehlt der Punkt.	The last sentence is missing a period.
der Punkt, -e(3)	Diesen Punkt haben wir noch nicht besprochen.	We haven’t discussed this point yet.
pünktlich(1)	Seien Sie bitte pünktlich.	Please be punctual.
pünktlich(2)	Der Bus fährt pünktlich um acht Uhr.	The bus departs punctually at eight o’clock.
die Puppe, -n(1)	Unsere kleine Tochter bekommt zum Geburtstag eine Puppe.	Our little daughter is getting a doll for her birthday.
putzen, putzt, putzte, hat geputzt(1)	Ich muss heute noch die Wohnung putzen.	I still need to clean the apartment today.
putzen, putzt, putzte, hat geputzt(2)	Hast du dir schon die Zähne geputzt?	Have you brushed your teeth yet?

